test,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,9.0.4,binarytrees.java 21,0.99,0.38,0.66,0.11,0.02,0.25,6.46,2.33,0.08,5.85,2.10,4225223321 ns,20892175577,3.586 GHz,48744034478,2.37,5825.07 msec,1.379,21267933165,3.651 GHz,177,10063395063,128240754,5825.92 msec,1.379,1260 C,8059915447,16650211,0.21%,0,11301096506,432688,432679,8,828306834,495750732,59.851,13720828930,440178624,3.21%,21327016,8048571,37.74%,12523339,13952322682,10243399,0.07%,17516,106178,606.18%,0,0
2,9.0.4,binarytrees.java 21,0.99,0.39,0.67,0.11,0.02,0.26,6.42,2.37,0.09,5.87,2.09,4217890621 ns,20754076524,3.578 GHz,48043904991,2.37,5799.94 msec,1.375,21236693418,3.661 GHz,215,10233015550,128374272,5800.63 msec,1.375,1096 C,8045613546,20351820,0.25%,0,11464851475,433109,433100,8,789985596,497502470,62.976,13767606168,429455005,3.12%,21079071,8336714,39.55%,47591596,13173977819,10058555,0.08%,337257,184489,54.70%,0,0
3,9.0.4,binarytrees.java 21,0.99,0.38,0.66,0.11,0.02,0.26,6.20,2.29,0.07,5.79,2.07,4333698864 ns,20698071779,3.480 GHz,47437404030,2.34,5947.43 msec,1.372,20748179628,3.488 GHz,199,10126167378,129041547,5948.22 msec,1.373,984 C,7847704198,18977605,0.24%,0,10712484887,432501,432491,8,830308170,517278398,62.300,14345183532,456308130,3.18%,18427427,7184055,38.99%,10209298,13370272611,10038771,0.08%,60363,147995,245.18%,0,0
4,9.0.4,binarytrees.java 21,0.99,0.39,0.65,0.11,0.02,0.25,6.53,2.38,0.07,5.68,2.08,4331428763 ns,20092371259,3.362 GHz,47981953013,2.35,5976.76 msec,1.380,20541226802,3.437 GHz,181,9966728442,127302684,5977.51 msec,1.380,842 C,7966466297,16384410,0.21%,0,10724534901,433100,433086,12,796258468,486090855,61.047,13576663547,434910091,3.20%,20330790,7632887,37.54%,21725893,14625864299,10544679,0.07%,100453,164221,163.48%,0,0
5,9.0.4,binarytrees.java 21,0.99,0.39,0.65,0.11,0.02,0.24,6.35,2.27,0.08,5.91,2.06,4339788109 ns,21061426168,3.546 GHz,50325311910,2.45,5939.36 msec,1.369,21353232549,3.595 GHz,196,10226389914,130032599,5940.15 msec,1.369,812 C,8143532914,17122282,0.21%,0,11571445688,432878,432868,8,808772508,496786645,61.425,13592647719,422135409,3.11%,17131910,6785637,39.61%,10241529,14005610264,10092265,0.07%,59731,163182,273.19%,0,0
6,9.0.4,binarytrees.java 21,0.99,0.39,0.66,0.11,0.02,0.25,6.46,2.42,0.08,5.34,1.99,4547609193 ns,20599331281,3.353 GHz,47784641316,2.34,6142.30 msec,1.351,20988826365,3.417 GHz,207,10676387446,135770863,6143.06 msec,1.351,834 C,8062658347,18509561,0.23%,0,11306811168,432444,432434,8,792971972,498234743,62.831,14214420717,442826091,3.12%,18046407,7103630,39.36%,10833963,13581587672,9172116,0.07%,570598,702633,123.14%,0,0
7,9.0.4,binarytrees.java 21,0.99,0.40,0.63,0.15,0.02,0.24,6.21,2.26,0.08,5.35,2.00,4686371490 ns,21264171243,3.374 GHz,49880016666,2.35,6302.28 msec,1.345,21661072766,3.437 GHz,178,10922575366,139444521,6303.02 msec,1.345,742 C,8282319468,16782815,0.20%,0,11862932057,432463,432449,12,791594210,500354712,63.208,13870105217,428828332,3.09%,18061486,6877827,38.08%,15724515,14025151496,10547388,0.08%,92346,152151,164.76%,0,0
8,9.0.4,binarytrees.java 21,0.99,0.38,0.67,0.11,0.02,0.27,6.33,2.33,0.07,5.48,2.02,4457586263 ns,20917524594,3.423 GHz,47238029775,2.31,6109.94 msec,1.371,20957342101,3.430 GHz,182,10468055198,131453734,6110.61 msec,1.371,770 C,7870994360,17934179,0.23%,0,11027536502,432458,432448,8,823124669,501438302,60.919,13875263095,441408576,3.18%,19261686,7529243,39.09%,11381006,14356138682,10628025,0.07%,47934,134367,280.32%,0,0
9,9.0.4,binarytrees.java 21,0.99,0.39,0.65,0.11,0.02,0.25,6.47,2.35,0.07,5.46,1.99,4518164967 ns,20272109219,3.308 GHz,49543438711,2.45,6128.53 msec,1.356,20607971718,3.362 GHz,176,10072588419,128655838,6129.31 msec,1.357,835 C,7873268983,15145268,0.19%,0,11038032625,432895,432886,8,782005659,496345790,63.471,13564676030,437237225,3.22%,22863367,7070689,30.93%,16983656,13554135021,10057141,0.07%,105635,144461,136.75%,0,4
10,9.0.4,binarytrees.java 21,0.99,0.39,0.66,0.11,0.02,0.25,6.32,2.37,0.08,5.35,1.98,4556213444 ns,20886605960,3.370 GHz,50124749337,2.46,6197.10 msec,1.360,21196181768,3.420 GHz,212,10814003368,135474999,6197.95 msec,1.360,785 C,8125568408,16213652,0.20%,0,11190441205,432789,432775,12,840090389,499365005,59.442,14315695368,426413917,2.98%,18269293,6770629,37.06%,18487556,13901592000,10724837,0.08%,454198,217925,47.98%,0,0
