test,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,Python 3.10.11,binarytrees.py 21,1.00,0.74,0.34,0.18,0.02,0.47,3.10,1.35,0.01,4.78,1.29,104115552010 ns,1481867466300,2.432 GHz,1992562116550,1.34,609337.78 msec,5.853,1482127925156,2.432 GHz,69,1149716507024,14555877806,609340.78 msec,5.853,2152 C,393844425800,2124802812,0.54%,0,320725604604,2027869,2027869,0,5142138584,1946560970,37.855,615511702954,7822342716,1.27%,285090247,103319970,36.24%,239032624,614968678406,12022749,0.00%,13763372,103868152,754.67%,0,243
2,Python 3.10.11,binarytrees.py 21,1.00,0.75,0.34,0.18,0.02,0.47,3.09,1.34,0.01,3.92,1.01,126029865749 ns,1487517744574,1.898 GHz,1995034109179,1.34,783657.62 msec,6.218,1487381991872,1.898 GHz,46,1479976328426,18736681995,783661.93 msec,6.218,1790 C,394340842299,2123831736,0.54%,0,321320340711,2027853,2027853,0,5243043694,1934275738,36.892,616122139281,7705422433,1.25%,291893477,102496258,35.11%,283133049,615466363608,12218701,0.00%,3970598,49513527,1247.00%,0,248
3,Python 3.10.11,binarytrees.py 21,1.00,0.74,0.34,0.18,0.02,0.47,3.09,1.34,0.01,3.69,1.01,125953732648 ns,1484578027025,1.906 GHz,1990711505361,1.34,778827.01 msec,6.183,1484285814940,1.906 GHz,43,1470727194727,18619868766,778831.98 msec,6.183,1790 C,394114199487,2195169898,0.56%,0,321549137488,2027798,2027798,0,5239060218,1947367464,37.170,615963425770,7243258809,1.18%,295369922,102952104,34.86%,252944085,615902420062,12471829,0.00%,5552572,54651865,984.26%,0,343
4,Python 3.10.11,binarytrees.py 21,1.00,0.75,0.33,0.18,0.02,0.47,3.09,1.34,0.01,3.91,1.01,126389725458 ns,1489150379905,1.903 GHz,1995995127973,1.34,782442.03 msec,6.191,1489210201657,1.903 GHz,45,1477657708346,18707602696,782446.63 msec,6.191,1800 C,394471667039,2290757500,0.58%,0,321015148054,2027897,2027897,0,5453279944,1993093032,36.549,615147895970,7751902010,1.26%,305404044,105253403,34.46%,268877039,614879681180,11189479,0.00%,45942433,52006801,113.20%,0,217
5,Python 3.10.11,binarytrees.py 21,1.00,0.74,0.34,0.18,0.02,0.47,3.09,1.35,0.01,3.84,1.01,126187668484 ns,1482606036568,1.899 GHz,1995933538913,1.35,780818.39 msec,6.188,1482666740646,1.899 GHz,62,1474572810787,18668537771,780822.71 msec,6.188,1842 C,394569819658,2070872040,0.52%,0,320991654870,2023691,2023691,0,5205790186,1882866779,36.169,615610253513,7564293042,1.23%,293756108,102989913,35.06%,264348529,615637322632,12315170,0.00%,3325350,51597886,1551.65%,0,268
6,Python 3.10.11,binarytrees.py 21,1.00,0.74,0.34,0.18,0.02,0.47,3.09,1.34,0.01,3.85,1.01,126387684610 ns,1486263973446,1.900 GHz,1993918735409,1.34,782252.63 msec,6.189,1486162470355,1.900 GHz,42,1477290032240,18698045839,782257.43 msec,6.189,1809 C,393727257519,2122753299,0.54%,0,320535561974,2023730,2023730,0,5478030909,1940003996,35.414,614809083986,7599379350,1.24%,314846418,95097070,30.20%,258316598,615966199974,11734398,0.00%,5365816,56611637,1055.04%,0,220
7,Python 3.10.11,binarytrees.py 21,1.00,0.75,0.33,0.18,0.02,0.47,3.09,1.33,0.01,3.76,1.01,126766762034 ns,1494511235237,1.900 GHz,1992273070893,1.33,786580.50 msec,6.205,1494910795587,1.901 GHz,69,1485314368483,18804697957,786585.10 msec,6.205,1735 C,394131329237,2419669285,0.61%,0,321141701097,2027822,2027822,0,5436885473,1901517346,34.974,615816563917,7401570931,1.20%,297504158,94070444,31.62%,284051173,615488562070,11220086,0.00%,35147857,53186149,151.32%,0,201
8,Python 3.10.11,binarytrees.py 21,1.00,0.75,0.34,0.18,0.02,0.47,3.08,1.34,0.01,3.95,1.01,126186525656 ns,1485052443817,1.900 GHz,1996812856790,1.34,781634.99 msec,6.194,1485004791683,1.900 GHz,66,1476292450616,18690370952,781639.67 msec,6.194,1743 C,393999929295,2116233317,0.54%,0,321343883533,2027817,2027817,0,4890171556,1901592517,38.886,615618479820,7762919711,1.26%,281296356,105241098,37.41%,273838903,615606063592,13145521,0.00%,6266317,51274811,818.26%,0,269
9,Python 3.10.11,binarytrees.py 21,1.00,0.75,0.34,0.18,0.02,0.47,3.10,1.34,0.01,3.71,1.01,127163894253 ns,1485955454281,1.900 GHz,1993407378969,1.34,782047.15 msec,6.150,1485928453801,1.900 GHz,75,1476820195228,18694476628,782051.53 msec,6.150,1755 C,393955403800,2378403383,0.60%,0,321320633855,2023643,2023643,0,5055832654,1943428471,38.439,615903734257,7391817955,1.20%,288517731,105695647,36.63%,281214346,615467281885,12687927,0.00%,20714052,60059383,289.95%,0,294
10,Python 3.10.11,binarytrees.py 21,1.00,0.74,0.34,0.18,0.02,0.47,3.10,1.35,0.01,3.79,1.03,123569171249 ns,1476763278152,1.946 GHz,1992067841356,1.35,759037.54 msec,6.143,1476449570016,1.945 GHz,52,1433101862539,18143179811,759042.11 msec,6.143,1882 C,392355277331,2033689830,0.52%,0,320307411476,2023712,2023712,0,5341331417,1973663379,36.951,614956326169,7332258671,1.19%,310871592,113774783,36.60%,292405215,615607649082,11547578,0.00%,7475195,54138386,724.24%,0,405
