test,release_date,path,version,appplication,no_measurement,timestamp,pid,command,time,virt,res,shr,percent_cpu,percent_mem,nTH,P,TIME,SWAP,CODE,DATA,nMaj,nMin,nDRT,USED,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,Unnamed: 44,minutes,seconds_hundredths
8,2023-07-18,binaryTrees_21_v4_modified_without_Multithreading,1.8.0_382,binarytrees.java 21,1,1693996397,1029854,java,8.5,6996668416,533880832,18956288,156.2,3.2,20.0,3.0,0:08,0,4096,1156169728,8192,129024,0.0,533880832,296,1,280,15,0,17.6,2.3,0.0,80.2,0.0,0.0,0.0,0.0,15794.9 MiB,4102.7 MiB,2203.9 MiB,9488.3 MiB,4096.0 MiB,3680.2 MiB,415.8 MiB,12870.7 MiB,,0,08.50
8,2023-07-18,binaryTrees_21_v4_modified_without_Multithreading,1.8.0_382,binarytrees.java 21,2,1693996398,1029854,java,10.03,6996668416,726089728,18956288,100.0,4.4,20.0,3.0,0:10,0,4096,1148510208,8192,176128,0.0,726089728,296,1,280,15,0,12.4,0.8,0.0,86.8,0.0,0.0,0.0,0.0,15794.9 MiB,3919.6 MiB,2387.0 MiB,9488.3 MiB,4096.0 MiB,3680.2 MiB,415.8 MiB,12687.6 MiB,,0,10.03
8,2023-07-18,binaryTrees_21_v4_modified_without_Multithreading,1.8.0_382,binarytrees.java 21,3,1693996399,1029854,java,11.23,6996668416,749715456,18956288,106.2,4.5,20.0,3.0,0:11,0,4096,1073917952,8192,182272,0.0,749715456,296,1,280,15,0,15.0,0.8,0.0,84.2,0.0,0.0,0.0,0.0,15794.9 MiB,3896.7 MiB,2417.9 MiB,9480.3 MiB,4096.0 MiB,3680.2 MiB,415.8 MiB,12664.7 MiB,,0,11.23
9,2023-07-18,binaryTrees_21_v4_modified_without_Multithreading,1.8.0_382,binarytrees.java 21,0,1693996401,1029905,java,0.78,6996668416,237555712,18849792,487.5,1.4,20.0,1.0,0:00,0,4096,528072704,8192,55296,0.0,237555712,295,1,279,15,0,55.9,7.4,0.0,36.8,0.0,0.0,0.0,0.0,15794.9 MiB,4385.0 MiB,1921.4 MiB,9488.4 MiB,4096.0 MiB,3680.2 MiB,415.8 MiB,13153.1 MiB,,0,00.78
9,2023-07-18,binaryTrees_21_v4_modified_without_Multithreading,1.8.0_382,binarytrees.java 21,1,1693996403,1029905,java,8.51,6996668416,533544960,18915328,156.2,3.2,20.0,1.0,0:08,0,4096,1156169728,13312,129024,0.0,533544960,296,1,280,15,0,18.3,2.3,0.0,79.4,0.0,0.0,0.0,0.0,15794.9 MiB,4099.3 MiB,2207.1 MiB,9488.4 MiB,4096.0 MiB,3680.2 MiB,415.8 MiB,12867.4 MiB,,0,08.51
9,2023-07-18,binaryTrees_21_v4_modified_without_Multithreading,1.8.0_382,binarytrees.java 21,2,1693996404,1029905,java,10.04,6996668416,724492288,18980864,100.0,4.4,20.0,1.0,0:10,0,4096,1146429440,13312,175104,0.0,724492288,296,1,280,15,0,12.9,1.5,0.0,85.6,0.0,0.0,0.0,0.0,15794.9 MiB,3917.4 MiB,2389.0 MiB,9488.5 MiB,4096.0 MiB,3680.2 MiB,415.8 MiB,12685.6 MiB,,0,10.04
9,2023-07-18,binaryTrees_21_v4_modified_without_Multithreading,1.8.0_382,binarytrees.java 21,3,1693996405,1029905,java,11.23,6996668416,745680896,18980864,106.2,4.5,20.0,1.0,0:11,0,4096,1071312896,13312,181248,0.0,745680896,296,1,280,15,0,14.9,1.5,0.0,83.6,0.0,0.0,0.0,0.0,15794.9 MiB,3911.5 MiB,2402.9 MiB,9480.5 MiB,4096.0 MiB,3680.2 MiB,415.8 MiB,12679.7 MiB,,0,11.23
10,2023-07-18,binaryTrees_21_v4_modified_without_Multithreading,1.8.0_382,binarytrees.java 21,0,1693996407,1029964,java,0.79,6996668416,237441024,18771968,493.8,1.4,20.0,2.0,0:00,0,4096,528035840,8192,55296,0.0,237441024,295,1,279,15,0,53.0,9.1,0.0,37.9,0.0,0.0,0.0,0.0,15794.9 MiB,4393.7 MiB,1912.7 MiB,9488.5 MiB,4096.0 MiB,3680.2 MiB,415.8 MiB,13161.9 MiB,,0,00.79
10,2023-07-18,binaryTrees_21_v4_modified_without_Multithreading,1.8.0_382,binarytrees.java 21,1,1693996409,1029964,java,8.59,6996668416,532664320,18833408,150.0,3.2,20.0,2.0,0:08,0,4096,1154600960,8192,129024,0.0,532664320,296,1,280,15,0,17.4,3.0,0.0,79.5,0.0,0.0,0.0,0.0,15794.9 MiB,4108.5 MiB,2197.9 MiB,9488.5 MiB,4096.0 MiB,3680.2 MiB,415.8 MiB,12876.7 MiB,,0,08.59
10,2023-07-18,binaryTrees_21_v4_modified_without_Multithreading,1.8.0_382,binarytrees.java 21,2,1693996410,1029964,java,10.13,6996668416,723427328,18964480,100.0,4.4,20.0,2.0,0:10,0,4096,1144893440,8192,175104,0.0,723427328,296,1,280,15,0,13.0,0.8,0.0,86.3,0.0,0.0,0.0,0.0,15794.9 MiB,3933.3 MiB,2381.1 MiB,9480.5 MiB,4096.0 MiB,3680.2 MiB,415.8 MiB,12701.5 MiB,,0,10.13
10,2023-07-18,binaryTrees_21_v4_modified_without_Multithreading,1.8.0_382,binarytrees.java 21,3,1693996411,1029964,java,11.33,6996668416,743051264,18964480,113.3,4.5,20.0,2.0,0:11,0,4096,1067675648,8192,180224,0.0,743051264,296,1,280,15,0,15.0,1.5,0.0,83.5,0.0,0.0,0.0,0.0,15794.9 MiB,3913.6 MiB,2400.8 MiB,9480.5 MiB,4096.0 MiB,3680.2 MiB,415.8 MiB,12681.8 MiB,,0,11.33
1,2018-01-16,binaryTrees_21_v4_modified_without_Multithreading,9.0.4,binarytrees.java 21,0,1693996865,1032342,java,0.7,8153378816,211271680,17670144,431.2,1.3,34.0,5.0,0:00,0,4096,379281408,8192,53248,0.0,211271680,297,1,281,15,0,51.5,5.1,0.0,43.4,0.0,0.0,0.0,0.0,15794.9 MiB,4425.9 MiB,1869.5 MiB,9499.5 MiB,4096.0 MiB,3680.2 MiB,415.8 MiB,13205.4 MiB,,0,00.70
1,2018-01-16,binaryTrees_21_v4_modified_without_Multithreading,9.0.4,binarytrees.java 21,1,1693996866,1032342,java,2.79,8153378816,1717986918,17993728,106.2,10.6,34.0,5.0,0:02,0,4096,2325803008,8192,430080,0.0,1717986918,297,1,281,15,0,14.5,1.5,0.0,84.0,0.0,0.0,0.0,0.0,15794.9 MiB,2933.6 MiB,3361.4 MiB,9499.9 MiB,4096.0 MiB,3680.2 MiB,415.8 MiB,11713.2 MiB,,0,02.79
1,2018-01-16,binaryTrees_21_v4_modified_without_Multithreading,9.0.4,binarytrees.java 21,2,1693996867,1032342,java,3.98,8153378816,1717986918,17993728,106.7,10.6,34.0,5.0,0:03,0,4096,2325803008,8192,430080,0.0,1717986918,297,1,281,15,0,12.3,0.8,0.0,86.9,0.0,0.0,0.0,0.0,15794.9 MiB,2932.4 MiB,3370.5 MiB,9492.0 MiB,4096.0 MiB,3680.2 MiB,415.8 MiB,11711.9 MiB,,0,03.98
1,2018-01-16,binaryTrees_21_v4_modified_without_Multithreading,9.0.4,binarytrees.java 21,3,1693996868,1032342,java,5.2,8153378816,1717986918,17993728,100.0,10.6,34.0,5.0,0:05,0,4096,2325803008,8192,431104,0.0,1717986918,297,1,281,15,0,12.3,1.5,0.0,86.2,0.0,0.0,0.0,0.0,15794.9 MiB,2925.2 MiB,3377.8 MiB,9491.9 MiB,4096.0 MiB,3680.2 MiB,415.8 MiB,11704.8 MiB,,0,05.20
2,2018-01-16,binaryTrees_21_v4_modified_without_Multithreading,9.0.4,binarytrees.java 21,0,1693996869,1032400,java,0.66,8153378816,190873600,17715200,406.2,1.2,34.0,5.0,0:00,0,4096,379506688,8192,48128,0.0,190873600,297,1,281,15,0,45.3,6.6,0.0,48.2,0.0,0.0,0.0,0.0,15794.9 MiB,4432.1 MiB,1863.1 MiB,9499.7 MiB,4096.0 MiB,3680.2 MiB,415.8 MiB,13211.6 MiB,,0,00.66
2,2018-01-16,binaryTrees_21_v4_modified_without_Multithreading,9.0.4,binarytrees.java 21,1,1693996871,1032400,java,2.81,8153378816,1717986918,17973248,100.0,10.6,34.0,5.0,0:02,0,4096,2325872640,8192,429056,0.0,1717986918,297,1,281,15,0,13.1,0.8,0.0,85.4,0.8,0.0,0.0,0.0,15794.9 MiB,2926.5 MiB,3368.5 MiB,9499.9 MiB,4096.0 MiB,3680.2 MiB,415.8 MiB,11706.1 MiB,,0,02.81
2,2018-01-16,binaryTrees_21_v4_modified_without_Multithreading,9.0.4,binarytrees.java 21,2,1693996872,1032400,java,4.01,8153378816,1717986918,17973248,100.0,10.6,34.0,5.0,0:04,0,4096,2325872640,8192,429056,0.0,1717986918,297,2,280,15,0,13.6,1.5,0.0,84.8,0.0,0.0,0.0,0.0,15794.9 MiB,2925.2 MiB,3369.8 MiB,9499.9 MiB,4096.0 MiB,3680.2 MiB,415.8 MiB,11704.8 MiB,,0,04.01
2,2018-01-16,binaryTrees_21_v4_modified_without_Multithreading,9.0.4,binarytrees.java 21,3,1693996873,1032400,java,5.23,8153378816,1717986918,17973248,106.2,10.6,34.0,5.0,0:05,0,4096,2325872640,8192,431104,0.0,1717986918,297,1,281,15,0,14.4,2.3,0.0,83.3,0.0,0.0,0.0,0.0,15794.9 MiB,2925.2 MiB,3377.8 MiB,9491.9 MiB,4096.0 MiB,3680.2 MiB,415.8 MiB,11704.8 MiB,,0,05.23
3,2018-01-16,binaryTrees_21_v4_modified_without_Multithreading,9.0.4,binarytrees.java 21,0,1693996874,1032458,java,0.69,8153378816,207450112,17666048,460.0,1.3,34.0,0.0,0:00,0,4096,379445248,8192,52224,0.0,207450112,297,1,281,15,0,49.6,6.8,0.0,43.6,0.0,0.0,0.0,0.0,15794.9 MiB,4419.3 MiB,1875.7 MiB,9499.8 MiB,4096.0 MiB,3680.2 MiB,415.8 MiB,13198.9 MiB,,0,00.69
3,2018-01-16,binaryTrees_21_v4_modified_without_Multithreading,9.0.4,binarytrees.java 21,1,1693996875,1032458,java,2.81,8153378816,1717986918,17993728,106.2,10.6,34.0,0.0,0:02,0,4096,2325827584,8192,430080,0.0,1717986918,297,1,281,15,0,12.4,0.8,0.0,86.8,0.0,0.0,0.0,0.0,15794.9 MiB,2927.3 MiB,3367.7 MiB,9499.9 MiB,4096.0 MiB,3680.2 MiB,415.8 MiB,11706.8 MiB,,0,02.81
3,2018-01-16,binaryTrees_21_v4_modified_without_Multithreading,9.0.4,binarytrees.java 21,2,1693996877,1032458,java,4.0,8153378816,1717986918,17993728,100.0,10.6,34.0,0.0,0:04,0,4096,2325827584,8192,430080,0.0,1717986918,297,1,281,15,0,13.1,0.8,0.0,86.2,0.0,0.0,0.0,0.0,15794.9 MiB,2926.8 MiB,3376.2 MiB,9491.9 MiB,4096.0 MiB,3680.2 MiB,415.8 MiB,11706.4 MiB,,0,04.00
3,2018-01-16,binaryTrees_21_v4_modified_without_Multithreading,9.0.4,binarytrees.java 21,3,1693996878,1032458,java,5.21,8153378816,1717986918,17993728,100.0,10.6,34.0,0.0,0:05,0,4096,2325827584,8192,431104,0.0,1717986918,297,1,281,15,0,13.6,0.8,0.0,85.6,0.0,0.0,0.0,0.0,15794.9 MiB,2925.1 MiB,3377.9 MiB,9491.9 MiB,4096.0 MiB,3680.2 MiB,415.8 MiB,11704.6 MiB,,0,05.21
4,2018-01-16,binaryTrees_21_v4_modified_without_Multithreading,9.0.4,binarytrees.java 21,0,1693996879,1032520,java,0.71,8153378816,206667776,17772544,437.5,1.2,34.0,0.0,0:00,0,4096,379539456,8192,52224,0.0,206667776,297,1,281,15,0,51.4,6.4,0.0,42.1,0.0,0.0,0.0,0.0,15794.9 MiB,4421.1 MiB,1873.9 MiB,9499.9 MiB,4096.0 MiB,3680.2 MiB,415.8 MiB,13200.7 MiB,,0,00.71
