version,appplication,no_measurement,timestamp,pid,command,time,virt,res,shr,percent_cpu,percent_mem,nTH,P,TIME,SWAP,CODE,DATA,nMaj,nMin,nDRT,USED,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,
v13.14.0,binaryTrees_7.js 21,0,1692132378,51155,node,0:00.51,781828,237940,27376,312.5,1.5,7,0,0:00,0,63752,254124,0,52k,0,237940,277,2,275,0,0,37.0,5.2,0.0,57.8,0.0,0.0,0.0,0.0,15795.0 MiB,10460.3 MiB,1562.5 MiB,3772.2 MiB,4096.0 MiB,4062.2 MiB,33.8 MiB,13594.2 MiB
v13.14.0,binaryTrees_7.js 21,1,1692132379,51155,node,0:02.68,1225832,680968,27612,100.0,4.2,7,3,0:02,0,63752,698264,0,513k,0,680968,277,2,275,0,0,6.1,9.2,0.0,84.7,0.0,0.0,0.0,0.0,15795.0 MiB,10002.1 MiB,2020.5 MiB,3772.3 MiB,4096.0 MiB,4062.2 MiB,33.8 MiB,13136.1 MiB
v13.14.0,binaryTrees_7.js 21,2,1692132380,51155,node,0:04.99,855892,311364,27612,331.2,1.9,7,3,0:04,0,63752,328324,0,958k,0,311364,277,2,275,0,0,34.6,7.7,0.0,56.9,0.8,0.0,0.0,0.0,15795.0 MiB,10292.3 MiB,1730.4 MiB,3772.3 MiB,4096.0 MiB,4062.2 MiB,33.8 MiB,13426.2 MiB
v13.14.0,binaryTrees_7.js 21,3,1692132381,51155,node,0:06.99,1496392,951612,27612,146.7,5.9,7,3,0:06,0,63752,968824,0,1.4m,0,951612,277,2,275,0,0,15.0,5.3,0.0,79.7,0.0,0.0,0.0,0.0,15795.0 MiB,9712.9 MiB,2309.7 MiB,3772.3 MiB,4096.0 MiB,4062.2 MiB,33.8 MiB,12846.9 MiB
v13.14.0,binaryTrees_7.js 21,4,1692132382,51155,node,0:09.29,1175624,631164,27612,106.2,3.9,7,7,0:09,0,63752,648056,0,1.9m,0,631164,277,2,275,0,0,6.7,8.2,0.0,85.1,0.0,0.0,0.0,0.0,15795.0 MiB,10048.9 MiB,1973.7 MiB,3772.3 MiB,4096.0 MiB,4062.2 MiB,33.8 MiB,13182.9 MiB
v13.14.0,binaryTrees_7.js 21,5,1692132383,51155,node,0:11.52,1639388,1.0g,27612,212.5,6.8,7,7,0:11,0,63752,1111820,0,2.3m,0,1.0g,277,2,275,0,0,24.4,4.6,0.0,71.0,0.0,0.0,0.0,0.0,15795.0 MiB,9580.1 MiB,2442.6 MiB,3772.3 MiB,4096.0 MiB,4062.2 MiB,33.8 MiB,12714.0 MiB
v13.14.0,binaryTrees_7.js 21,6,1692132385,51155,node,0:13.85,1067728,523184,27612,186.7,3.2,7,7,0:13,0,63752,540160,0,2.8m,0,523184,277,2,275,0,0,12.4,11.6,0.0,76.0,0.0,0.0,0.0,0.0,15795.0 MiB,10150.6 MiB,1872.1 MiB,3772.3 MiB,4096.0 MiB,4062.2 MiB,33.8 MiB,13284.5 MiB
v13.14.0,binaryTrees_7.js 21,7,1692132386,51155,node,0:15.89,1455056,910520,27612,93.8,5.6,7,7,0:15,0,63752,927488,0,3.2m,0,910520,277,2,275,0,0,9.2,5.3,0.0,85.5,0.0,0.0,0.0,0.0,15795.0 MiB,9759.5 MiB,2263.2 MiB,3772.3 MiB,4096.0 MiB,4062.2 MiB,33.8 MiB,12893.4 MiB
v13.14.0,binaryTrees_7.js 21,8,1692132387,51155,node,0:18.26,1567196,998.5m,27612,293.8,6.3,7,3,0:18,0,63752,1039628,0,3.6m,0,998.5m,277,2,275,0,0,33.6,5.3,0.0,61.1,0.0,0.0,0.0,0.0,15795.0 MiB,9581.3 MiB,2441.3 MiB,3772.3 MiB,4096.0 MiB,4062.2 MiB,33.8 MiB,12715.3 MiB
v13.14.0,binaryTrees_7.js 21,9,1692132388,51155,node,0:20.42,1008860,464280,27612,218.8,2.9,7,3,0:20,0,63752,481292,0,4.1m,0,464280,277,2,275,0,0,19.4,10.1,0.0,70.5,0.0,0.0,0.0,0.0,15795.0 MiB,10212.5 MiB,1810.1 MiB,3772.3 MiB,4096.0 MiB,4062.2 MiB,33.8 MiB,13346.5 MiB
