version,appplication,no_measurement,timestamp,pid,command,time,virt,res,shr,percent_cpu,percent_mem,nTH,P,TIME,SWAP,CODE,DATA,nMaj,nMin,nDRT,USED,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,
v8.17.0,binaryTrees_7.js 21,0,1692129251,47396,node,0:00.23,1106908,276056,22424,146.7,1.7,6,1,0:00,0,28108,289480,0,63k,0,276056,276,2,274,0,0,14.6,6.9,0.0,78.5,0.0,0.0,0.0,0.0,15795.0 MiB,10569.2 MiB,1599.1 MiB,3626.7 MiB,4096.0 MiB,4062.2 MiB,33.8 MiB,13555.7 MiB
v8.17.0,binaryTrees_7.js 21,1,1692129252,47396,node,0:01.53,1402332,571840,22484,118.8,3.5,6,6,0:01,0,28108,584904,0,426k,0,571840,276,2,274,0,0,9.2,8.5,0.0,82.3,0.0,0.0,0.0,0.0,15795.0 MiB,10256.9 MiB,1911.0 MiB,3627.1 MiB,4096.0 MiB,4062.2 MiB,33.8 MiB,13243.1 MiB
v8.17.0,binaryTrees_7.js 21,2,1692129253,47396,node,0:02.76,1704052,873428,22484,93.8,5.4,6,6,0:02,0,28108,885600,0,812k,0,873428,276,2,274,0,0,9.2,6.2,0.0,84.6,0.0,0.0,0.0,0.0,15795.0 MiB,9946.1 MiB,2221.8 MiB,3627.1 MiB,4096.0 MiB,4062.2 MiB,33.8 MiB,12932.8 MiB
v8.17.0,binaryTrees_7.js 21,3,1692129254,47396,node,0:04.00,2030196,1.1g,22484,100.0,7.4,6,2,0:04,0,28108,1212768,0,1.2m,0,1.1g,276,2,274,0,0,7.8,5.5,0.0,86.7,0.0,0.0,0.0,0.0,15795.0 MiB,9628.9 MiB,2539.0 MiB,3627.1 MiB,4096.0 MiB,4062.2 MiB,33.8 MiB,12615.6 MiB
v8.17.0,binaryTrees_7.js 21,4,1692129255,47396,node,0:05.26,2343540,1.4g,22484,106.7,9.4,6,3,0:05,0,28108,1526112,0,1.6m,0,1.4g,276,2,274,0,0,9.3,3.9,0.0,86.8,0.0,0.0,0.0,0.0,15795.0 MiB,9319.6 MiB,2848.3 MiB,3627.1 MiB,4096.0 MiB,4062.2 MiB,33.8 MiB,12306.2 MiB
v8.17.0,binaryTrees_7.js 21,5,1692129257,47396,node,0:06.55,1126516,296604,22484,146.7,1.8,6,0,0:06,0,28108,309088,0,1.9m,0,296604,276,2,274,0,0,10.9,7.8,0.0,81.2,0.0,0.0,0.0,0.0,15795.0 MiB,10529.6 MiB,1638.4 MiB,3627.1 MiB,4096.0 MiB,4062.2 MiB,33.8 MiB,13516.2 MiB
v8.17.0,binaryTrees_7.js 21,6,1692129258,47396,node,0:07.78,1427572,597800,22484,100.0,3.7,6,0,0:07,0,28108,610144,0,2.3m,0,597800,276,2,274,0,0,10.1,3.1,0.0,86.8,0.0,0.0,0.0,0.0,15795.0 MiB,10222.6 MiB,1945.3 MiB,3627.1 MiB,4096.0 MiB,4062.2 MiB,33.8 MiB,13209.3 MiB
v8.17.0,binaryTrees_7.js 21,7,1692129259,47396,node,0:09.02,1699956,869808,22484,106.2,5.4,6,4,0:09,0,28108,882528,0,2.6m,0,869808,276,2,274,0,0,9.2,4.6,0.0,86.2,0.0,0.0,0.0,0.0,15795.0 MiB,9960.7 MiB,2214.1 MiB,3620.2 MiB,4096.0 MiB,4062.2 MiB,33.8 MiB,12947.3 MiB
v8.17.0,binaryTrees_7.js 21,8,1692129260,47396,node,0:10.29,1975924,1.1g,22484,93.8,7.1,6,4,0:10,0,28108,1158496,0,3.0m,0,1.1g,276,2,274,0,0,9.3,3.9,0.0,86.8,0.0,0.0,0.0,0.0,15795.0 MiB,9680.6 MiB,2487.3 MiB,3627.1 MiB,4096.0 MiB,4062.2 MiB,33.8 MiB,12667.3 MiB
v8.17.0,binaryTrees_7.js 21,9,1692129261,47396,node,0:11.57,2223732,1.3g,22484,100.0,8.6,6,4,0:11,0,28108,1406304,0,3.4m,0,1.3g,276,2,274,0,0,9.9,4.6,0.0,85.5,0.0,0.0,0.0,0.0,15795.0 MiB,9428.1 MiB,2739.6 MiB,3627.2 MiB,4096.0 MiB,4062.2 MiB,33.8 MiB,12414.8 MiB
