version,appplication,no_measurement,timestamp,pid,command,time,virt,res,shr,percent_cpu,percent_mem,nTH,P,TIME,SWAP,CODE,DATA,nMaj,nMin,nDRT,USED,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,
v10.24.1,binaryTrees_1_original.js 21,0,1692263725,191085,,,,,,,,,,,,,,,,,,288,1,279,8,0,3.8,2.3,0.0,93.8,0.0,0.0,0.0,0.0,15795.0 MiB,6768.2 MiB,1683.7 MiB,7343.1 MiB,4096.0 MiB,3998.5 MiB,97.5 MiB,13424.9 MiB
