version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
g++-4.4 4.4.7,nbody_2.c 50000000,1.00,0.31,0.78,0.12,0.00,0.09,7.45,3.27,0.00,0.00,2.16,8740325022 ns,35627185446,4.077 GHz,116517416468,3.27,8739.16 msec,1.000,35645075522,4.079 GHz,3,16528156203,209226511,8739.17 msec,1.000,11 C,17210361768,149686,0.00%,0,17561897209,137,137,0,871408,84571,9.705,31372034668,424492,0.00%,61958,6219,10.04%,1191325,31376615070,1076,0.00%,18003,20945,116.34%,0,0
g++-4.6 4.6.4,nbody_2.c 50000000,1.00,0.29,0.84,0.09,0.00,0.08,7.66,3.46,0.00,0.00,2.16,8942915559 ns,36478065170,4.079 GHz,126145748990,3.46,8942.11 msec,1.000,36485995039,4.080 GHz,2,16916087725,214102799,8942.11 msec,1.000,8 C,17646328964,235789,0.00%,0,17860311538,139,139,0,801737,101359,12.642,34261588091,419890,0.00%,63302,4882,7.71%,1195786,34226841562,799,0.00%,17380,11178,64.32%,0,0
g++-4.7 4.7.4,nbody_2.c 50000000,1.00,0.30,0.81,0.10,0.00,0.09,7.40,3.35,0.00,0.00,2.16,9056508712 ns,36942923686,4.079 GHz,123623813944,3.35,9055.85 msec,1.000,36936713315,4.079 GHz,2,17123605187,216766308,9055.87 msec,1.000,8 C,18350575186,140844,0.00%,0,17656663236,135,135,0,422305,64685,15.317,33141288285,360307,0.00%,33044,3814,11.54%,1028365,33129193240,38,0.00%,10544,7916,75.08%,0,0
g++-4.8 4.8.5,nbody_2.c 50000000,1.00,0.31,0.81,0.10,0.00,0.09,7.46,3.28,0.00,0.00,2.16,8363005364 ns,34119908998,4.080 GHz,112268633450,3.29,8362.24 msec,1.000,34111111818,4.079 GHz,1,15811410302,200149561,8362.25 msec,1.000,6 C,16810983990,114435,0.00%,0,15805222290,140,140,0,771812,91938,11.912,33116520331,398841,0.00%,62597,4227,6.75%,1261354,33342398951,140,0.00%,12643,12653,100.08%,0,0
g++-4.9 4.9.3,nbody_2.c 50000000,1.00,0.30,0.80,0.09,0.00,0.11,7.44,3.31,0.00,0.00,2.16,7710715655 ns,31445704524,4.079 GHz,104100014851,3.31,7710.00 msec,1.000,31436888528,4.077 GHz,1,14571971934,184467068,7710.01 msec,1.000,6 C,16407707959,66440,0.00%,0,15655811389,136,136,0,351238,38518,10.966,31020299412,287943,0.00%,33070,2113,6.39%,695279,30972413703,0,0.00%,18623,8052,43.24%,0,0
g++-5 5.5.0,nbody_2.c 50000000,1.00,0.30,0.81,0.09,0.00,0.10,7.41,3.31,0.00,0.00,2.16,7931947579 ns,32352742245,4.079 GHz,107261530713,3.32,7931.01 msec,1.000,32338725809,4.077 GHz,2,14981951805,189692740,7931.02 msec,1.000,6 C,16352883447,118331,0.00%,0,15615111490,136,136,0,970248,54318,5.598,31824949693,359673,0.00%,67230,3454,5.14%,1189773,31835041937,735,0.00%,26947,25175,93.42%,0,0
g++-6 6.5.0,nbody_2.c 50000000,1.00,0.30,0.82,0.08,0.00,0.10,7.55,3.36,0.00,0.00,2.16,7599498727 ns,30993296087,4.079 GHz,102992034322,3.32,7598.82 msec,1.000,30997018690,4.079 GHz,3,14366308345,181891908,7598.82 msec,1.000,6 C,16336810129,84950,0.00%,0,15357995444,138,138,0,823522,62656,7.608,30512610114,362619,0.00%,55820,1868,3.35%,1080762,30456003761,62,0.00%,13376,13517,101.05%,0,0
g++-7 7.5.0,nbody_2.c 50000000,1.00,0.30,0.81,0.08,0.00,0.10,7.45,3.34,0.00,0.00,2.16,7840153537 ns,31952806148,4.076 GHz,106607328438,3.34,7839.37 msec,1.000,31948435255,4.075 GHz,5,14814272944,187541481,7839.36 msec,1.000,9 C,16347122174,69150,0.00%,0,15698436154,136,136,0,531277,57628,10.847,31398104443,270784,0.00%,29700,1648,5.55%,906921,31431713023,101,0.00%,14038,14575,103.83%,0,0
g++-8 ,nbody_2.c 50000000,1.00,0.30,0.80,0.10,0.00,0.10,7.43,3.33,0.00,0.00,2.16,7474656211 ns,30492564000,4.080 GHz,101348413682,3.33,7473.99 msec,1.000,30477840243,4.078 GHz,3,14125742096,178846047,7473.95 msec,1.000,9 C,16653625548,43297,0.00%,0,15617162306,137,137,0,500096,42235,8.445,29214742792,303059,0.00%,36521,3083,8.44%,835626,29189111990,358,0.00%,20189,6704,33.21%,0,0
g++-9 9.5.0,nbody_2.c 50000000,1.00,0.30,0.80,0.09,0.00,0.10,7.28,3.32,0.00,0.00,2.15,7759864902 ns,31588765466,4.071 GHz,104752662652,3.32,7759.16 msec,1.000,31613076591,4.074 GHz,1,14666998865,185660183,7759.16 msec,1.000,7 C,16735788728,39562,0.00%,0,16033602294,140,140,0,609141,90082,14.788,30034484664,288230,0.00%,26569,2784,10.48%,861101,30032426687,484,0.00%,9394,8119,86.43%,0,0
g++-10 10.5.0,nbody_2.c 50000000,1.00,0.30,0.80,0.09,0.00,0.10,7.36,3.31,0.00,0.00,2.16,8023903723 ns,32714286596,4.078 GHz,108227160454,3.31,8022.60 msec,1.000,32715592930,4.078 GHz,2,15159039658,191911958,8022.61 msec,1.000,6 C,17897138649,65153,0.00%,0,16713614489,139,139,0,1129702,93702,8.294,30657675139,516808,0.00%,95532,16638,17.42%,1295056,30671347881,470,0.00%,15703,18939,120.61%,0,0
g++-11 11.4.0,nbody_2.c 50000000,1.00,0.30,0.82,0.09,0.00,0.09,7.44,3.36,0.00,0.00,2.16,7831142264 ns,31932300270,4.078 GHz,107440245041,3.37,7829.68 msec,1.000,31935575747,4.079 GHz,0,14804540864,187369771,7829.69 msec,1.000,5 C,17913949670,67149,0.00%,0,16456103072,135,135,0,1008330,107402,10.651,30656928853,425453,0.00%,61242,7138,11.66%,1195955,30639947014,986,0.00%,19126,22234,116.25%,0,0
g++-12 12.3.0,nbody_2.c 50000000,1.00,0.30,0.80,0.10,0.00,0.09,7.32,3.31,0.00,0.00,2.16,7860953959 ns,32080013407,4.081 GHz,106525054509,3.32,7860.22 msec,1.000,32068051187,4.080 GHz,1,14861064059,188108286,7860.23 msec,1.000,4 C,17563252364,76655,0.00%,0,16186296497,138,138,0,543932,37358,6.868,30169388386,305553,0.00%,40142,3501,8.72%,1040262,30141099986,0,0.00%,22404,10231,45.67%,0,0
g++-13 13.1.0,nbody_2.c 50000000,1.00,0.29,0.83,0.08,0.00,0.08,7.69,3.42,0.00,0.00,2.16,7543102398 ns,30728618088,4.074 GHz,105084631974,3.42,7541.74 msec,1.000,30732048144,4.075 GHz,0,14252188131,180406487,7541.75 msec,1.000,5 C,17453910944,59449,0.00%,0,16944060110,137,137,0,924806,82840,8.958,30308985980,402785,0.00%,66081,17806,26.95%,1242855,30319958403,1894,0.00%,16853,17483,103.74%,0,0
