version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
g++-4.4 4.4.7,binaryTrees_6.c 21,28.3812,1009.3,1699540467.519452,0.00,0.00,518.10,12.65,4097.40,1896.00,1.65,16128.60,0.00,18.60,157.80,274.00,205.50,481.20,2.80,2691.90,306.90,6248.50,0.00,0.04,0.02,0.01,0.14,0.00,3.24,0.65,83.19,13.09,0.03,0.20,74.03,88.80,89.20,99.12,400.00,300.00,101.15,99.56,0.74,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,451.68,392.00,0.16,10.16,0.00,0.00
g++-4.6 4.6.4,binaryTrees_6.c 21,27.634,1029.3,1699541684.203618,0.00,0.00,517.60,12.64,4095.40,1896.00,1.69,23578.00,0.00,9.90,131.10,295.70,255.70,696.00,1.80,3447.40,896.60,11287.10,0.00,0.03,0.03,0.02,0.20,0.00,3.90,2.06,81.04,13.27,0.02,0.33,73.74,90.20,90.50,99.09,400.00,300.00,101.16,99.41,0.76,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,442.12,383.93,0.16,9.98,0.00,0.00
g++-4.7 4.7.4,binaryTrees_6.c 21,27.6528,1050.2,1699542880.907278,0.00,0.00,517.80,12.64,4097.90,1896.00,1.65,12490.20,0.00,12.60,147.40,274.00,187.50,415.50,1.90,2173.70,23.40,3802.20,0.00,0.05,0.02,0.01,0.12,0.00,2.83,0.04,84.24,13.06,0.03,0.19,74.08,88.50,88.80,99.11,320.00,300.00,101.14,99.61,0.78,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,429.98,371.78,0.16,9.97,0.00,0.00
g++-4.8 4.8.5,binaryTrees_6.c 21,27.8542,1012.4,1699544080.921864,0.00,0.00,517.90,12.64,4096.60,1896.00,1.61,15191.00,0.00,16.40,164.10,276.60,189.00,475.90,1.40,2484.10,209.40,5630.30,0.00,0.05,0.02,0.01,0.13,0.00,3.09,0.56,83.43,13.10,0.03,0.21,74.02,89.20,89.40,99.09,300.00,300.00,101.17,99.57,0.76,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,448.27,389.64,0.15,10.02,0.00,0.00
g++-4.9 4.9.3,binaryTrees_6.c 21,27.2377,1038.8,1699545276.758085,0.00,0.00,518.30,12.65,4096.90,1896.00,1.69,14921.70,0.00,21.50,193.10,317.70,198.50,492.50,3.30,2534.20,213.20,5583.80,0.00,0.04,0.02,0.01,0.14,0.00,3.17,0.54,83.35,13.15,0.03,0.22,73.95,88.40,89.00,99.08,300.00,300.00,101.33,99.55,0.78,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,437.78,380.34,0.16,9.87,0.00,0.00
g++-5 5.5.0,binaryTrees_6.c 21,27.328,1036.8,1699546467.189941,0.00,0.00,518.10,12.65,4096.50,1896.00,1.72,16588.60,0.00,10.50,168.50,278.80,210.10,505.60,1.30,2616.00,329.40,6747.40,0.00,0.04,0.02,0.01,0.15,0.00,3.21,0.79,83.06,13.16,0.02,0.25,73.92,88.70,89.70,99.06,300.00,300.00,101.27,99.53,0.79,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,442.47,384.88,0.15,9.90,0.00,0.00
g++-6 6.5.0,binaryTrees_6.c 21,27.6783,1012,1699547662.349668,0.00,0.00,518.10,12.64,4097.30,1896.00,1.69,15940.40,0.00,14.70,151.40,268.30,214.30,482.50,2.30,2594.90,277.60,6398.70,0.00,0.03,0.02,0.01,0.13,0.00,3.21,0.64,83.24,13.10,0.02,0.21,74.02,88.60,88.90,99.07,300.00,300.00,101.16,99.55,0.78,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,447.21,388.88,0.15,9.99,0.00,0.00
g++-7 7.5.0,binaryTrees_6.c 21,27.1529,1016.1,1699548855.734126,0.00,0.00,518.00,12.64,4098.00,1896.00,1.73,12770.20,0.00,10.90,151.30,247.20,179.10,417.20,1.40,2271.40,16.30,4327.60,0.00,0.04,0.03,0.02,0.11,0.00,2.94,0.03,84.13,13.04,0.03,0.17,74.13,87.40,88.10,99.07,300.00,300.00,101.08,99.61,0.78,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,436.94,379.72,0.15,9.84,0.00,0.00
g++-8 ,binaryTrees_6.c 21,28.4269,1031.8,1699550056.314399,0.00,0.00,518.20,12.64,4097.70,1896.00,1.61,13066.40,0.00,13.20,213.80,298.20,201.80,396.90,1.90,2326.10,20.50,4175.40,0.00,0.07,0.02,0.02,0.10,0.00,2.94,0.04,84.11,13.12,0.03,0.18,74.04,87.80,88.60,99.09,300.00,300.00,101.22,99.59,0.76,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,442.06,382.31,0.15,10.20,0.00,0.00
g++-9 9.5.0,binaryTrees_6.c 21,27.2682,1033.2,1699551270.398695,0.00,0.00,517.00,12.65,4087.90,1896.00,1.82,19943.30,0.00,18.70,251.90,347.10,217.30,567.30,1.90,2859.40,711.00,8786.50,0.00,0.07,0.03,0.02,0.16,0.00,3.46,1.96,81.59,13.28,0.02,0.25,73.79,89.20,89.80,99.08,300.00,300.00,101.25,99.46,0.77,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,450.94,393.44,0.15,9.88,0.00,0.00
