version,appplication,no_measurement,timestamp,pid,command,time,virt,res,shr,percent_cpu,percent_mem,nTH,P,TIME,SWAP,CODE,DATA,nMaj,nMin,nDRT,USED,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,
Python 3.4.10,binarytrees.py 21,0,1692275277,219213,,,,,,,,,,,,,,,,,,296,1,278,16,1,9.2,7.7,0.0,83.1,0.0,0.0,0.0,0.0,15795.0 MiB,6283.8 MiB,1853.9 MiB,7657.2 MiB,4096.0 MiB,3998.5 MiB,97.5 MiB,13234.4 MiB
