version,appplication,no_measurement,timestamp,pid,command,time,virt,res,shr,percent_cpu,percent_mem,nTH,P,TIME,SWAP,CODE,DATA,nMaj,nMin,nDRT,USED,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,
Python 2.7.18,binarytrees.py 21,0,1692274547,215519,,,,,,,,,,,,,,,,,,297,1,279,16,1,16.3,7.8,0.0,75.9,0.0,0.0,0.0,0.0,15795.0 MiB,6300.3 MiB,1842.8 MiB,7651.9 MiB,4096.0 MiB,3998.5 MiB,97.5 MiB,13245.6 MiB
