test,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,Python 3.8.16,binarytrees_compatible_all.py 21,1.00,0.38,0.65,0.26,0.05,0.04,6.35,2.61,0.01,0.84,2.00,192720191536 ns,727992085531,3.778 GHz,1898221961529,2.61,192701.55 msec,1.000,728047369841,3.778 GHz,121,363563210909,4602339419,192701.90 msec,1.000,1978 C,370349768570,1892626580,0.51%,0,305309346763,2473386,2473386,0,3651856909,1308878590,35.841,620418099117,2526374220,0.41%,211372985,80942155,38.29%,259859035,619293575122,11231340,0.00%,4622319,238748601,5165.13%,0,0
2,Python 3.8.16,binarytrees_compatible_all.py 21,1.00,0.38,0.66,0.26,0.04,0.04,6.37,2.62,0.01,0.76,1.78,214722244164 ns,724826557241,3.376 GHz,1900628959673,2.62,214699.22 msec,1.000,724819646248,3.376 GHz,58,406383102844,5144413328,214699.57 msec,1.000,1399 C,370469218379,1826589871,0.49%,0,305580899191,2465639,2465639,0,3581272871,1244570846,34.752,619843216454,2556268278,0.41%,215509351,79825337,37.04%,265881738,619596972949,11465890,0.00%,1304553,239157288,18332.51%,0,0
3,Python 3.8.16,binarytrees_compatible_all.py 21,1.00,0.38,0.65,0.26,0.04,0.04,6.37,2.62,0.02,0.78,1.84,208612528845 ns,726110089310,3.481 GHz,1899930769356,2.62,208597.16 msec,1.000,726102552769,3.481 GHz,62,394707371967,4996608744,208597.46 msec,1.000,1460 C,370552917804,1833798360,0.49%,0,305730912059,2473368,2473368,0,3612926897,1274220411,35.268,619503114331,2565724342,0.41%,221603320,82698714,37.32%,261057439,620090275744,11101647,0.00%,1220363,243717696,19970.92%,0,0
4,Python 3.8.16,binarytrees_compatible_all.py 21,1.00,0.38,0.65,0.26,0.05,0.04,6.37,2.62,0.01,0.78,1.84,208329794290 ns,725163473630,3.481 GHz,1899684377579,2.62,208313.29 msec,1.000,725143216905,3.481 GHz,52,394016966591,4987858968,208313.52 msec,1.000,1497 C,370559041877,1910101338,0.52%,0,305300819512,2465580,2465580,0,3641176127,1282023491,35.209,619247109805,2522008914,0.41%,204407407,76247823,37.30%,258237456,619995773470,11007103,0.00%,2462060,244796609,9942.76%,0,0
5,Python 3.8.16,binarytrees_compatible_all.py 21,1.00,0.38,0.66,0.26,0.04,0.04,6.38,2.63,0.01,0.78,1.85,207230968829 ns,723253556540,3.490 GHz,1897546815310,2.62,207212.81 msec,1.000,723398886450,3.491 GHz,70,391649583320,4957900387,207213.12 msec,1.000,1454 C,370279915102,1819825261,0.49%,0,306164794639,2466019,2466019,0,3600401231,1251693042,34.765,618874540912,2577946870,0.42%,221453340,88471873,39.95%,253617503,620550016075,10891733,0.00%,1885848,245018270,12992.47%,0,0
6,Python 3.8.16,binarytrees_compatible_all.py 21,1.00,0.38,0.66,0.26,0.04,0.04,6.37,2.63,0.01,0.77,1.79,213366467546 ns,722903247526,3.388 GHz,1899545303601,2.63,213349.51 msec,1.000,722896149688,3.388 GHz,50,403794770764,5111636168,213349.87 msec,1.000,1456 C,370431935097,1826340989,0.49%,0,305718670116,2465613,2465613,0,3640981850,1254884522,34.466,619186444992,2562398214,0.41%,213219420,81271446,38.12%,257103536,619763754554,11007134,0.00%,774514,240472621,31048.20%,0,0
7,Python 3.8.16,binarytrees_compatible_all.py 21,1.00,0.38,0.66,0.26,0.04,0.04,6.37,2.62,0.01,0.78,1.85,207032770223 ns,723920192895,3.497 GHz,1901177821254,2.63,207015.26 msec,1.000,723940889436,3.497 GHz,71,391633234859,4957632825,207015.57 msec,1.000,1583 C,370650613810,1848643043,0.50%,0,305570739396,2465572,2465572,0,3618299040,1261522965,34.865,619116255312,2496738634,0.40%,208208068,79221145,38.05%,293373582,618994526533,11421893,0.00%,9523438,241059898,2531.23%,0,0
8,Python 3.8.16,binarytrees_compatible_all.py 21,1.00,0.38,0.65,0.26,0.04,0.04,6.37,2.62,0.01,0.78,1.82,211328417802 ns,725862863775,3.435 GHz,1900235221070,2.62,211313.21 msec,1.000,725825871556,3.435 GHz,75,399893531196,5062358512,211313.49 msec,1.000,1448 C,370538387255,1828170650,0.49%,0,305452011873,2473448,2473448,0,3636453776,1269096559,34.899,619626387756,2567643319,0.41%,212014400,77680782,36.64%,275654567,619661417244,12916769,0.00%,2438086,240578053,9867.50%,0,0
9,Python 3.8.16,binarytrees_compatible_all.py 21,1.00,0.38,0.65,0.26,0.05,0.04,6.36,2.59,0.01,0.78,1.85,209611557732 ns,731418335126,3.490 GHz,1900447089148,2.60,209593.68 msec,1.000,731390811229,3.490 GHz,76,396238676703,5016114240,209593.96 msec,1.000,1464 C,370261142463,2114654020,0.57%,0,305214684983,2465618,2465618,0,3803364462,1249616938,32.856,620309097977,2524214782,0.41%,207715677,76307435,36.74%,267657782,619277540939,11663289,0.00%,2682136,240126677,8952.82%,0,0
10,Python 3.8.16,binarytrees_compatible_all.py 21,1.00,0.38,0.66,0.26,0.04,0.04,6.37,2.62,0.01,0.78,1.84,208484309015 ns,724040808461,3.473 GHz,1900029635383,2.62,208459.34 msec,1.000,724039906253,3.473 GHz,59,393966019358,4987040955,208459.78 msec,1.000,1459 C,370456766399,1825969182,0.49%,0,305452983560,2473408,2473408,0,3657940941,1273954329,34.827,619907871839,2549968536,0.41%,217455630,78445146,36.07%,269736881,619561946155,11622949,0.00%,2837077,239908240,8456.18%,0,0
