test,release_date,path,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC_perf,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed_sec,cycles,freq_cycles_GHz,instructions,insn_per_cycle,cpu_clock_msec,no_cpus,cpu_cycles,freq_cpu_cycles_GHz,cpu_migrations,ref_cycles,bus_cycles,task_clock_msec,no_cpus_task_clock,cpu_thermal_margin_C,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete,TotalSlots_Giga,FetchBubbles_Giga,SlotsRetired_Giga,SlotsIssued+RecoveryBubbles_Giga,SlotsBackend_Giga
1,2017-07-11,nbody_50000000_original,7.10.1,nbody_6_original.js 50000000,1.0,0.39,0.59,0.36,0.02,0.03,5.85,2.54,0.0,2.82,1.8,148.56794269,503888618342,3.392,1281294442137,2.54,148547.69,1.0,503840065881,3.392,23,280666806261,3552912995,148547.93,1.0,157.0,333210174672,315224481,0.09%,159,164283854728,6966,6966,0,13736225240,6005019895,43.717,417375848723,6539130456,1.57%,172083065,36575873,21.25%,175738865,417246084830,4659216,0.00%,4744846,2245736,47.33%,0,0,13.568,4.88448,8.00512,0.27136,0.40703999999999996
2,2017-07-11,nbody_50000000_original,7.10.1,nbody_6_original.js 50000000,1.0,0.39,0.59,0.36,0.02,0.03,5.85,2.54,0.0,2.71,1.73,153.796915032,503706159257,3.275,1281114352563,2.54,153784.54,1.0,503704178553,3.275,8,291065345518,3684601342,153784.66,1.0,185.0,333331461964,314949266,0.09%,150,164306475021,6968,6968,0,13711231607,6010734086,43.838,417233356233,6521991764,1.56%,166324370,34207435,20.57%,175188506,417360498215,4478079,0.00%,3318660,2160605,65.10%,0,0,13.1,4.715999999999999,7.728999999999999,0.262,0.39299999999999996
3,2017-07-11,nbody_50000000_original,7.10.1,nbody_6_original.js 50000000,1.0,0.39,0.59,0.36,0.02,0.03,5.82,2.55,0.0,2.7,1.72,154.681448376,503312327261,3.254,1281386080378,2.55,154668.12,1.0,503253848652,3.254,10,292729198244,3705692098,154668.27,1.0,176.0,333285003811,315362478,0.09%,155,164302651904,6966,6966,0,13916175679,5960507194,42.832,417224697434,6537962917,1.57%,176334143,39061757,22.15%,180149174,417139238832,4196898,0.00%,4256006,2373791,55.78%,0,0,13.016,4.68576,7.67944,0.26032,0.39048
4,2017-07-11,nbody_50000000_original,7.10.1,nbody_6_original.js 50000000,1.0,0.39,0.59,0.36,0.02,0.03,5.85,2.55,0.0,2.73,1.73,153.80324144,503317532202,3.273,1281225323009,2.55,153789.73,1.0,503270421613,3.272,8,291070281341,3684670311,153789.87,1.0,188.0,333229885891,314985467,0.09%,150,164275986675,6965,6965,0,13935091122,5984635294,42.947,417170917567,6557659459,1.57%,169501703,36148723,21.33%,172394346,417282845332,4265043,0.00%,2919569,2454396,84.07%,0,0,13.092,4.71312,7.72428,0.26184,0.39276
5,2017-07-11,nbody_50000000_original,7.10.1,nbody_6_original.js 50000000,1.0,0.39,0.59,0.36,0.02,0.03,5.85,2.55,0.0,2.73,1.73,153.743125697,503309447681,3.274,1281321666882,2.55,153723.94,1.0,503273457525,3.274,10,290941355515,3683062103,153724.15,1.0,188.0,333263257309,323228706,0.10%,154,164278288898,6966,6966,0,13678603091,5968579910,43.634,417132844009,6549474594,1.57%,168493171,36223583,21.50%,182609061,417297197915,4712059,0.00%,3403579,5114091,150.26%,0,0,13.096,4.71456,7.72664,0.26192,0.39288
6,2017-07-11,nbody_50000000_original,7.10.1,nbody_6_original.js 50000000,1.0,0.39,0.59,0.36,0.02,0.03,5.85,2.54,0.0,2.7,1.73,154.058272095,503794485751,3.271,1281219211094,2.54,154036.68,1.0,503764006258,3.27,12,291526910608,3690477957,154036.97,1.0,173.0,333230397494,315846190,0.09%,150,164300402549,6968,6968,0,13707677874,5971979586,43.567,417257540275,6496733183,1.56%,165636740,33976473,20.51%,188676339,417213864573,4251307,0.00%,4136707,3187031,77.04%,0,0,13.084,4.71024,7.7195599999999995,0.26168,0.39252
7,2017-07-11,nbody_50000000_original,7.10.1,nbody_6_original.js 50000000,1.0,0.4,0.58,0.36,0.02,0.03,5.84,2.52,0.0,2.7,1.73,155.06965848,508525381004,3.28,1281005322785,2.52,155057.39,1.0,508506027121,3.279,8,293456104457,3714905194,155057.52,1.0,176.0,333296508777,326869433,0.10%,150,164299383141,7030,7030,0,13696782342,5962285679,43.531,417257503115,6559470873,1.57%,193630237,42723268,22.06%,187098928,417538889541,4672526,0.00%,2799470,13513027,482.70%,0,0,13.12,4.723199999999999,7.609599999999999,0.26239999999999997,0.39359999999999995
8,2017-07-11,nbody_50000000_original,7.10.1,nbody_6_original.js 50000000,1.0,0.39,0.59,0.36,0.02,0.03,5.85,2.55,0.0,2.71,1.73,153.819048692,502806451767,3.269,1281153177771,2.55,153806.79,1.0,502781828805,3.269,8,291106903567,3685161478,153806.94,1.0,173.0,333264229087,315014144,0.09%,172,164289694022,6968,6968,0,13961361617,6013824204,43.075,417194223524,6521513103,1.56%,164190997,33654105,20.50%,172253429,417295737349,4159477,0.00%,3458525,2131867,61.64%,0,0,13.076,4.70736,7.71484,0.26152000000000003,0.39228
9,2017-07-11,nbody_50000000_original,7.10.1,nbody_6_original.js 50000000,1.0,0.39,0.59,0.36,0.02,0.03,5.85,2.54,0.0,2.71,1.73,154.303669569,503800667052,3.265,1281232657042,2.54,154286.2,1.0,503783279133,3.265,12,292005832146,3696546346,154286.45,1.0,184.0,333261498712,315421421,0.09%,150,164313290672,6966,6966,0,13604397760,5929812111,43.587,417233541170,6529865030,1.57%,179682066,42772617,23.80%,182128033,417254003788,4215243,0.00%,4208014,2382803,56.63%,0,0,13.06,4.7016,7.7054,0.2612,0.3918
10,2017-07-11,nbody_50000000_original,7.10.1,nbody_6_original.js 50000000,1.0,0.39,0.59,0.36,0.02,0.03,5.85,2.54,0.0,2.71,1.73,154.162784938,504890294241,3.275,1281713557417,2.54,154150.0,1.0,504912584438,3.275,5,291750704599,3693290943,154150.11,1.0,176.0,333404760139,315064461,0.09%,155,164349067063,6967,6967,0,13658948373,5996365225,43.901,417196642326,6522450571,1.56%,174152965,38933073,22.36%,175211269,417102337005,4215934,0.00%,3040567,3796510,124.86%,0,0,13.1,4.715999999999999,7.728999999999999,0.262,0.39299999999999996
1,2019-12-17,nbody_50000000_original,8.17.0,nbody_6_original.js 50000000,0.99,0.38,0.58,0.07,0.0,0.34,5.2,2.57,0.01,0.09,2.16,4.250650309,17313173881,4.072,44911659612,2.59,4252.26,1.0,17327478840,4.075,3,8034457538,101690639,4252.26,1.0,209.0,6778781610,534258,0.01%,0,3033341493,3217,3217,0,245793,37736,15.353,10276302944,165611,0.00%,16366,1093,6.68%,445400,10265654198,289,0.00%,4648,4281,92.10%,0,0,16.288,1.14016,9.44704,0.0,5.537920000000001
2,2019-12-17,nbody_50000000_original,8.17.0,nbody_6_original.js 50000000,1.0,0.38,0.58,0.07,0.0,0.34,5.2,2.59,0.0,0.09,2.16,4.25121154,17334748102,4.076,44927465796,2.59,4252.91,1.0,17329498561,4.075,2,8035203270,101744743,4252.93,1.0,193.0,6777875392,537757,0.01%,0,3039203713,3221,3221,0,143250,33322,23.261,10264504516,139476,0.00%,11630,570,4.90%,387398,10277555191,343,0.00%,3273,5046,154.17%,0,0,16.304,1.14128,9.456319999999998,0.0,5.54336
3,2019-12-17,nbody_50000000_original,8.17.0,nbody_6_original.js 50000000,1.0,0.38,0.58,0.07,0.0,0.34,5.19,2.58,0.0,0.09,2.16,4.248731364,17286423241,4.067,44979174249,2.6,4250.36,1.0,17300797078,4.07,3,8027401459,101617508,4250.38,1.0,182.0,6782159048,539014,0.01%,0,3036132294,3221,3221,0,139629,34951,25.031,10266987063,132129,0.00%,7853,858,10.93%,381538,10278491880,62,0.00%,1553,3684,237.22%,0,0,16.268,1.1387600000000002,9.43544,0.0,5.5311200000000005
4,2019-12-17,nbody_50000000_original,8.17.0,nbody_6_original.js 50000000,1.0,0.39,0.58,0.08,0.0,0.34,5.2,2.59,0.0,0.08,2.16,4.26103027,17351705169,4.071,45082326787,2.6,4262.73,1.0,17359500324,4.072,5,8049337389,101858529,4262.75,1.0,167.0,6787857357,571547,0.01%,0,3039151152,3167,3167,0,301880,63583,21.062,10190883689,176008,0.00%,23081,1706,7.39%,423940,10253032915,320,0.00%,3436,4235,123.25%,0,0,16.284,1.3027199999999999,9.444719999999998,0.0,5.53656
5,2019-12-17,nbody_50000000_original,8.17.0,nbody_6_original.js 50000000,1.0,0.38,0.59,0.07,0.0,0.34,5.19,2.58,0.0,0.08,2.16,4.24362011,17285917040,4.072,45028921059,2.6,4245.21,1.0,17297138308,4.074,2,8022900318,101552801,4245.23,1.0,156.0,6778749363,577629,0.01%,0,3037051855,3219,3219,0,281541,40149,14.26,10258448819,171808,0.00%,25200,2050,8.13%,458960,10250642883,179,0.00%,5614,3540,63.06%,0,0,16.288,1.14016,9.609919999999999,0.0,5.537920000000001
6,2019-12-17,nbody_50000000_original,8.17.0,nbody_6_original.js 50000000,0.99,0.38,0.59,0.07,0.0,0.34,5.19,2.59,0.0,0.09,2.16,4.25161137,17324228095,4.073,44936786386,2.6,4253.12,1.0,17326117562,4.074,0,8033417166,101714822,4253.15,1.0,172.0,6777636488,528771,0.01%,0,3034420699,3219,3219,0,163302,24983,15.299,10279290096,134458,0.00%,11242,2593,23.07%,407413,10259584990,171,0.00%,3617,4226,116.84%,0,0,16.292,1.1404400000000001,9.61228,0.0,5.539280000000001
7,2019-12-17,nbody_50000000_original,8.17.0,nbody_6_original.js 50000000,1.0,0.38,0.58,0.07,0.0,0.34,5.2,2.59,0.0,0.09,2.16,4.250329311,17318531634,4.073,44895243993,2.59,4251.96,1.0,17324957072,4.075,4,8035650654,101720500,4251.99,1.0,167.0,6764738305,536473,0.01%,0,3025310216,3219,3219,0,211568,40758,19.265,10266730075,138402,0.00%,10691,601,5.62%,397187,10282865829,23,0.00%,2225,4623,207.78%,0,0,16.292,1.1404400000000001,9.44936,0.0,5.539280000000001
8,2019-12-17,nbody_50000000_original,8.17.0,nbody_6_original.js 50000000,1.0,0.38,0.59,0.07,0.0,0.34,5.19,2.58,0.0,0.08,2.15,4.257551328,17315865167,4.066,44790059734,2.58,4259.01,1.0,17316932103,4.066,4,8032121769,101667536,4259.03,1.0,165.0,6758669017,537596,0.01%,0,3030852566,3210,3210,0,279867,39590,14.146,10262232928,153191,0.00%,20386,1345,6.60%,435100,10284654650,101,0.00%,2393,4576,191.22%,0,0,16.264,1.1384800000000002,9.595759999999999,0.0,5.5297600000000005
9,2019-12-17,nbody_50000000_original,8.17.0,nbody_6_original.js 50000000,0.99,0.38,0.58,0.07,0.0,0.34,5.19,2.59,0.0,0.08,2.14,4.315671489,17339757050,4.017,45092808717,2.6,4316.99,1.0,17339657808,4.017,5,8106064567,102590590,4317.02,1.0,165.0,6777686625,553348,0.01%,0,3032095511,3228,3227,1,595821,69295,11.63,10260942360,233048,0.00%,170049,63164,37.14%,1832038,10257464560,1015,0.00%,14426,8969,62.17%,0,0,16.068,1.1247600000000002,9.31944,0.0,5.463120000000001
10,2019-12-17,nbody_50000000_original,8.17.0,nbody_6_original.js 50000000,1.0,0.38,0.58,0.07,0.0,0.34,5.19,2.59,0.0,0.09,2.16,4.251348456,17319632606,4.072,44947770469,2.59,4253.0,1.0,17317747453,4.072,2,8028433876,101619868,4253.02,1.0,136.0,6763622469,532227,0.01%,0,3032309360,3217,3217,0,229761,48441,21.083,10242240833,156191,0.00%,17279,890,5.15%,390713,10243950272,195,0.00%,1937,4249,219.36%,0,0,16.288,1.14016,9.44704,0.0,5.537920000000001
1,2018-06-12,nbody_50000000_original,9.11.2,nbody_6_original.js 50000000,1.0,0.38,0.59,0.06,0.0,0.35,5.23,2.58,0.01,0.08,2.16,4.243137152,17310744193,4.078,44900649010,2.6,4244.78,1.0,17297736633,4.075,2,8017798347,101490136,4244.8,1.0,241.0,6790359622,636688,0.01%,0,3040276788,3451,3451,0,524424,57909,11.042,10248211668,199057,0.00%,24900,1060,4.26%,541392,10252982580,132,0.00%,3828,6620,172.94%,0,0,16.312,0.97872,9.62408,0.0,5.7092
2,2018-06-12,nbody_50000000_original,9.11.2,nbody_6_original.js 50000000,0.99,0.38,0.59,0.06,0.0,0.35,5.21,2.6,0.0,0.07,2.16,4.238390643,17278693690,4.075,45028389390,2.61,4239.86,1.0,17264315619,4.072,5,7999224386,101268781,4239.89,1.0,189.0,6781885891,719161,0.01%,0,3033188889,3468,3468,0,420225,77854,18.527,10279519921,217854,0.00%,40581,6395,15.76%,592682,10278168154,514,0.00%,5897,6045,102.51%,0,0,16.3,0.978,9.616999999999999,0.0,5.705
3,2018-06-12,nbody_50000000_original,9.11.2,nbody_6_original.js 50000000,1.0,0.39,0.57,0.06,0.0,0.37,5.19,2.54,0.0,0.07,2.16,4.350070224,17693224655,4.066,44941806080,2.54,4351.65,1.0,17702728004,4.068,2,8211709826,103957236,4351.68,1.0,185.0,6771865301,667466,0.01%,0,3030101314,3457,3457,0,221934,39368,17.739,10273116700,142257,0.00%,11631,791,6.80%,394790,10258356346,62,0.00%,2802,3354,119.70%,0,0,16.264,0.9758399999999999,9.27048,0.0,6.0176799999999995
4,2018-06-12,nbody_50000000_original,9.11.2,nbody_6_original.js 50000000,1.0,0.39,0.59,0.06,0.0,0.35,5.22,2.58,0.02,0.09,2.16,4.252622023,17343753318,4.077,44781515748,2.58,4254.37,1.0,17351317136,4.078,2,8047383481,101861753,4254.39,1.0,173.0,6837310316,626671,0.01%,0,3058922916,3456,3456,0,259797,45160,17.383,10271960587,165103,0.00%,18523,1273,6.87%,425489,10248326436,234,0.00%,2837,5666,199.72%,0,0,16.308,0.9784799999999999,9.62172,0.0,5.7078
5,2018-06-12,nbody_50000000_original,9.11.2,nbody_6_original.js 50000000,1.0,0.38,0.59,0.06,0.0,0.35,5.23,2.61,0.0,0.08,2.16,4.230968442,17244366723,4.074,44977336809,2.61,4232.38,1.0,17233972712,4.072,4,7990859013,101178388,4232.41,1.0,185.0,6781775725,676080,0.01%,0,3038401388,3456,3456,0,523970,96947,18.502,10250462137,198555,0.00%,28150,2712,9.63%,556698,10263652684,419,0.00%,4819,6848,142.10%,0,0,16.296,0.97776,9.61464,0.0,5.7036
6,2018-06-12,nbody_50000000_original,9.11.2,nbody_6_original.js 50000000,1.0,0.38,0.59,0.06,0.0,0.35,5.22,2.6,0.0,0.08,2.16,4.232622087,17219499462,4.067,44928823252,2.6,4234.25,1.0,17227026057,4.068,7,7991307804,101156846,4234.28,1.0,143.0,6784135408,676423,0.01%,0,3042921597,3452,3452,0,336889,40972,12.162,10278269750,177329,0.00%,21765,1859,8.54%,477050,10264355423,155,0.00%,3718,4394,118.18%,0,0,16.268,0.9760800000000001,9.59812,0.0,5.6937999999999995
7,2018-06-12,nbody_50000000_original,9.11.2,nbody_6_original.js 50000000,1.0,0.38,0.59,0.06,0.0,0.35,5.23,2.61,0.0,0.08,2.16,4.239451397,17259910577,4.069,44824272861,2.6,4241.77,1.001,17235417335,4.063,4,7992165320,101184702,4241.78,1.001,174.0,6724119938,629631,0.01%,0,3032782475,3460,3460,0,437463,75636,17.29,10272316009,162166,0.00%,17664,864,4.89%,461450,10274152970,46,0.00%,4488,6786,151.20%,0,0,16.276,0.97656,9.602839999999999,0.0,5.696599999999999
8,2018-06-12,nbody_50000000_original,9.11.2,nbody_6_original.js 50000000,1.0,0.38,0.59,0.06,0.0,0.34,5.22,2.58,0.01,0.08,2.16,4.242229416,17279079556,4.072,44723613297,2.59,4243.87,1.0,17279832903,4.072,4,8014996352,101468830,4243.89,1.0,148.0,6781459942,625346,0.01%,0,3032035327,3461,3461,0,380323,72405,19.038,10285210842,159353,0.00%,13071,1075,8.22%,442185,10307215247,171,0.00%,3507,6095,173.80%,0,0,16.288,0.9772799999999999,9.609919999999999,0.0,5.537920000000001
9,2018-06-12,nbody_50000000_original,9.11.2,nbody_6_original.js 50000000,1.0,0.38,0.59,0.06,0.0,0.35,5.23,2.61,0.0,0.07,2.16,4.230607617,17232622137,4.072,44917745028,2.61,4232.28,1.0,17230267251,4.071,5,7990570826,101159640,4232.32,1.0,162.0,6777439878,716086,0.01%,0,3036052813,3449,3449,0,189430,33744,17.813,10252919751,136062,0.00%,12258,2160,17.62%,359007,10270005320,54,0.00%,3062,3816,124.62%,0,0,16.288,0.9772799999999999,9.609919999999999,0.0,5.7008
10,2018-06-12,nbody_50000000_original,9.11.2,nbody_6_original.js 50000000,0.99,0.38,0.59,0.06,0.0,0.35,5.22,2.6,0.0,0.07,2.15,4.236930085,17214246467,4.061,44879091914,2.6,4238.61,1.0,17232447187,4.066,3,8003427109,101330483,4238.63,1.0,170.0,6780297876,1038286,0.02%,0,3037075343,3454,3454,0,276265,49679,17.982,10276417920,155481,0.00%,22371,809,3.62%,415826,10273811634,132,0.00%,6502,4033,62.03%,0,0,16.244,0.97464,9.58396,0.0,5.6854
1,2021-04-06,nbody_50000000_original,10.24.1,nbody_6_original.js 50000000,1.0,0.42,0.53,0.04,0.0,0.42,5.13,2.39,0.0,0.07,2.16,4.287338512,17484256875,4.076,41976673342,2.4,4289.28,1.0,17485442492,4.077,4,8103883149,102591211,4289.31,1.0,257.0,5579176191,835959,0.01%,4,3078112109,3280,3280,0,2775584,77612,2.796,10322123641,191112,0.00%,35016,1031,2.94%,524705,10313853540,244,0.00%,5033,3962,78.72%,0,0,16.304,0.65216,8.641119999999999,0.0,6.8476799999999995
2,2021-04-06,nbody_50000000_original,10.24.1,nbody_6_original.js 50000000,1.0,0.41,0.54,0.04,0.0,0.42,5.16,2.4,0.0,0.07,2.16,4.269493946,17386629924,4.071,41853281603,2.41,4271.02,1.0,17388400673,4.071,3,8061908153,102066132,4271.07,1.0,235.0,5566212171,875011,0.02%,8,3082869038,3376,3375,1,527856,114317,21.657,10310204969,218194,0.00%,33180,2337,7.04%,579703,10316770689,227,0.00%,5052,8127,160.87%,0,0,16.284,0.6513599999999999,8.79336,0.0,6.83928
3,2021-04-06,nbody_50000000_original,10.24.1,nbody_6_original.js 50000000,1.0,0.42,0.53,0.03,0.0,0.44,5.13,2.35,0.0,0.07,2.16,4.364886379,17792005275,4.074,41946628413,2.36,4366.79,1.0,17796104566,4.075,2,8254389318,104501486,4366.81,1.0,250.0,5577692526,718112,0.01%,0,3088315927,3280,3280,0,462392,112444,24.318,10299483425,214517,0.00%,48721,4246,8.71%,607086,10306663032,1145,0.00%,4510,3988,88.43%,0,0,16.296,0.48888,8.63688,0.0,7.17024
4,2021-04-06,nbody_50000000_original,10.24.1,nbody_6_original.js 50000000,0.99,0.41,0.55,0.04,0.0,0.41,5.21,2.45,0.0,0.07,2.16,4.194754312,17065350521,4.066,41892303025,2.46,4196.97,1.001,17072880298,4.068,3,7917195524,100206957,4196.99,1.001,233.0,5573481296,698492,0.01%,0,3087724086,3291,3289,2,217043,34461,15.877,10357354580,155078,0.00%,7607,67997,893.87%,1671814,10292768106,22121,0.00%,5551,3470,62.51%,0,0,16.264,0.65056,8.9452,0.0,6.668239999999999
5,2021-04-06,nbody_50000000_original,10.24.1,nbody_6_original.js 50000000,1.0,0.41,0.54,0.05,0.0,0.41,5.2,2.39,0.02,0.07,2.16,4.212364449,17164038570,4.073,42137587947,2.45,4214.35,1.0,17166180434,4.073,7,7959549728,100770729,4214.38,1.0,201.0,5606692665,784830,0.01%,0,3066884997,3254,3254,0,555209,78388,14.119,10294836944,189326,0.00%,34673,2631,7.59%,571709,10353755606,294,0.00%,49854,39137,78.50%,0,0,16.292,0.8146000000000001,8.797680000000001,0.0,6.6797200000000005
6,2021-04-06,nbody_50000000_original,10.24.1,nbody_6_original.js 50000000,1.0,0.42,0.53,0.04,0.0,0.42,5.13,2.37,0.02,0.07,2.16,4.298458194,17495973651,4.068,41640937197,2.38,4300.45,1.0,17495969809,4.068,4,8113506376,102737378,4300.52,1.0,194.0,5565120674,643070,0.01%,0,3090863056,3286,3284,2,2517622,848582,33.706,10312150207,638302,0.01%,23393,2716,11.61%,552229,10367528958,63,0.00%,1903,5417,284.66%,0,0,16.272,0.6508799999999999,8.62416,0.0,6.834239999999999
7,2021-04-06,nbody_50000000_original,10.24.1,nbody_6_original.js 50000000,1.0,0.45,0.49,0.03,0.0,0.47,5.07,2.2,0.0,0.06,2.16,4.666175704,19011846938,4.073,41964904593,2.21,4667.73,1.0,19012202636,4.073,4,8814769176,111610450,4667.75,1.0,175.0,5573795008,734874,0.01%,0,3082587160,3291,3290,1,2527173,880824,34.854,10309757919,215309,0.00%,25266,1544,6.11%,588753,10316894376,386,0.00%,4356,8106,186.09%,0,0,16.292,0.48876000000000003,7.983080000000001,0.0,7.657240000000001
