test,version,appplication,time_elapsed,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,v0.12.18,nbody_6_original.js 50000000,48745888,0.98,0.89,0.32,0.37,0.15,0.10,6.07,1.45,0.07,3.34,2.16,48745888 ns,192389162,3.961 GHz,240183892,1.28,48.57 msec,0.996,191508861,3.943 GHz,2,88102443,1115220,48.58 msec,0.997,259 C,35243888,1508299,4.28%,0,<not,2695,2695,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
2,v0.12.18,nbody_6_original.js 50000000,49432608,0.99,0.89,0.32,0.37,0.15,0.11,6.08,1.45,0.07,3.20,2.15,49432608 ns,191512196,3.895 GHz,236360347,1.25,49.17 msec,0.995,193001947,3.925 GHz,2,88969211,1126192,49.18 msec,0.995,263 C,35396518,1512955,4.27%,43,<not,2695,2695,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
3,v0.12.18,nbody_6_original.js 50000000,49200917,0.93,0.86,0.32,0.38,0.16,0.15,5.97,1.42,0.07,3.23,2.15,49200917 ns,192663751,3.932 GHz,238321388,1.25,49.00 msec,0.996,191612552,3.911 GHz,3,87917442,1112888,48.99 msec,0.996,265 C,34850834,1520441,4.36%,47,<not,2697,2697,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
4,v0.12.18,nbody_6_original.js 50000000,47998988,1.00,0.87,0.32,0.37,0.16,0.10,6.08,1.46,0.07,3.38,2.16,47998988 ns,190170965,3.975 GHz,239009919,1.28,47.84 msec,0.997,190096983,3.974 GHz,1,87863963,1112202,47.84 msec,0.997,264 C,35575512,1508977,4.24%,<not,<not,2695,2695,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
5,v0.12.18,nbody_6_original.js 50000000,48008300,0.98,0.84,0.32,0.38,0.15,0.10,6.03,1.42,0.07,3.37,2.16,48008300 ns,188241185,3.937 GHz,236730001,1.26,47.81 msec,0.996,188206696,3.937 GHz,3,87010935,1101404,47.81 msec,0.996,266 C,35105016,1506035,4.29%,<not,<not,2694,2694,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
6,v0.12.18,nbody_6_original.js 50000000,48692851,1.00,0.89,0.32,0.39,0.15,0.10,6.07,1.46,0.07,3.34,2.16,48692851 ns,195211786,4.026 GHz,242163402,1.27,48.49 msec,0.996,194218247,4.005 GHz,2,89589221,1134049,48.50 msec,0.996,252 C,36384416,1353824,3.72%,0,<not,2697,2697,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
7,v0.12.18,nbody_6_original.js 50000000,48726568,0.98,0.89,0.32,0.38,0.16,0.10,6.08,1.45,0.07,3.31,2.16,48726568 ns,191270642,3.940 GHz,238143400,1.26,48.55 msec,0.996,190184921,3.918 GHz,1,87360353,1105827,48.54 msec,0.996,258 C,34862690,1499745,4.30%,0,<not,2693,2693,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
8,v0.12.18,nbody_6_original.js 50000000,48985335,0.99,0.90,0.31,0.38,0.15,0.10,6.05,1.45,0.07,3.29,2.16,48985335 ns,192136220,3.933 GHz,238296985,1.27,48.85 msec,0.997,191263462,3.915 GHz,2,88101901,1115213,48.86 msec,0.997,257 C,35086553,1533781,4.37%,0,<not,2695,2695,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
9,v0.12.18,nbody_6_original.js 50000000,60869861,0.94,0.88,0.31,0.34,0.11,0.20,4.81,1.25,0.05,2.80,2.10,60869861 ns,207461606,3.420 GHz,252179991,1.14,60.67 msec,0.997,207829350,3.426 GHz,4,98995336,1249522,60.66 msec,0.997,233 C,38791515,1480388,3.82%,65,<not,2695,2695,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
10,v0.12.18,nbody_6_original.js 50000000,49216356,0.98,0.95,0.31,0.38,0.15,0.10,6.07,1.46,0.07,3.31,2.15,49216356 ns,195494454,3.982 GHz,239934212,1.25,49.09 msec,0.997,194292718,3.958 GHz,2,90865464,1150195,49.10 msec,0.998,241 C,36836418,1352575,3.67%,23,<not,2695,2695,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
