version,release_date,path,appplication,no_measurement,timestamp,pid,command,time,virt,res,shr,percent_cpu,percent_mem,nTH,P,TIME,SWAP,CODE,DATA,nMaj,nMin,nDRT,USED,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,Unnamed: 43
6.17.1,2019-04-03,binaryTrees_21_original,binaryTrees_7_original.js 21,0,1692191832,121548,node,0:00.17,1040318464.0,182022144.0,18771968.0,106.2,1.1,6.0,4.0,0:00,0.0,25296896.0,201527296.0,0.0,41984.0,0.0,182022144.0,281,2,279,0,0,11.5,4.6,0.0,83.8,0.0,0.0,0.0,0.0,15795.0 MiB,8407.4 MiB,1602.9 MiB,5784.6 MiB,4096.0 MiB,3997.0 MiB,99.0 MiB,13458.1 MiB,
6.17.1,2019-04-03,binaryTrees_21_original,binaryTrees_7_original.js 21,1,1692191833,121548,node,0:01.47,1618083840.0,760406016.0,19165184.0,100.0,4.6,6.0,4.0,0:01,0.0,25296896.0,783224832.0,0.0,378880.0,0.0,760406016.0,281,2,279,0,0,8.4,6.1,0.0,85.5,0.0,0.0,0.0,0.0,15795.0 MiB,7843.1 MiB,2166.9 MiB,5784.9 MiB,4096.0 MiB,3997.0 MiB,99.0 MiB,12893.8 MiB,
6.17.1,2019-04-03,binaryTrees_21_original,binaryTrees_7_original.js 21,2,1692191835,121548,node,0:02.75,1192361984.0,334249984.0,19165184.0,118.8,2.0,6.0,2.0,0:02,0.0,25296896.0,353570816.0,0.0,708608.0,0.0,334249984.0,281,2,279,0,0,13.7,3.8,0.0,82.4,0.0,0.0,0.0,0.0,15795.0 MiB,8264.0 MiB,1746.1 MiB,5784.9 MiB,4096.0 MiB,3997.0 MiB,99.0 MiB,13314.6 MiB,
6.17.1,2019-04-03,binaryTrees_21_original,binaryTrees_7_original.js 21,3,1692191836,121548,node,0:04.02,1634861056.0,777166848.0,19165184.0,100.0,4.7,6.0,6.0,0:04,0.0,25296896.0,800002048.0,0.0,1153433.0,0.0,777166848.0,281,2,279,0,0,9.2,4.6,0.0,86.2,0.0,0.0,0.0,0.0,15795.0 MiB,7834.3 MiB,2175.8 MiB,5784.9 MiB,4096.0 MiB,3997.0 MiB,99.0 MiB,12885.0 MiB,
6.17.1,2019-04-03,binaryTrees_21_original,binaryTrees_7_original.js 21,4,1692191837,121548,node,0:05.35,1289879552.0,431611904.0,19165184.0,140.0,2.6,6.0,6.0,0:05,0.0,25296896.0,451088384.0,0.0,1468006.0,0.0,431611904.0,281,2,279,0,0,11.4,9.1,0.0,78.8,0.0,0.0,0.8,0.0,15795.0 MiB,8168.5 MiB,1841.5 MiB,5785.0 MiB,4096.0 MiB,3997.0 MiB,99.0 MiB,13219.2 MiB,
6.17.1,2019-04-03,binaryTrees_21_original,binaryTrees_7_original.js 21,5,1692191838,121548,node,0:06.63,1668415488.0,810958848.0,19165184.0,100.0,4.9,6.0,6.0,0:06,0.0,25296896.0,833556480.0,0.0,1887436.0,0.0,810958848.0,281,2,279,0,0,10.8,3.1,0.0,86.2,0.0,0.0,0.0,0.0,15795.0 MiB,7798.9 MiB,2211.1 MiB,5785.0 MiB,4096.0 MiB,3997.0 MiB,99.0 MiB,12849.6 MiB,
6.17.1,2019-04-03,binaryTrees_21_original,binaryTrees_7_original.js 21,6,1692191839,121548,node,0:07.94,1394737152.0,537182208.0,19165184.0,93.8,3.2,6.0,0.0,0:07,0.0,25296896.0,555945984.0,0.0,2202009.0,0.0,537182208.0,281,2,279,0,0,9.3,3.9,0.0,86.8,0.0,0.0,0.0,0.0,15795.0 MiB,8074.3 MiB,1935.6 MiB,5785.0 MiB,4096.0 MiB,3997.0 MiB,99.0 MiB,13125.0 MiB,
6.17.1,2019-04-03,binaryTrees_21_original,binaryTrees_7_original.js 21,7,1692191840,121548,node,0:09.20,1686241280.0,828530688.0,19165184.0,100.0,5.0,6.0,0.0,0:09,0.0,25296896.0,851382272.0,0.0,2516582.0,0.0,828530688.0,281,2,279,0,0,9.2,4.6,0.0,86.2,0.0,0.0,0.0,0.0,15795.0 MiB,7787.4 MiB,2222.6 MiB,5785.0 MiB,4096.0 MiB,3997.0 MiB,99.0 MiB,12838.1 MiB,
6.17.1,2019-04-03,binaryTrees_21_original,binaryTrees_7_original.js 21,8,1692191842,121548,node,0:10.49,1451360256.0,593616896.0,19165184.0,93.8,3.6,6.0,0.0,0:10,0.0,25296896.0,612569088.0,0.0,2936012.0,0.0,593616896.0,281,2,279,0,0,8.4,6.1,0.0,85.5,0.0,0.0,0.0,0.0,15795.0 MiB,8020.7 MiB,1989.3 MiB,5785.0 MiB,4096.0 MiB,3997.0 MiB,99.0 MiB,13071.4 MiB,
6.17.1,2019-04-03,binaryTrees_21_original,binaryTrees_7_original.js 21,9,1692191843,121548,node,0:11.76,1694629888.0,836067328.0,19165184.0,100.0,5.0,6.0,2.0,0:11,0.0,25296896.0,859770880.0,0.0,3250585.0,0.0,836067328.0,281,2,279,0,0,12.2,2.3,0.0,85.5,0.0,0.0,0.0,0.0,15795.0 MiB,7780.5 MiB,2229.5 MiB,5785.0 MiB,4096.0 MiB,3997.0 MiB,99.0 MiB,12831.2 MiB,
