version,appplication,no_measurement,timestamp,pid,command,virt,res,shr,percent_cpu,percent_mem,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,
19.0.2,binarytrees.java 21,0,1690648061,1205613,java,7465516,306872,28376,329.4,1.9,357,1,307,49,0,38.5,7.4,0.0,54.1,0.0,0.0,0.0,0.0,15795.0 MiB,6829.7 MiB,2209.5 MiB,6755.8 MiB,4096.0 MiB,1426.4 MiB,2669.6 MiB,12781.6 MiB
19.0.2,binarytrees.java 21,1,1690648062,1205613,java,7997996,1.6g,28476,462.5,10.7,357,1,307,49,0,59.7,0.7,0.0,39.6,0.0,0.0,0.0,0.0,15795.0 MiB,5440.5 MiB,3598.3 MiB,6756.2 MiB,4096.0 MiB,1426.4 MiB,2669.6 MiB,11392.4 MiB
