version,appplication,no_measurement,timestamp,pid,command,virt,res,shr,percent_cpu,percent_mem,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,
14.0.2,binarytrees.java 21,0,1690646137,1200269,java,7337392,330376,25160,413.3,2.0,357,1,307,49,0,41.3,7.9,0.0,50.8,0.0,0.0,0.0,0.0,15795.0 MiB,6758.9 MiB,2292.5 MiB,6743.5 MiB,4096.0 MiB,1426.4 MiB,2669.6 MiB,12698.4 MiB
14.0.2,binarytrees.java 21,1,1690646138,1200269,java,7869872,2.0g,25596,456.2,13.2,357,1,307,49,0,56.0,1.5,0.0,42.5,0.0,0.0,0.0,0.0,15795.0 MiB,4983.1 MiB,4068.2 MiB,6743.7 MiB,4096.0 MiB,1426.4 MiB,2669.6 MiB,10922.6 MiB
