version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
v0.8.28,binaryTrees_7_original.js 21,0.0292529,1360,1692879889.333291,0.00,0.00,597.90,16.08,3700.20,1909.00,1.21,125.00,0.00,2.60,34.70,33.70,23.50,70.60,0.30,56.70,0.00,1.00,0.02,4.74,2.96,3.38,23.11,0.25,49.65,0.00,0.14,26.76,3.91,26.85,26.40,63.40,63.60,76.25,300.00,300.00,124.63,95.78,22.42,21.98,0.68,1.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.38,0.01,0.03,0.00,0.00
v0.10.48,binaryTrees_7_original.js 21,0.0297756,1898.7,1692880010.163147,0.00,0.00,610.70,16.74,3646.90,1900.60,1.16,140.40,0.00,3.60,38.40,40.90,30.90,82.30,0.00,58.40,0.00,0.00,0.02,5.23,4.07,4.32,22.52,0.00,47.07,0.00,0.00,29.93,4.59,23.73,25.02,61.90,64.30,77.27,300.00,300.00,125.14,97.81,21.29,20.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.38,0.01,0.03,0.00,0.00
v0.12.18,binaryTrees_7_original.js 21,0.05197,1066.3,1692880131.247945,0.00,0.00,547.70,14.02,3900.10,1901.60,1.18,158.20,0.00,0.80,18.10,16.30,15.80,42.20,0.00,102.70,0.00,3.70,0.01,2.02,0.66,1.48,9.02,0.00,69.99,0.00,2.86,17.94,1.65,9.20,57.18,63.20,63.80,86.32,300.00,300.00,110.32,98.99,13.72,13.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.87,0.69,0.01,0.05,0.00,0.00
v1.8.4,binaryTrees_7_original.js 21,0.0509327,1061.1,1692880252.357826,0.00,0.00,540.70,13.73,3932.90,1899.10,1.19,148.50,0.00,0.40,22.30,21.80,16.50,39.00,0.00,102.60,0.00,1.50,0.00,2.37,1.47,1.77,9.01,0.00,70.75,0.00,0.86,19.52,1.93,9.02,55.80,62.60,63.60,86.54,300.00,300.00,108.42,98.84,12.53,12.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.68,0.01,0.04,0.00,0.00
v2.5.0,binaryTrees_7_original.js 21,0.0489211,1067.8,1692880373.442041,0.00,0.00,537.40,13.91,3858.60,1900.30,1.19,145.50,0.00,1.30,12.50,17.20,14.00,37.80,0.00,96.80,0.00,3.20,0.01,1.32,0.96,1.48,9.61,0.00,69.69,0.00,3.04,17.77,1.45,10.34,56.53,60.80,61.40,83.62,300.00,300.00,109.59,98.81,16.14,15.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.63,0.01,0.04,0.00,0.00
v3.3.1,binaryTrees_7_original.js 21,0.0489958,1074.9,1692880494.545825,0.00,0.00,565.50,14.42,3921.50,1900.00,1.15,157.40,0.00,4.10,25.60,25.60,16.90,35.90,0.10,93.70,0.00,2.50,0.02,1.91,1.29,1.73,8.78,0.00,69.57,0.00,2.24,19.14,1.50,9.01,55.93,61.90,62.40,83.42,300.00,300.00,111.95,98.68,16.32,15.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.84,0.67,0.01,0.04,0.00,0.00
v4.9.1,binaryTrees_7_original.js 21,0.0575394,1393.3,1692880615.753167,0.00,0.00,559.60,14.18,3953.40,1893.20,1.18,172.70,0.00,1.60,32.10,28.80,23.00,34.60,0.00,112.70,0.00,2.20,0.01,1.78,1.50,1.65,7.86,0.00,71.19,0.00,1.53,18.39,1.36,7.70,58.37,62.00,63.20,86.95,300.00,300.00,109.57,98.45,12.14,11.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.78,0.01,0.05,0.00,0.00
v5.12.0,binaryTrees_7_original.js 21,0.0325771,1072.6,1692880736.597210,0.00,0.00,547.10,14.40,3764.60,1918.10,1.08,115.90,0.00,0.30,22.10,15.60,12.70,37.00,0.00,67.70,0.00,0.50,0.00,3.53,0.75,2.09,14.14,0.00,65.33,0.00,0.63,21.18,2.29,13.89,48.23,59.60,59.80,79.32,300.00,300.00,113.99,99.40,21.18,21.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.40,0.01,0.03,0.00,0.00
v6.17.1,binaryTrees_7_original.js 21,20.8182,1275.5,1692881065.398045,0.00,0.00,538.10,13.91,3869.30,1896.00,2.03,108153.40,0.00,48.10,27398.80,2017.30,194.80,586.30,2.10,3615.80,637.60,9748.40,0.00,0.41,0.08,0.03,0.24,0.00,5.65,1.89,77.69,14.39,0.03,0.32,71.36,74.70,75.10,98.67,300.00,300.00,108.24,99.28,1.05,1.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,358.74,301.32,0.21,23.42,0.00,0.00
v7.10.1,binaryTrees_7_original.js 21,22.9388,1401.8,1692881415.454494,0.00,0.00,558.70,15.52,3600.70,1896.00,1.95,282948.20,0.00,255.80,81217.50,2994.70,582.50,1281.50,7.40,4145.70,536.60,8823.20,0.00,1.22,0.18,0.08,0.37,0.00,5.77,1.63,75.17,16.38,0.07,0.38,67.64,73.90,74.50,98.68,300.00,300.00,118.76,99.29,1.01,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,352.99,289.74,0.21,25.31,0.00,0.00
