test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.9.16,nbody.py 50000,0.758129,1348,1686314754.010720,-,-,532,19.94,2669,1896,0.91,4126,0,8,1386,1175,709,2751,0,1719,0,0,0.00,2.39,2.53,1.76,26.97,0.00,46.57,0.00,0.00,22.57,1.22,24.47,31.80,74,75,92.20,450,300,141.06,99.79,7.29,7.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.56,5.36,0.06,0.66,0.00,0.00
2,Python 3.9.16,nbody.py 50000,0.816006,1453,1686314754.876705,-,-,819,30.80,2660,1896,0.73,5025,0,55,2814,1836,934,3424,0,1295,0,0,0.02,4.37,3.40,3.21,28.14,0.00,30.21,0.00,0.00,28.15,1.99,20.42,18.64,72,74,84.44,450,300,203.02,99.77,14.79,14.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.15,7.56,0.15,0.95,0.00,0.00
3,Python 3.9.16,nbody.py 50000,1.120932,1537,1686314756.043361,-,-,1056,46.13,2288,1896,0.60,8881,0,41,3229,2597,1192,3256,0,1450,0,0,0.01,4.05,3.18,2.35,19.57,0.00,24.82,0.00,0.00,22.16,1.52,14.67,15.52,70,70,61.91,450,300,246.67,99.77,36.62,36.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.36,9.05,0.63,1.72,0.00,0.00
4,Python 3.9.16,nbody.py 50000,0.762815,1334,1686314756.855367,-,-,591,21.87,2700,1896,0.84,4328,0,32,2757,1989,551,2207,2,1682,0,0,0.01,2.77,2.48,1.13,23.42,0.04,48.46,0.00,0.00,21.67,0.65,20.99,34.83,74,75,96.75,450,300,151.06,99.79,2.89,2.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.87,5.77,0.02,0.66,0.00,0.00
5,Python 3.9.16,nbody.py 50000,0.681646,1319,1686314757.582059,-,-,523,17.74,2948,1896,0.99,3752,0,16,2440,1415,426,1773,0,1485,0,0,0.01,2.85,2.23,0.97,21.35,0.00,55.01,0.00,0.00,21.39,0.61,18.26,42.01,74,74,97.85,450,300,130.17,99.78,1.93,1.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,5.59,0.01,0.52,0.00,0.00
6,Python 3.9.16,nbody.py 50000,0.702751,1353,1686314758.324670,-,-,606,20.38,2974,1896,0.89,4411,0,11,1999,1361,504,1759,0,1461,0,0,0.00,2.97,2.08,1.05,20.16,0.00,53.47,0.00,0.00,20.63,0.53,16.53,41.94,76,77,97.47,450,300,139.50,99.77,2.28,2.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.14,6.21,0.02,0.58,0.00,0.00
7,Python 3.9.16,nbody.py 50000,0.685995,1327,1686314759.051673,-,-,554,18.32,3024,1896,1.02,3781,0,52,1832,887,365,1668,5,1343,0,0,0.02,2.91,1.97,1.06,19.37,0.09,56.37,0.00,0.00,20.61,0.80,15.23,45.04,74,75,98.11,450,300,128.88,99.77,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,6.03,0.01,0.52,0.00,0.00
8,Python 3.9.16,nbody.py 50000,0.686111,1234,1686314759.779293,-,-,535,18.12,2951,1896,0.96,3514,0,11,2813,1357,310,1454,0,1376,0,0,0.00,2.97,1.80,0.67,18.75,0.00,57.82,0.00,0.00,19.40,0.48,15.30,46.70,78,78,97.07,450,300,129.96,99.78,2.51,2.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.54,5.70,0.02,0.53,0.00,0.00
9,Python 3.9.16,nbody.py 50000,0.697224,1336,1686314760.518142,-,-,584,19.48,3000,1896,0.88,3644,0,5,754,795,552,2446,0,1416,0,0,0.00,2.27,2.34,2.41,24.61,0.00,48.99,0.00,0.00,23.07,2.06,19.21,36.18,73,74,96.53,450,300,140.45,99.77,3.10,3.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.30,6.32,0.02,0.58,0.00,0.00
10,Python 3.9.16,nbody.py 50000,0.734303,1366,1686314761.295655,-,-,647,22.98,2816,1896,0.83,4311,0,36,2650,1309,372,1563,0,1332,0,0,0.02,3.48,1.78,0.71,18.47,0.00,52.68,0.00,0.00,20.85,0.29,14.07,41.81,75,76,97.78,450,300,154.74,99.77,1.80,1.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.35,6.21,0.01,0.63,0.00,0.00
