test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.10.11,nbody.py 50000,0.689770,1295,1686314762.155671,-,-,520,17.44,2968,1905,0.98,3513,0,4,177,366,392,2503,0,1624,0,0,0.00,0.38,0.97,1.44,28.10,0.00,52.18,0.00,0.00,20.07,1.52,24.67,36.30,76,77,94.52,450,300,131.83,99.90,5.50,5.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.72,5.74,0.04,0.56,0.00,0.00
2,Python 3.10.11,nbody.py 50000,0.871700,1471,1686314763.075643,-,-,844,31.84,2650,1896,0.62,6239,0,103,4390,2676,879,3308,1,1406,0,0,0.03,5.26,3.98,2.63,25.42,0.03,31.00,0.00,0.00,27.24,1.73,19.97,19.22,73,73,66.08,300,300,195.76,99.77,32.45,32.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.84,7.71,0.28,1.15,0.00,0.00
3,Python 3.10.11,nbody.py 50000,1.251639,2547,1686314764.372821,-,-,1335,63.25,2111,1895,0.54,11565,0,146,5274,3941,1770,3561,3,734,0,0,0.03,4.42,4.17,3.65,15.03,0.01,9.53,0.00,0.00,21.66,1.69,8.79,4.61,68,68,40.67,300,300,316.44,99.77,57.89,57.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.79,11.24,0.83,2.45,0.00,0.00
4,Python 3.10.11,nbody.py 50000,1.023296,1558,1686314765.484507,-,-,745,35.43,2102,1897,0.67,7377,0,119,3078,2853,1087,3308,0,1530,0,0,0.03,2.83,3.87,2.60,21.18,0.00,34.28,0.00,0.00,23.21,1.54,15.28,24.54,70,71,83.94,300,300,208.80,99.82,15.40,15.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.01,6.17,0.12,1.12,0.00,0.00
5,Python 3.10.11,nbody.py 50000,0.809715,1425,1686314766.342287,-,-,663,25.36,2612,1897,0.75,6889,0,29,3215,1939,583,3436,0,1642,0,0,0.01,4.28,3.29,1.48,31.50,0.00,34.28,0.00,0.00,26.23,1.42,29.44,17.55,71,72,67.68,300,300,169.57,99.80,31.02,31.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.81,6.24,0.20,0.95,0.00,0.00
6,Python 3.10.11,nbody.py 50000,0.741207,1720,1686314767.129322,-,-,636,22.59,2815,1896,0.81,4260,0,31,998,912,583,2817,0,1522,0,0,0.01,2.03,2.92,1.99,28.07,0.00,42.51,0.00,0.00,27.48,1.78,25.21,22.94,72,72,61.79,300,300,165.10,99.74,36.64,36.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.91,6.45,0.24,0.94,0.00,0.00
7,Python 3.10.11,nbody.py 50000,0.771546,1350,1686314767.947327,-,-,597,22.00,2716,1896,0.80,4549,0,33,1478,1845,1350,2765,0,1551,0,0,0.01,2.07,3.88,3.54,23.23,0.00,45.46,0.00,0.00,24.32,2.68,18.60,32.41,76,76,87.23,450,300,151.19,99.78,11.97,11.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.23,5.93,0.13,0.70,0.00,0.00
8,Python 3.10.11,nbody.py 50000,0.911190,1731,1686314768.900420,-,-,918,35.83,2562,1896,0.59,7638,0,8,390,904,821,4563,0,1457,0,0,0.00,1.48,2.40,2.39,33.32,0.00,24.67,0.00,0.00,24.78,2.07,24.90,12.42,70,71,48.40,300,300,215.48,99.72,50.28,50.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.61,8.09,0.73,1.56,0.00,0.00
9,Python 3.10.11,nbody.py 50000,0.868208,1524,1686314769.822551,-,-,700,27.99,2500,1896,0.65,5989,0,22,3121,2198,737,4003,0,1582,0,0,0.01,3.89,3.39,2.03,32.50,0.00,30.40,0.00,0.00,28.12,1.67,28.09,14.13,74,74,40.77,450,300,186.15,99.79,57.78,57.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.84,6.38,0.74,1.40,0.00,0.00
10,Python 3.10.11,nbody.py 50000,0.762921,1392,1686314770.636598,-,-,569,21.16,2689,1896,0.88,4152,0,7,2585,1830,418,1708,0,1524,0,0,0.00,2.53,2.15,0.75,17.89,0.00,55.65,0.00,0.00,20.23,0.57,14.79,43.25,73,75,88.21,450,300,146.04,99.78,11.05,11.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.85,5.56,0.12,0.69,0.00,0.00
