version,appplication,no_measurement,timestamp,pid,command,time,virt,res,shr,percent_cpu,percent_mem,nTH,P,TIME,SWAP,CODE,DATA,nMaj,nMin,nDRT,USED,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,
11.0.19,fasta.java 25000000,0,1691138495,520389,java,0:00.14,6807184,40804,26664,82.4,0.3,17,3,0:00,0,4,357708,8,4304,0,40804,299,2,281,16,0,14.8,7.4,0.0,76.3,0.7,0.0,0.7,0.0,15795.0 MiB,4167.9 MiB,2008.5 MiB,9618.6 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,12989.2 MiB
11.0.19,fasta.java 25000000,1,1691138496,520389,java,0:00.40,6807184,40804,26664,37.5,0.3,17,3,0:00,0,4,357708,8,4308,0,40804,299,2,281,16,0,10.9,10.9,0.0,78.3,0.0,0.0,0.0,0.0,15795.0 MiB,4164.9 MiB,2011.6 MiB,9618.5 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,12985.9 MiB
11.0.19,fasta.java 25000000,2,1691138497,520389,java,0:00.65,6807184,40804,26664,18.8,0.3,17,3,0:00,0,4,357708,8,4308,0,40804,299,2,281,16,0,11.5,6.9,0.0,81.7,0.0,0.0,0.0,0.0,15795.0 MiB,4164.4 MiB,2012.2 MiB,9618.4 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,12985.4 MiB
11.0.19,fasta.java 25000000,3,1691138499,520389,java,0:01.02,6807184,41116,26856,37.5,0.3,17,3,0:01,0,4,357936,8,4419,0,41116,299,2,281,16,0,12.3,5.4,0.0,82.3,0.0,0.0,0.0,0.0,15795.0 MiB,4163.7 MiB,2012.6 MiB,9618.7 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,12984.9 MiB
11.0.19,fasta.java 25000000,4,1691138500,520389,java,0:01.39,6807184,41116,26856,37.5,0.3,17,3,0:01,0,4,357936,8,4419,0,41116,299,2,281,16,0,12.5,3.9,0.0,83.6,0.0,0.0,0.0,0.0,15795.0 MiB,4163.2 MiB,2012.8 MiB,9619.0 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,12984.5 MiB
11.0.19,fasta.java 25000000,5,1691138501,520389,java,0:01.79,6807184,41116,26856,37.5,0.3,17,3,0:01,0,4,357936,8,4419,0,41116,299,2,281,16,0,11.6,5.4,0.0,82.9,0.0,0.0,0.0,0.0,15795.0 MiB,4162.9 MiB,2013.4 MiB,9618.6 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,12983.8 MiB
11.0.19,fasta.java 25000000,6,1691138502,520389,java,0:02.17,6807184,41116,26856,33.3,0.3,17,3,0:02,0,4,357936,8,4419,0,41116,299,1,282,16,0,11.7,3.9,0.0,84.4,0.0,0.0,0.0,0.0,15795.0 MiB,4162.2 MiB,2014.0 MiB,9618.8 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,12983.4 MiB
11.0.19,fasta.java 25000000,7,1691138503,520389,java,0:02.58,6807184,41116,26856,37.5,0.3,17,3,0:02,0,4,357936,8,4419,0,41116,299,1,282,16,0,12.1,6.1,0.0,81.8,0.0,0.0,0.0,0.0,15795.0 MiB,4161.7 MiB,2014.4 MiB,9618.9 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,12983.1 MiB
11.0.19,fasta.java 25000000,8,1691138504,520389,java,0:02.97,6807184,42920,26856,25.0,0.3,17,3,0:02,0,4,359604,8,5009,0,42920,299,2,281,16,0,11.6,4.7,0.0,83.7,0.0,0.0,0.0,0.0,15795.0 MiB,4161.5 MiB,2014.7 MiB,9618.8 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,12982.5 MiB
11.0.19,fasta.java 25000000,9,1691138506,520389,java,0:03.33,6807184,42920,26856,37.5,0.3,17,3,0:03,0,4,359604,8,5009,0,42920,299,2,281,16,0,12.1,6.8,0.0,81.1,0.0,0.0,0.0,0.0,15795.0 MiB,4161.0 MiB,2015.2 MiB,9618.8 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,12982.2 MiB
