test,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,g++-9 9.5.0,binaryTrees_6.c 21,1.00,0.55,0.44,0.25,0.04,0.27,5.40,1.83,0.15,5.44,2.13,4410365204 ns,17731041232,4.021 GHz,31889848351,1.80,4409.77 msec,1.000,17756770980,4.027 GHz,1,8328673209,105399478,4409.77 msec,1.000,41 C,6461124144,12707966,0.20%,0,5807116192,621741,621741,0,539319151,165297920,30.649,5894225591,377863482,6.41%,25174906,8856566,35.18%,8693421,5935441305,1056389,0.02%,9543,63602,666.48%,0,0
2,g++-9 9.5.0,binaryTrees_6.c 21,1.00,0.55,0.44,0.26,0.04,0.26,5.39,1.81,0.12,5.45,2.11,4441162456 ns,17672755737,3.980 GHz,32070771779,1.80,4440.48 msec,1.000,17722287105,3.991 GHz,2,8387812277,106185896,4440.48 msec,1.000,38 C,6505599846,12513299,0.19%,0,5736078475,621743,621743,0,532584298,179369204,33.679,5918060167,381246323,6.44%,29759276,9275196,31.17%,9226536,5946571227,1045339,0.02%,7263,281990,3882.56%,0,0
3,g++-9 9.5.0,binaryTrees_6.c 21,1.00,0.55,0.43,0.26,0.04,0.28,5.34,1.80,0.15,5.48,2.12,4408614609 ns,17653344083,4.005 GHz,31741637863,1.79,4408.25 msec,1.000,17685845003,4.012 GHz,2,8322897042,105364537,4408.26 msec,1.000,34 C,6418015805,12746561,0.20%,0,5799653602,621745,621745,0,543113177,161486998,29.734,5991868375,381570838,6.37%,27279887,9492709,34.80%,8840574,5988880746,969083,0.02%,3494,211947,6066.03%,0,0
4,g++-9 9.5.0,binaryTrees_6.c 21,1.00,0.55,0.44,0.27,0.04,0.26,5.38,1.83,0.14,5.50,2.11,4421159362 ns,17609843626,3.984 GHz,32022981118,1.81,4420.65 msec,1.000,17644084597,3.991 GHz,2,8346400254,105641639,4420.65 msec,1.000,34 C,6465682570,12715738,0.20%,0,5628965995,621746,621746,0,549557247,169506749,30.844,5998427153,381998971,6.37%,23694851,6985939,29.48%,10368760,5920795455,1127252,0.02%,12945,1239277,9573.40%,0,0
5,g++-9 9.5.0,binaryTrees_6.c 21,1.00,0.56,0.43,0.26,0.04,0.29,5.37,1.81,0.15,5.46,2.11,4424861934 ns,17679452730,3.996 GHz,32200081918,1.82,4424.43 msec,1.000,17748713020,4.012 GHz,3,8359084141,105806702,4424.44 msec,1.000,32 C,6473852934,12731137,0.20%,0,5690852565,621745,621745,0,550814960,171434658,31.124,5980850969,378874726,6.33%,22866001,6775746,29.63%,10026170,5955806931,1092683,0.02%,9117,224389,2461.22%,0,0
6,g++-9 9.5.0,binaryTrees_6.c 21,1.00,0.55,0.44,0.26,0.04,0.27,5.40,1.81,0.13,5.47,2.10,4455403610 ns,17697430720,3.973 GHz,31999678564,1.80,4454.81 msec,1.000,17762105035,3.987 GHz,4,8412864810,106488327,4454.82 msec,1.000,31 C,6451809663,12870123,0.20%,0,5747893299,621743,621743,0,531407055,174569414,32.850,5992639344,382068187,6.38%,29757711,10021244,33.68%,9664836,5897042483,1049597,0.02%,10403,20819,200.12%,0,0
7,g++-9 9.5.0,binaryTrees_6.c 21,1.00,0.56,0.44,0.25,0.04,0.25,5.41,1.83,0.14,5.41,2.11,4425454170 ns,17693823858,3.998 GHz,31881031641,1.80,4425.15 msec,1.000,17771995167,4.016 GHz,1,8360017586,105831061,4425.15 msec,1.000,29 C,6487364010,12815164,0.20%,0,5740280317,621743,621743,0,541276202,170676458,31.532,5871348635,375832829,6.40%,25094444,7157799,28.52%,9013178,5932433603,1019712,0.02%,7174,144578,2015.31%,0,0
8,g++-9 9.5.0,binaryTrees_6.c 21,1.00,0.55,0.44,0.26,0.04,0.26,5.40,1.81,0.14,5.49,2.10,4438243725 ns,17626093976,3.972 GHz,32206606866,1.82,4437.81 msec,1.000,17681698241,3.984 GHz,1,8371271754,106012320,4437.82 msec,1.000,29 C,6472401542,12351100,0.19%,0,5689317483,621742,621742,0,568370619,177100910,31.159,5967970180,375855243,6.30%,27461537,7958908,28.98%,10090096,5940602805,1057287,0.02%,9065,275887,3043.43%,0,0
9,g++-9 9.5.0,binaryTrees_6.c 21,1.00,0.55,0.44,0.26,0.04,0.27,5.35,1.82,0.14,5.44,2.10,4440720642 ns,17648973769,3.975 GHz,32052242953,1.81,4439.55 msec,1.000,17710315062,3.989 GHz,1,8389113057,106188911,4439.56 msec,1.000,27 C,6502079782,12632188,0.19%,0,5740452227,621743,621743,0,535934874,177002467,33.027,5944603211,379903898,6.39%,27129599,8076998,29.77%,10341446,5903336207,1109872,0.02%,5295,284325,5369.69%,0,0
10,g++-9 9.5.0,binaryTrees_6.c 21,1.00,0.55,0.44,0.27,0.04,0.27,5.39,1.81,0.13,5.44,2.10,4444020518 ns,17634617692,3.969 GHz,32156151487,1.82,4443.59 msec,1.000,17700632559,3.983 GHz,1,8384762259,106133617,4443.59 msec,1.000,28 C,6449328453,12020708,0.19%,0,5724814357,621742,621742,0,565967738,175731156,31.050,5997727708,380492723,6.34%,26934404,8504511,31.57%,9483153,5927293963,1032970,0.02%,10232,260158,2542.59%,0,0
