version,appplication,no_measurement,timestamp,pid,command,virt,res,shr,percent_cpu,percent_mem,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,
16.0.2,binarytrees.java 21,0,1690646908,1202826,java,7387560,307072,26648,331.2,1.9,356,1,306,49,0,38.3,3.9,0.0,57.8,0.0,0.0,0.0,0.0,15795.0 MiB,6760.9 MiB,2286.1 MiB,6747.9 MiB,4096.0 MiB,1426.4 MiB,2669.6 MiB,12704.9 MiB
16.0.2,binarytrees.java 21,1,1690646909,1202826,java,7920040,1.7g,26900,452.9,10.9,357,1,307,49,0,62.3,2.1,0.0,35.6,0.0,0.0,0.0,0.0,15795.0 MiB,5333.1 MiB,3713.6 MiB,6748.3 MiB,4096.0 MiB,1426.4 MiB,2669.6 MiB,11277.1 MiB
