test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.5.10,fibonacci_oldVersions.py 507000,27.133952,1206,1686830116.664453,-,-,428,13.29,3223,1896,3.51,22305,0,318,4086,3663,638,2140,26,8602,131,9879,0.00,0.37,0.57,0.06,0.57,0.02,9.98,0.31,74.82,14.67,0.11,0.78,71.15,81,82,98.42,300,300,104.85,99.76,1.06,1.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,322.54,240.23,0.20,40.74,0.00,0.00
2,Python 3.5.10,fibonacci_oldVersions.py 507000,27.280686,1128,1686830143.990894,-,-,435,13.58,3207,1896,3.46,28569,0,1243,5472,4310,966,4268,89,13489,201,11058,0.00,0.43,0.58,0.08,1.16,0.02,14.00,0.27,69.87,15.27,0.22,1.64,69.29,82,82,97.92,300,300,107.56,99.78,1.66,1.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,325.36,241.52,0.34,41.26,0.00,0.00
3,Python 3.5.10,fibonacci_oldVersions.py 507000,28.817129,1980,1686830172.850591,-,-,496,16.72,2965,1896,3.06,266343,0,6735,17181,18147,4168,8399,470,14754,648,14500,0.05,0.94,1.47,0.33,1.41,0.02,12.26,0.17,66.68,19.00,0.46,1.24,62.58,70,70,98.49,300,300,128.25,99.77,1.07,1.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,345.90,253.46,0.22,44.39,0.00,0.00
4,Python 3.5.10,fibonacci_oldVersions.py 507000,34.483760,1424,1686830207.470756,-,-,661,26.75,2470,1896,2.40,124204,0,14594,66804,55131,11460,23099,1344,28184,924,17882,0.11,2.11,2.56,0.80,3.27,0.07,17.61,0.27,46.60,24.49,0.78,2.41,45.56,73,73,98.25,300,300,185.05,99.74,1.41,1.41,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,409.14,279.16,0.32,53.99,0.00,0.00
5,Python 3.5.10,fibonacci_oldVersions.py 507000,34.483760,1424,1686830207.470756,-,-,661,26.75,2470,1896,2.40,124204,0,14594,66804,55131,11460,23099,1344,28184,924,17882,0.11,2.11,2.56,0.80,3.27,0.07,17.61,0.27,46.60,24.49,0.78,2.41,45.56,73,73,98.25,300,300,185.05,99.74,1.41,1.41,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,409.14,279.16,0.32,53.99,0.00,0.00
6,Python 3.5.10,fibonacci_oldVersions.py 507000,24.914554,3506,1686830284.192111,-,-,584,17.38,3363,1896,3.02,80780,0,5924,21594,15498,4385,10876,569,17674,938,14466,0.05,1.12,1.36,0.44,2.30,0.06,16.16,1.21,59.86,18.50,0.54,2.21,61.38,74,74,95.42,300,300,128.06,99.15,4.21,4.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,443.99,357.86,1.26,41.40,0.00,0.00
7,Python 3.5.10,fibonacci_oldVersions.py 507000,58.740760,1401,1686830343.102057,-,-,1367,73.73,1853,1896,1.31,1193896,0,82394,82164,122523,22359,41071,11415,39787,13751,48997,0.51,1.77,2.91,0.73,1.94,0.25,4.28,0.33,14.02,12.19,0.27,0.80,13.01,71,71,96.34,300,300,332.84,99.74,3.56,3.56,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,698.36,471.49,1.74,90.34,0.00,0.00
8,Python 3.5.10,fibonacci_oldVersions.py 507000,27.732895,1901,1686830370.972497,-,-,441,13.89,3175,1896,3.40,105988,0,2266,6438,7488,1340,3142,268,8280,289,10273,0.02,0.45,0.84,0.10,0.64,0.03,7.91,0.25,75.86,15.49,0.20,0.82,69.59,69,69,99.58,300,300,109.06,99.67,0.01,0.01,0.02,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,332.60,243.60,0.00,41.44,0.00,0.00
9,Python 3.5.10,fibonacci_oldVersions.py 507000,28.145961,1363,1686830399.271791,-,-,448,14.34,3121,1896,3.32,51580,0,2062,9206,10214,2199,5883,284,13459,350,13313,0.02,0.61,0.85,0.18,1.26,0.04,11.94,0.43,70.34,16.30,0.29,1.52,67.56,71,71,97.14,300,300,112.38,99.70,2.34,2.34,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,335.57,242.01,0.46,42.44,0.00,0.00
10,Python 3.5.10,fibonacci_oldVersions.py 507000,27.470080,2258,1686830426.882304,-,-,433,13.56,3194,1896,3.46,28646,0,858,5428,5407,1018,3175,171,9845,232,10819,0.01,0.38,0.59,0.09,0.73,0.02,9.96,0.34,74.31,15.04,0.20,0.94,70.26,70,71,98.38,300,300,107.19,99.69,1.13,1.13,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,327.48,240.45,0.20,41.21,0.00,0.00
