test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.12.0b1,fibonacci_oldVersions.py 507000,27.732326,1478,1686832363.469493,-,-,446,14.31,3121,1896,3.36,36931,0,1494,6305,9649,2439,5593,391,9879,462,11067,0.01,0.60,0.96,0.23,1.13,0.05,8.37,0.30,74.03,16.40,0.37,1.18,67.73,71,71,99.45,300,300,112.28,99.70,0.20,0.20,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,329.85,239.84,0.06,41.37,0.00,0.00
2,Python 3.12.0b1,fibonacci_oldVersions.py 507000,27.963398,1378,1686832391.585504,-,-,452,14.62,3092,1896,3.31,32302,0,2043,9261,10603,1871,5025,517,10080,386,11049,0.01,0.53,0.97,0.17,1.02,0.07,8.50,0.28,73.84,16.30,0.32,1.13,67.63,74,74,99.15,400,300,114.08,99.70,0.47,0.47,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,332.88,241.53,0.24,41.78,0.00,0.00
3,Python 3.12.0b1,fibonacci_oldVersions.py 507000,28.059707,1477,1686832419.786548,-,-,453,14.73,3079,1896,3.29,35161,0,2196,9531,11951,2198,5942,580,10773,537,11643,0.02,0.62,1.06,0.21,1.06,0.05,8.72,0.21,73.32,16.38,0.31,1.05,67.54,75,75,99.48,400,300,114.35,99.67,0.17,0.17,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,334.61,240.32,0.05,41.81,0.00,0.00
4,Python 3.12.0b1,fibonacci_oldVersions.py 507000,27.957526,1498,1686832447.887730,-,-,455,14.64,3107,1896,3.30,37672,0,1867,10618,9734,1727,4796,565,10684,595,11657,0.02,0.65,0.94,0.17,0.95,0.06,8.94,0.30,73.35,16.31,0.36,1.03,67.66,77,78,99.43,850,300,113.59,99.71,0.20,0.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,333.36,241.73,0.09,41.68,0.00,0.00
5,Python 3.12.0b1,fibonacci_oldVersions.py 507000,27.773748,1555,1686832475.801442,-,-,444,14.16,3134,1896,3.37,132739,0,1337,8309,8831,1690,4359,501,9618,427,10807,0.01,0.55,0.85,0.17,0.85,0.05,8.19,0.31,74.85,15.95,0.37,1.03,68.49,74,74,99.48,1050,300,111.20,99.67,0.14,0.14,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,331.56,240.01,0.07,41.39,0.00,0.00
6,Python 3.12.0b1,fibonacci_oldVersions.py 507000,28.414158,1416,1686832504.363256,-,-,462,15.20,3038,1896,3.23,43672,0,3805,10501,16158,3810,8615,788,13033,673,12614,0.03,0.65,1.28,0.36,1.43,0.07,9.43,0.29,71.27,16.87,0.69,1.21,66.03,76,77,99.37,400,300,116.55,99.69,0.28,0.28,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,338.59,239.83,0.10,42.43,0.00,0.00
7,Python 3.12.0b1,fibonacci_oldVersions.py 507000,28.333802,1493,1686832532.881316,-,-,469,15.34,3059,1896,3.20,174755,0,3580,13258,16001,2781,7079,729,12912,711,12576,0.03,0.76,1.19,0.27,1.26,0.05,9.57,0.42,71.13,16.81,0.54,1.27,66.04,75,76,99.50,400,300,117.22,99.67,0.16,0.16,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,338.87,243.27,0.05,42.47,0.00,0.00
8,Python 3.12.0b1,fibonacci_oldVersions.py 507000,27.399512,2001,1686832560.446241,-,-,439,13.93,3151,1896,3.43,28522,0,1051,8094,8866,1771,4497,421,9381,518,10806,0.01,0.60,0.92,0.19,0.90,0.04,8.54,0.51,74.35,15.96,0.31,1.01,68.78,72,73,99.46,400,300,109.52,99.67,0.18,0.18,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,326.60,238.16,0.06,41.05,0.00,0.00
9,Python 3.12.0b1,fibonacci_oldVersions.py 507000,28.326248,1577,1686832588.951282,-,-,457,14.94,3062,1896,3.25,187419,0,3180,12860,16028,2896,7193,709,12734,671,12836,0.02,0.72,1.30,0.28,1.28,0.06,9.53,0.34,71.56,17.17,0.51,1.27,66.10,75,75,99.27,400,300,116.03,99.71,0.37,0.37,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,338.26,239.85,0.10,42.43,0.00,0.00
10,Python 3.12.0b1,fibonacci_oldVersions.py 507000,27.886866,1606,1686832616.977456,-,-,450,14.44,3114,1896,3.32,257338,0,1620,7783,10259,2744,6446,522,10418,490,11403,0.01,0.64,0.95,0.28,1.19,0.05,8.25,0.37,73.81,16.31,0.42,1.17,67.65,71,71,99.46,400,300,112.91,99.66,0.15,0.15,0.02,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,332.89,240.62,0.05,41.69,0.00,0.00
