python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
Python 2.5.6,fibonacci_oldVersions.py 507000,66.187363,1684,1686828782.768210,-,-,1066,37.62,2833,1896,2.09,668759,0,47753,123218,209809,38894,89606,18551,128823,19159,88331,0.21,2.49,5.25,1.31,4.85,0.43,16.39,2.56,28.89,28.85,2.22,2.96,28.35,83,83,97.83,400,300,227.55,98.91,2.01,1.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1432.17,1183.58,1.47,87.29,0.00,0.00
Python 2.7.18,fibonacci_oldVersions.py 507000,41.8602,1683.4,1686829202.965009,0.00,0.00,928.30,42.32,2352.30,1896.00,1.96,532477.10,0.00,28424.90,51612.60,86865.60,15610.90,36648.20,8878.00,52685.30,9136.50,42776.00,0.20,1.80,3.82,1.04,3.39,0.34,12.65,0.92,33.75,22.94,1.57,2.20,30.98,71.00,71.30,98.41,320.00,300.00,235.35,99.68,1.45,1.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,526.65,364.58,0.62,64.19,0.00,0.00
Python 3.0.1,fibonacci_oldVersions.py 507000,47.9036,1899.1,1686829683.855421,0.00,0.00,568.40,20.98,2839.40,1896.00,2.99,171403.80,0.00,13268.20,31788.10,45857.50,9478.20,21235.40,2307.60,29989.90,1995.80,24355.60,0.07,1.00,1.78,0.50,2.12,0.08,11.34,0.36,61.85,18.05,0.65,1.78,58.53,71.10,71.30,96.41,366.70,300.00,141.75,99.72,3.16,3.15,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,571.89,407.36,1.43,59.14,0.00,0.00
Python 3.4.10,fibonacci_oldVersions.py 507000,40.4295,1523.4,1686830089.359356,0.00,0.00,606.10,24.19,2941.80,1896.00,2.98,396826.60,0.00,5389.10,12543.30,10137.70,1900.90,4929.90,639.30,10301.40,570.90,10605.00,0.03,0.59,0.81,0.18,1.28,0.03,10.29,0.20,62.42,14.28,0.20,1.34,59.99,76.10,76.70,97.36,310.00,300.00,145.60,99.76,2.25,2.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,482.67,344.79,0.37,55.65,0.00,0.00
Python 3.5.10,fibonacci_oldVersions.py 507000,31.9204,1759.1,1686830426.882304,0.00,0.00,595.40,23.00,2904.10,1896.00,2.93,202651.50,0.00,13098.80,28517.70,29751.20,5999.30,12515.20,1598.00,18225.80,1838.80,16906.90,0.09,1.03,1.43,0.36,1.66,0.06,12.17,0.39,59.90,17.54,0.39,1.48,57.59,73.40,73.60,97.82,300.00,300.00,150.03,99.67,1.79,1.78,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,395.01,284.89,0.51,49.12,0.00,0.00
Python 3.6.15,fibonacci_oldVersions.py 507000,34.9782,1546,1686830778.040582,0.00,0.00,569.20,22.02,3003.30,1896.00,2.89,260852.10,0.00,13849.80,17369.60,20992.60,3673.60,8709.40,1645.40,16138.00,2339.90,19197.30,0.07,0.63,1.03,0.20,1.15,0.05,9.94,0.31,64.64,15.30,0.30,1.24,61.13,71.80,72.20,97.76,300.00,300.00,139.69,99.73,1.84,1.84,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,417.42,298.21,0.45,51.69,0.00,0.00
Python 3.7.16,fibonacci_oldVersions.py 507000,26.2663,1591.5,1686831042.017864,0.00,0.00,481.30,16.47,3043.30,1896.00,3.17,121695.30,0.00,4040.20,10269.90,9508.10,1929.40,5306.50,266.40,11642.70,346.20,12091.00,0.05,0.89,1.15,0.23,1.40,0.04,11.34,0.40,68.09,16.68,0.33,1.54,64.98,71.00,71.00,96.47,300.00,300.00,120.12,99.70,3.02,3.02,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,313.34,228.64,0.48,39.68,0.00,0.00
Python 3.8.16,fibonacci_oldVersions.py 507000,28.9689,2149.6,1686831333.370595,0.00,0.00,491.90,17.04,3023.00,1896.00,3.18,84758.30,0.00,4778.20,11148.20,13023.30,2475.90,5583.90,646.30,11073.40,728.70,12052.10,0.04,0.61,0.99,0.19,0.96,0.05,8.72,0.32,71.11,15.92,0.35,1.01,65.67,73.50,73.70,98.65,301.70,301.70,122.00,99.68,0.95,0.95,0.02,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,345.60,248.98,0.18,43.39,0.00,0.00
Python 3.9.16,fibonacci_oldVersions.py 507000,30.2846,1993.6,1686831638.021783,0.00,0.00,799.10,34.67,2501.00,1896.00,2.01,297496.70,0.00,19473.20,36637.60,60212.00,11157.30,24620.10,5391.20,32283.60,5035.00,25375.60,0.16,1.53,3.06,0.79,2.69,0.25,11.66,0.42,44.95,20.51,1.03,1.86,41.93,71.10,71.40,98.16,490.00,300.00,200.22,99.68,1.64,1.64,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,361.55,246.24,0.51,44.22,0.00,0.00
Python 3.10.11,fibonacci_oldVersions.py 507000,41.8031,1598,1686832057.631812,0.00,0.00,607.90,23.89,2937.40,1896.00,2.56,343640.70,0.00,9653.90,22663.50,25490.20,5399.80,13501.30,1393.50,16636.40,1302.00,15831.50,0.05,0.99,1.38,0.36,1.63,0.07,8.25,0.32,63.09,16.16,0.47,1.31,58.18,73.50,73.90,99.40,730.00,300.00,147.54,99.70,0.31,0.31,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,498.20,354.00,0.18,57.84,0.00,0.00
