test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.10.11,nbody.py 50000,0.738009,1302,1686323685.439005,-,-,465,16.66,2777,1904,0.76,3729,0,4,1392,979,444,1990,0,1525,0,0,0.00,1.92,2.28,1.48,21.05,0.00,57.11,0.00,0.00,20.51,1.12,16.76,44.95,79,79,93.36,1050,300,124.94,100.35,7.23,7.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.23,5.19,0.08,0.59,0.00,0.00
2,Python 3.10.11,nbody.py 50000,0.721582,1344,1686323686.201033,-,-,632,21.70,2912,1896,0.65,4207,0,15,1110,1078,680,3168,0,1514,0,0,0.00,3.24,2.98,2.58,31.12,0.00,38.52,0.00,0.00,26.32,2.22,27.26,22.50,75,75,76.78,300,300,153.49,99.76,22.27,22.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.80,6.54,0.15,0.72,0.00,0.00
3,Python 3.10.11,nbody.py 50000,1.284163,2066,1686323687.531500,-,-,1358,62.23,2183,1896,0.38,12275,0,51,4381,4562,1873,3702,1,905,0,0,0.01,3.25,4.11,3.15,16.74,0.01,10.58,0.00,0.00,20.08,1.56,10.70,5.43,74,74,65.02,300,300,308.38,99.75,33.27,33.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.08,11.62,0.31,2.12,0.00,0.00
4,Python 3.10.11,nbody.py 50000,0.846980,1429,1686323688.433579,-,-,682,27.08,2518,1897,0.55,5627,0,23,3255,2728,758,3439,0,1666,0,0,0.01,3.30,3.96,1.99,28.67,0.00,35.20,0.00,0.00,25.73,1.30,24.68,21.21,75,75,72.37,300,300,178.78,99.81,26.17,26.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.92,6.32,0.18,0.92,0.00,0.00
5,Python 3.10.11,nbody.py 50000,1.425111,2060,1686323689.924869,-,-,1520,73.58,2066,1896,0.43,13410,0,61,3945,3664,1421,2663,2,655,0,0,0.01,2.80,3.11,2.28,11.32,0.00,6.91,0.00,0.00,18.61,0.91,5.14,1.76,71,72,73.12,300,300,357.71,99.78,25.64,25.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.03,13.19,0.27,2.36,0.00,0.00
6,Python 3.10.11,nbody.py 50000,1.495523,2372,1686323691.499745,-,-,1527,77.75,1957,1903,0.43,13994,0,87,4771,3650,1321,2239,4,508,0,0,0.02,3.17,2.99,2.05,8.23,0.00,5.89,0.00,0.00,15.44,0.82,3.77,2.22,72,72,73.55,300,300,359.66,99.91,25.84,25.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.03,12.83,0.30,2.39,0.00,0.00
7,Python 3.10.11,nbody.py 50000,1.022785,1754,1686323692.597072,-,-,875,39.52,2212,1896,0.49,7509,0,63,4344,2921,1007,3664,3,1479,0,0,0.02,4.42,3.37,2.45,25.42,0.01,24.99,0.00,0.00,25.28,1.66,19.70,13.84,71,71,60.33,300,300,228.11,99.80,37.93,37.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.61,7.33,0.29,1.29,0.00,0.00
8,Python 3.10.11,nbody.py 50000,1.219985,1996,1686323693.869087,-,-,1245,57.83,2154,1896,0.40,10787,0,108,6261,4329,1694,3488,0,916,0,0,0.02,4.80,4.97,3.46,17.50,0.00,11.55,0.00,0.00,25.00,1.72,11.33,4.12,70,70,60.08,300,300,301.88,99.78,38.27,38.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.09,10.37,0.36,1.94,0.00,0.00
9,Python 3.10.11,nbody.py 50000,1.189650,1795,1686323695.121013,-,-,1130,54.51,2072,1896,0.43,9632,0,107,3931,4041,2535,4378,2,880,0,0,0.03,4.64,5.28,4.69,20.78,0.02,10.20,0.00,0.00,28.02,2.12,11.59,3.77,70,71,58.59,300,300,295.52,99.77,39.56,39.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.65,9.18,0.49,1.79,0.00,0.00
10,Python 3.10.11,nbody.py 50000,0.808222,1632,1686323695.989921,-,-,594,23.15,2567,1896,0.56,4688,0,9,3014,2096,632,2908,0,1642,0,0,0.00,3.95,3.11,1.76,26.82,0.00,41.39,0.00,0.00,24.41,1.23,23.36,27.84,75,75,82.77,300,300,155.99,99.79,16.45,16.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.01,5.72,0.11,0.78,0.00,0.00
