test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.0.1,nbody.py 50000,0.570496,1182,1686323631.891224,-,-,669,16.64,4020,1896,0.71,3324,0,5,988,514,349,1925,0,1337,0,0,0.00,1.51,1.39,1.92,25.07,0.00,52.62,0.00,0.00,22.77,1.85,23.32,35.41,96,96,70.99,450,300,128.68,95.93,26.90,25.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.28,10.55,0.15,0.51,0.00,0.00
2,Python 3.0.1,nbody.py 50000,0.570284,1261,1686323632.581069,-,-,704,17.65,3988,1897,0.70,3590,0,9,1835,871,414,2067,0,1321,0,0,0.00,2.92,1.70,1.26,27.60,0.00,48.10,0.00,0.00,22.64,0.76,26.76,32.19,94,94,90.66,300,300,129.43,95.85,8.66,8.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.22,10.59,0.05,0.49,0.00,0.00
3,Python 3.0.1,nbody.py 50000,0.584442,1139,1686323633.290735,-,-,647,16.33,3961,1896,0.69,4178,0,8,2095,764,384,2108,0,1522,0,0,0.00,2.98,1.75,1.50,26.71,0.00,50.08,0.00,0.00,22.16,1.03,23.11,37.38,95,97,73.57,300,300,120.97,96.28,24.65,23.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.96,10.24,0.11,0.48,0.00,0.00
4,Python 3.0.1,nbody.py 50000,0.575516,1122,1686323633.960590,-,-,699,17.56,3982,1896,0.68,4028,0,5,1776,938,364,2048,0,1442,0,0,0.00,2.99,1.55,1.33,28.27,0.00,47.50,0.00,0.00,22.70,0.96,27.57,31.21,94,97,71.94,300,300,129.49,95.74,26.32,24.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.25,10.58,0.13,0.51,0.00,0.00
5,Python 3.0.1,nbody.py 50000,0.565100,1065,1686323634.638147,-,-,625,15.73,3971,1896,0.73,3707,0,14,2140,858,307,1712,0,1405,0,0,0.01,2.82,2.46,1.17,23.40,0.00,53.88,0.00,0.00,22.59,0.73,20.67,40.28,92,95,85.83,300,300,118.20,96.58,13.16,12.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.15,9.62,0.07,0.44,0.00,0.00
6,Python 3.0.1,nbody.py 50000,0.574350,1057,1686323635.317555,-,-,655,16.42,3986,1896,0.71,3687,0,17,1844,779,339,1686,0,1507,0,0,0.01,2.80,1.26,1.00,23.51,0.00,54.48,0.00,0.00,21.07,0.49,21.26,40.76,95,97,92.45,300,300,122.29,96.58,6.96,6.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.65,10.08,0.04,0.46,0.00,0.00
7,Python 3.0.1,nbody.py 50000,0.580297,1271,1686323636.019201,-,-,651,16.35,3985,1896,0.71,4147,0,11,2104,766,298,2259,0,1522,0,0,0.00,2.68,1.64,1.13,30.01,0.00,47.31,0.00,0.00,22.77,0.81,27.60,32.46,93,96,73.76,300,300,123.18,95.33,24.62,23.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.98,10.35,0.11,0.47,0.00,0.00
8,Python 3.0.1,nbody.py 50000,0.792340,1078,1686323636.904528,-,-,807,35.18,2293,1896,0.50,6083,0,39,2568,1342,699,2876,2,1363,0,0,0.01,3.54,2.55,2.18,26.99,0.01,28.99,0.00,0.00,22.07,1.58,23.05,18.13,94,96,73.83,300,300,195.48,97.04,24.52,23.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.47,13.02,0.15,0.81,0.00,0.00
9,Python 3.0.1,nbody.py 50000,0.578584,1131,1686323637.622160,-,-,725,18.40,3939,1896,0.67,4358,0,19,3827,1157,221,1866,0,1444,0,0,0.01,2.96,1.65,0.72,26.12,0.00,49.49,0.00,0.00,22.45,0.62,24.81,33.73,91,94,71.21,300,300,134.38,95.93,27.09,25.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.31,10.64,0.12,0.51,0.00,0.00
10,Python 3.0.1,nbody.py 50000,0.643824,1249,1686323638.371615,-,-,744,27.99,2659,1896,0.62,5133,0,33,3417,1203,359,1972,0,1262,0,0,0.01,3.24,2.09,1.23,22.47,0.00,42.45,0.00,0.00,21.33,1.10,20.59,28.99,96,96,72.69,300,300,168.56,96.98,25.34,24.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.09,11.17,0.12,0.61,0.00,0.00
