test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 2.7.18,nbody.py 50000,0.443072,1540,1686323625.149212,-,-,570,14.05,4058,1896,0.88,2354,0,4,32,131,231,1569,0,1199,0,0,0.00,0.09,0.43,1.19,27.51,0.00,56.00,0.00,0.00,19.08,2.33,24.22,40.32,94,94,99.08,450,300,111.37,96.02,0.42,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.83,7.66,0.00,0.30,0.00,0.00
2,Python 2.7.18,nbody.py 50000,0.434025,1028,1686323625.642558,-,-,570,14.05,4060,1896,0.92,2274,0,2,34,134,192,1379,0,1066,0,0,0.00,0.06,0.54,1.05,24.32,0.00,59.37,0.00,0.00,18.74,1.94,22.42,42.85,93,94,91.93,450,300,111.24,96.41,7.34,6.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.73,7.53,0.03,0.30,0.00,0.00
3,Python 2.7.18,nbody.py 50000,0.738523,1061,1686323626.470634,-,-,832,53.20,1563,1896,0.58,5273,0,92,4036,1632,417,1628,3,873,0,0,0.05,3.48,2.23,1.42,15.38,0.06,23.77,0.00,0.00,21.40,0.98,10.47,13.95,89,92,80.84,300,300,275.17,98.07,18.14,17.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.20,11.58,0.10,0.80,0.00,0.00
4,Python 2.7.18,nbody.py 50000,0.441030,1170,1686323627.040355,-,-,620,15.31,4048,1896,0.82,2359,0,2,37,193,238,1495,0,1041,0,0,0.00,0.32,0.56,1.40,25.69,0.00,55.92,0.00,0.00,20.50,2.42,23.25,38.51,94,94,76.41,300,300,120.39,96.02,22.15,21.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.20,7.97,0.07,0.35,0.00,0.00
5,Python 2.7.18,nbody.py 50000,0.498432,1088,1686323627.645404,-,-,919,29.45,3118,1897,0.58,3714,0,31,2776,1254,307,1639,0,1037,0,0,0.03,3.26,2.27,1.65,24.43,0.00,38.30,0.00,0.00,25.43,1.04,21.47,22.60,94,94,66.21,300,300,191.36,96.87,32.42,31.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.18,10.45,0.20,0.68,0.00,0.00
6,Python 2.7.18,nbody.py 50000,0.466903,1153,1686323628.241097,-,-,639,18.99,3361,1897,0.82,3013,0,5,117,290,261,1907,0,1174,0,0,0.00,0.44,1.75,1.54,31.00,0.00,45.50,0.00,0.00,21.32,2.35,28.59,28.74,89,92,85.67,300,300,134.58,95.76,13.61,12.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.66,8.22,0.06,0.41,0.00,0.00
7,Python 2.7.18,nbody.py 50000,0.470453,1081,1686323628.845556,-,-,737,21.58,3416,1896,0.69,3105,0,27,3864,1156,215,1365,2,1142,0,0,0.02,3.81,1.83,1.14,23.84,0.09,47.24,0.00,0.00,21.27,0.80,20.19,36.15,94,96,95.44,300,300,145.07,96.97,4.20,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.04,8.61,0.02,0.42,0.00,0.00
8,Python 2.7.18,nbody.py 50000,0.596112,4367,1686323629.528310,-,-,771,37.72,2049,1892,0.63,4106,0,1167,2131,830,573,1929,4,857,0,0,0.10,2.38,2.79,2.59,20.33,0.01,33.66,0.00,0.00,25.98,1.69,13.18,21.43,80,74,92.77,300,300,224.11,97.56,6.25,6.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.81,10.01,0.03,0.54,0.00,0.00
9,Python 2.7.18,nbody.py 50000,0.725070,6767,1686323630.382498,-,-,1035,53.07,1964,1883,0.57,4476,0,61,2161,1120,554,1692,2,791,0,0,0.02,3.21,2.35,1.74,15.56,0.03,23.43,0.00,0.00,28.87,0.72,8.33,9.02,84,87,75.58,850,300,310.27,98.70,22.64,22.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.76,14.32,0.18,0.92,0.00,0.00
10,Python 2.7.18,nbody.py 50000,0.482273,1474,1686323631.108554,-,-,862,23.99,3562,1913,0.65,3861,0,26,3275,990,268,1844,0,1151,0,0,0.01,3.30,1.92,1.23,29.04,0.00,40.43,0.00,0.00,23.06,0.81,24.62,27.51,92,95,74.44,450,300,161.35,96.84,25.33,23.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,9.49,0.12,0.51,0.00,0.00
