version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1.8.0_362,fasta.java 25000000 > test_fasta.txt,20.7189,1992.8,1690980778.654903,0.00,0.00,681.20,19.33,3519.20,1896.10,1.76,828260.30,0.00,728741.80,65516.40,6203.20,5075.60,17732.10,23.10,23178.60,405.20,62156.30,2.11,2.63,0.26,0.16,1.32,0.00,14.58,1.11,60.50,20.65,0.20,1.66,58.16,79.80,80.80,94.25,388.30,328.30,139.48,98.93,5.16,5.07,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,353.54,278.18,1.32,15.38,0.00,0.00
9.0.4,fasta.java 25000000 > test_fasta.txt,21.7578,1929.1,1690981394.373052,0.00,0.00,665.00,19.48,3406.50,1896.00,1.73,878068.10,0.00,857724.00,66563.60,6107.50,5325.40,18137.80,20.30,24476.90,401.30,62259.20,2.05,2.71,0.31,0.19,1.44,0.00,14.88,1.05,59.85,20.96,0.25,1.75,57.56,75.80,76.00,93.66,300.00,300.00,140.35,98.96,5.79,5.69,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,346.38,267.31,1.36,16.26,0.00,0.00
10.0.2,fasta.java 25000000 > test_fasta.txt,21.8137,2136.3,1690982010.651083,0.00,0.00,656.60,19.36,3389.90,1896.00,1.75,852185.70,0.00,760811.90,76043.70,5979.30,5096.50,17666.30,21.40,24111.10,398.60,62649.80,1.98,2.99,0.26,0.18,1.39,0.00,14.88,1.16,59.69,21.03,0.24,1.66,57.71,76.40,76.70,93.66,300.00,300.00,139.96,98.93,5.79,5.69,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,343.66,264.39,1.35,16.30,0.00,0.00
11.0.19,fasta.java 25000000 > test_fasta.txt,21.9418,1885.3,1690982628.292673,0.00,0.00,659.00,19.33,3407.50,1896.00,1.75,861428.90,0.00,798817.90,70970.20,5820.90,5440.40,17456.60,19.80,23979.70,371.80,62652.50,2.02,2.93,0.30,0.18,1.36,0.00,15.12,1.05,59.64,20.97,0.22,1.75,57.73,76.20,76.00,93.55,300.00,300.00,139.08,98.97,5.91,5.81,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,350.74,270.84,1.40,16.46,0.00,0.00
12.0.2,fasta.java 25000000 > test_fasta.txt,21.8068,2051.9,1690983244.784650,0.00,0.00,652.70,19.21,3394.20,1896.00,1.77,817185.60,0.00,744313.20,72092.50,5797.90,5022.00,17568.80,25.30,24215.20,433.10,62384.60,1.97,2.89,0.25,0.18,1.34,0.00,15.09,1.20,59.76,21.19,0.21,1.66,57.72,77.70,77.70,93.66,300.00,300.00,139.99,98.95,5.82,5.72,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,346.05,266.83,1.36,16.30,0.00,0.00
13.0.2,fasta.java 25000000 > test_fasta.txt,21.6446,1868.8,1690983859.520864,0.00,0.00,656.60,19.24,3408.90,1896.00,1.77,825124.10,0.00,730702.30,69521.40,5604.20,5226.70,17137.10,25.60,23468.00,329.60,62257.00,1.97,2.82,0.25,0.17,1.33,0.00,15.08,0.94,60.07,20.79,0.21,1.68,58.09,76.70,77.00,93.67,300.00,300.00,138.97,98.95,5.79,5.69,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,346.40,267.70,1.35,16.18,0.00,0.00
14.0.2,fasta.java 25000000 > test_fasta.txt,21.8984,1989.8,1690984476.793406,0.00,0.00,662.20,19.44,3401.70,1896.10,1.75,877729.70,0.00,846286.60,70073.20,6115.60,5040.60,17379.50,23.10,24405.90,436.50,63712.90,2.06,2.83,0.35,0.18,1.39,0.00,15.19,1.14,59.38,21.00,0.22,1.75,57.59,77.80,77.70,93.61,300.00,300.00,139.65,98.96,5.87,5.77,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,349.73,270.10,1.39,16.40,0.00,0.00
15.0.2,fasta.java 25000000 > test_fasta.txt,21.6525,2805.8,1690985091.517713,0.00,0.00,665.20,19.50,3403.90,1896.00,1.77,864497.60,0.00,858817.90,76680.40,5929.70,5289.00,17976.40,22.90,24918.00,457.40,62425.60,2.09,2.88,0.30,0.18,1.42,0.00,15.70,1.20,58.73,21.11,0.20,1.70,57.48,77.30,77.00,93.68,300.00,300.00,140.64,98.89,5.79,5.67,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,346.15,267.52,1.35,16.17,0.00,0.00
16.0.2,fasta.java 25000000 > test_fasta.txt,21.3948,2076.6,1690985703.749860,0.00,0.00,660.20,19.27,3422.70,1896.00,1.79,835196.20,0.00,743157.60,73580.90,5625.20,4942.20,17153.30,21.80,23048.00,361.80,62240.70,1.99,2.86,0.26,0.16,1.39,0.00,15.01,1.04,59.91,20.83,0.19,1.77,57.94,77.70,77.60,93.90,320.00,310.00,139.20,98.86,5.54,5.44,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,343.84,266.11,1.32,15.92,0.00,0.00
17.0.7,fasta.java 25000000 > test_fasta.txt,21.9834,2136.8,1690986321.659157,0.00,0.00,680.40,20.46,3366.40,1896.00,1.76,865398.80,0.00,796020.30,80963.70,7249.40,5641.60,18596.60,28.40,24606.20,382.10,60504.50,2.01,3.03,0.35,0.21,1.44,0.00,15.36,1.05,57.99,21.39,0.23,1.72,56.20,76.40,76.50,94.25,398.30,328.30,145.67,98.92,5.18,5.08,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,349.03,269.03,1.39,16.88,0.00,0.00
18.0.2-ea,fasta.java 25000000 > test_fasta.txt,21.4973,1792.2,1690986934.620291,0.00,0.00,661.30,19.31,3417.10,1896.00,1.79,825320.90,0.00,749095.80,74478.60,5788.40,5543.20,17809.90,24.20,24385.00,421.00,62132.30,2.04,2.92,0.26,0.17,1.32,0.00,15.43,1.15,59.34,21.13,0.20,1.59,57.76,78.10,78.00,93.91,320.00,310.00,140.18,98.93,5.57,5.46,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,345.10,266.98,1.33,16.02,0.00,0.00
19.0.2,fasta.java 25000000 > test_fasta.txt,21.5297,2118.9,1690987548.052044,0.00,0.00,662.20,19.39,3411.60,1896.00,1.78,853490.90,0.00,789461.50,73827.60,5877.80,4967.70,17540.70,22.60,24059.30,383.70,62372.90,2.03,2.88,0.30,0.17,1.39,0.00,15.50,1.06,59.22,20.92,0.20,1.74,57.75,76.00,75.60,93.72,300.00,300.00,139.75,98.90,5.75,5.65,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,344.08,265.93,1.33,16.06,0.00,0.00
20.0.2,fasta.java 25000000 > test_fasta.txt,21.5733,4518.1,1690988162.092713,0.00,0.00,663.90,19.44,3409.00,1896.00,1.77,861896.10,0.00,803060.90,72039.00,5997.30,5266.90,17850.00,22.40,24567.10,414.60,61588.50,2.05,2.86,0.28,0.18,1.36,0.00,15.59,1.15,59.04,20.73,0.21,1.68,57.94,77.80,77.80,94.24,396.60,316.60,139.57,98.91,5.16,5.07,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,344.19,265.94,1.36,16.06,0.00,0.00
