test,version,appplication,time_elapsed,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,Python 2.5.6,binarytrees.py 21,55863479,0.99,1.26,0.23,0.30,0.07,0.54,,,,,,55863479 ns,76675975,1.363 GHz,<not,(0.00%),56.23 msec,1.007,<not,(0.00%) ,39,<not,<not,56.29 msec,1.008,2011 C,<not,<not,(0.00%),<not,<not,8318,8318,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
2,Python 2.5.6,binarytrees.py 21,55809484,0.98,1.24,0.22,0.30,0.07,0.31,,,,,,55809484 ns,53278871,0.945 GHz,<not,(0.00%),56.38 msec,1.010,<not,(0.00%) ,36,<not,<not,56.44 msec,1.011,2056 C,<not,<not,(0.00%),<not,<not,8324,8324,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
3,Python 2.5.6,binarytrees.py 21,56566102,0.97,1.18,0.23,0.30,0.06,,,,,,,56566102 ns,151604747,2.678 GHz,<not,(0.00%),56.58 msec,1.000,<not,(0.00%) ,37,<not,<not,56.63 msec,1.001,2013 C,<not,<not,(0.00%),<not,<not,8317,8317,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
4,Python 2.5.6,binarytrees.py 21,54497925,0.97,1.20,0.24,0.30,0.06,,,,,,,54497925 ns,146489674,2.665 GHz,<not,(0.00%),54.94 msec,1.008,<not,(0.00%) ,36,<not,<not,55.00 msec,1.009,1966 C,<not,<not,(0.00%),<not,<not,8282,8282,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
5,Python 2.5.6,binarytrees.py 21,54778400,0.98,1.25,0.23,0.30,0.06,,,,,,,54778400 ns,161598854,2.919 GHz,<not,(0.00%),55.34 msec,1.010,<not,(0.00%) ,27,<not,<not,55.39 msec,1.011,2015 C,<not,<not,(0.00%),<not,<not,8297,8297,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
6,Python 2.5.6,binarytrees.py 21,54819597,0.98,1.22,0.24,0.30,0.05,,,,,,,54819597 ns,147410045,2.659 GHz,<not,(0.00%),55.42 msec,1.011,<not,(0.00%) ,29,<not,<not,55.47 msec,1.012,2003 C,<not,<not,(0.00%),<not,<not,8298,8298,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
7,Python 2.5.6,binarytrees.py 21,55539013,0.98,1.25,0.22,0.30,0.06,0.28,,,,,,55539013 ns,86990596,1.555 GHz,<not,(0.00%),55.93 msec,1.007,<not,(0.00%) ,32,<not,<not,55.98 msec,1.008,1985 C,<not,<not,(0.00%),<not,<not,8313,8313,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
8,Python 2.5.6,binarytrees.py 21,55834485,0.96,1.25,0.23,0.30,0.08,0.66,,,,,,55834485 ns,58385751,1.034 GHz,<not,(0.00%),56.43 msec,1.011,<not,(0.00%) ,32,<not,<not,56.48 msec,1.012,1961 C,<not,<not,(0.00%),<not,<not,8296,8296,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
9,Python 2.5.6,binarytrees.py 21,54453676,0.99,1.22,0.23,0.31,0.06,0.49,,,,,,54453676 ns,79655143,1.452 GHz,<not,(0.00%),54.85 msec,1.007,<not,(0.00%) ,30,<not,<not,54.90 msec,1.008,1956 C,<not,<not,(0.00%),<not,<not,8262,8262,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
10,Python 2.5.6,binarytrees.py 21,54873990,0.98,1.21,0.24,0.30,0.06,0.46,,,,,,54873990 ns,59992087,1.083 GHz,<not,(0.00%),55.35 msec,1.009,<not,(0.00%) ,36,<not,<not,55.41 msec,1.010,1986 C,<not,<not,(0.00%),<not,<not,8298,8298,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
