version,appplication,no_measurement,timestamp,pid,command,time,virt,res,shr,percent_cpu,percent_mem,nTH,P,TIME,SWAP,CODE,DATA,nMaj,nMin,nDRT,USED,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,
Python 3.8.16,fibonacci_oldVersions.py 600000,0,1691312334,682029,python,0:00.12,277888,270428,5592,66.7,1.7,1,5,0:00,0,4,265420,28,66k,0,270428,300,2,282,16,0,13.2,9.7,0.0,72.9,4.2,0.0,0.0,0.0,15795.0 MiB,14768.9 MiB,714.2 MiB,311.9 MiB,4096.0 MiB,2166.9 MiB,1929.1 MiB,14708.4 MiB
Python 3.8.16,fibonacci_oldVersions.py 600000,1,1691312335,682029,python,0:01.30,3411800,3.2g,5592,100.0,21.0,1,5,0:01,0,4,3399332,28,831k,0,3.2g,300,2,282,16,0,6.1,9.2,0.0,84.7,0.0,0.0,0.0,0.0,15795.0 MiB,11701.6 MiB,3779.3 MiB,314.1 MiB,4096.0 MiB,2167.9 MiB,1928.1 MiB,11642.6 MiB
Python 3.8.16,fibonacci_oldVersions.py 600000,2,1691312336,682029,python,0:02.47,6618436,6.3g,5592,93.8,40.9,1,5,0:02,0,4,6605968,28,1.6m,0,6.3g,300,2,282,16,0,7.0,7.0,0.0,85.3,0.8,0.0,0.0,0.0,15795.0 MiB,8562.4 MiB,6925.4 MiB,307.1 MiB,4096.0 MiB,2168.1 MiB,1927.9 MiB,8503.4 MiB
Python 3.8.16,fibonacci_oldVersions.py 600000,3,1691312337,682029,python,0:03.64,9841636,9.4g,5592,100.0,60.8,1,5,0:03,0,4,9829168,28,2.3m,0,9.4g,300,2,282,16,0,7.0,7.0,0.0,85.2,0.8,0.0,0.0,0.0,15795.0 MiB,5408.3 MiB,10079.6 MiB,307.1 MiB,4096.0 MiB,2168.1 MiB,1927.9 MiB,5349.2 MiB
Python 3.8.16,fibonacci_oldVersions.py 600000,4,1691312338,682029,python,0:04.81,12.5g,12.5g,5592,100.0,80.8,1,5,0:04,0,4,12.5g,28,3.1m,0,12.5g,300,2,282,16,0,6.8,9.1,0.0,83.3,0.8,0.0,0.0,0.0,15795.0 MiB,2236.1 MiB,13251.8 MiB,307.1 MiB,4096.0 MiB,2168.6 MiB,1927.4 MiB,2177.1 MiB
Python 3.8.16,fibonacci_oldVersions.py 600000,5,1691312340,682029,python,0:06.10,14.6g,14.6g,3972,78.9,94.8,1,4,0:06,0,4,14.6g,28,3.7m,0,14.6g,300,4,280,16,0,1.2,49.7,0.0,46.6,2.5,0.0,0.0,0.0,15795.0 MiB,134.9 MiB,15440.2 MiB,219.9 MiB,4096.0 MiB,2159.0 MiB,1937.0 MiB,32.8 MiB
Python 3.8.16,fibonacci_oldVersions.py 600000,6,1691312341,682029,python,0:07.03,15.5g,14.4g,2048,68.8,93.6,1,0,0:07,1.1g,4,15.5g,28,3.9m,0,15.5g,300,7,277,16,0,1.6,42.2,0.0,50.0,6.2,0.0,0.0,0.0,15795.0 MiB,137.9 MiB,15444.6 MiB,212.4 MiB,4096.0 MiB,1064.1 MiB,3031.8 MiB,32.0 MiB
Python 3.8.16,fibonacci_oldVersions.py 600000,7,1691312342,682029,python,0:07.34,15.6g,14.3g,2164,6.2,92.7,1,6,0:07,1.2g,4,15.5g,13k,3.9m,0,15.6g,300,1,283,16,0,0.8,1.6,0.0,86.7,10.9,0.0,0.0,0.0,15795.0 MiB,155.5 MiB,15426.0 MiB,213.5 MiB,4096.0 MiB,880.8 MiB,3215.2 MiB,50.1 MiB
Python 3.8.16,fibonacci_oldVersions.py 600000,8,1691312343,682029,python,0:07.45,15.6g,14.3g,2164,12.5,92.6,1,4,0:07,1.3g,4,15.5g,28k,3.9m,0,15.6g,300,1,283,16,0,1.5,5.3,0.0,82.4,10.7,0.0,0.0,0.0,15795.0 MiB,157.7 MiB,15423.5 MiB,213.8 MiB,4096.0 MiB,861.1 MiB,3234.9 MiB,52.5 MiB
Python 3.8.16,fibonacci_oldVersions.py 600000,9,1691312345,682029,python,0:07.54,15.6g,14.2g,2164,13.3,92.2,1,2,0:07,1.3g,4,15.5g,41k,3.9m,0,15.6g,300,1,283,16,0,0.8,6.2,0.0,80.6,12.4,0.0,0.0,0.0,15795.0 MiB,162.1 MiB,15418.8 MiB,214.1 MiB,4096.0 MiB,794.4 MiB,3301.6 MiB,57.0 MiB
