test,version,appplication,time_elapsed,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,v4.9.1,nbody_6_original.js 50000000,54383598,0.96,0.92,0.31,0.38,0.14,0.11,5.85,1.39,0.06,3.30,2.16,54383598 ns,214182656,3.951 GHz,272571031,1.29,54.21 msec,0.997,213666807,3.941 GHz,3,98963182,1252703,54.22 msec,0.997,325 C,45825411,1795045,3.92%,71,<not,2549,2549,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
2,v4.9.1,nbody_6_original.js 50000000,54656031,0.93,0.93,0.31,0.40,0.14,0.11,5.83,1.39,0.06,3.37,2.15,54656031 ns,216116876,3.967 GHz,272542107,1.27,54.48 msec,0.997,216062395,3.966 GHz,2,100656190,1274119,54.49 msec,0.997,316 C,45950204,1710997,3.72%,58,<not,2550,2550,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
3,v4.9.1,nbody_6_original.js 50000000,54859900,0.95,0.91,0.30,0.39,0.14,0.11,5.78,1.36,0.06,3.24,2.15,54859900 ns,214769996,3.926 GHz,274073954,1.29,54.71 msec,0.997,215980707,3.948 GHz,3,100033730,1266249,54.72 msec,0.997,300 C,46751698,1809887,3.87%,60,<not,2547,2547,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
4,v4.9.1,nbody_6_original.js 50000000,55360990,0.92,0.92,0.30,0.39,0.14,0.11,5.78,1.38,0.06,3.30,2.15,55360990 ns,214024601,3.878 GHz,271881838,1.28,55.18 msec,0.997,213157590,3.863 GHz,2,98886059,1251731,55.19 msec,0.997,311 C,44694642,1774898,3.97%,59,<not,2549,2549,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
5,v4.9.1,nbody_6_original.js 50000000,54246979,0.91,0.91,0.31,0.38,0.14,0.10,5.87,1.40,0.06,2.92,2.16,54246979 ns,212853332,3.937 GHz,267258310,1.26,54.06 msec,0.997,212345040,3.927 GHz,3,98365517,1245144,54.07 msec,0.997,314 C,45549159,1760642,3.87%,74,<not,2548,2548,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
6,v4.9.1,nbody_6_original.js 50000000,54902829,0.96,0.93,0.29,0.38,0.14,0.11,5.80,1.39,0.06,3.37,2.16,54902829 ns,217143398,3.969 GHz,279009076,1.31,54.70 msec,0.996,216717766,3.961 GHz,4,100431765,1271293,54.71 msec,0.997,296 C,46989724,1837618,3.91%,63,<not,2549,2549,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
7,v4.9.1,nbody_6_original.js 50000000,54812224,0.92,0.93,0.30,0.38,0.14,0.11,5.83,1.37,0.06,3.28,2.16,54812224 ns,215179240,3.937 GHz,274391966,1.30,54.65 msec,0.997,215533443,3.943 GHz,1,100133998,1267518,54.66 msec,0.997,294 C,46477215,1824805,3.93%,69,<not,2549,2549,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
8,v4.9.1,nbody_6_original.js 50000000,54441428,0.87,0.91,0.31,0.40,0.14,0.11,5.86,1.40,0.06,3.35,2.16,54441428 ns,216231113,3.980 GHz,271904421,1.27,54.32 msec,0.998,216179129,3.979 GHz,3,100257902,1269082,54.33 msec,0.998,288 C,44688733,1648798,3.69%,60,<not,2550,2550,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
9,v4.9.1,nbody_6_original.js 50000000,55826971,0.85,0.91,0.31,0.39,0.14,0.11,5.35,1.29,0.07,3.21,2.12,55826971 ns,219684043,3.967 GHz,282619089,1.30,55.38 msec,0.992,219398177,3.962 GHz,3,101608074,1286168,55.39 msec,0.992,293 C,47366694,1880002,3.97%,55,<not,2549,2549,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
10,v4.9.1,nbody_6_original.js 50000000,53763227,0.96,0.89,0.31,0.39,0.14,0.11,5.83,1.38,0.06,3.32,2.16,53763227 ns,213667955,3.989 GHz,272654149,1.29,53.56 msec,0.996,213840435,3.992 GHz,3,99054947,1253865,53.57 msec,0.996,294 C,46013723,1815081,3.94%,71,<not,2549,2549,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
