test,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,g++-4.8 4.8.5,binaryTrees_2.c 21,1.00,0.39,0.60,0.22,0.03,0.17,6.56,2.54,0.00,2.79,2.16,13834046357 ns,56330225914,4.072 GHz,143132513866,2.54,13831.87 msec,1.000,56314731194,4.071 GHz,4,26111443354,330535617,13831.88 msec,1.000,15 C,32944362930,73664185,0.22%,0,21799860101,65663,65663,0,808923226,306230148,37.857,39965603662,619701820,1.55%,112376113,46383006,41.27%,3342685,40243265812,3248463,0.01%,243284,513423,211.04%,0,0
2,g++-4.8 4.8.5,binaryTrees_2.c 21,0.99,0.39,0.59,0.21,0.02,0.18,6.57,2.55,0.01,2.71,2.15,14010521441 ns,56364253172,4.024 GHz,143820278664,2.55,14007.19 msec,1.000,56365859016,4.024 GHz,6,26251426661,332348743,14007.21 msec,1.000,10 C,32877410407,69125918,0.21%,0,21880090270,65665,65665,0,828005026,302680254,36.555,40177894783,616797985,1.54%,115060926,47308294,41.12%,3521938,40329343360,3317166,0.01%,473022,355897,75.24%,0,0
3,g++-4.8 4.8.5,binaryTrees_2.c 21,0.99,0.40,0.59,0.21,0.02,0.17,6.58,2.58,0.01,2.73,2.10,14297945805 ns,56174783942,3.930 GHz,142930209935,2.54,14293.86 msec,1.000,56169146549,3.930 GHz,9,26733368781,338419034,14293.89 msec,1.000,8 C,32726349751,66829532,0.20%,0,21631714795,65664,65664,0,758235544,279795637,36.901,40556173436,610873779,1.51%,104345244,44840037,42.97%,3849551,40101744145,3153352,0.01%,648818,232189,35.79%,0,0
4,g++-4.8 4.8.5,binaryTrees_2.c 21,0.99,0.40,0.59,0.21,0.02,0.18,6.58,2.57,0.00,2.75,2.15,13986195118 ns,56436448536,4.036 GHz,144064255727,2.55,13984.62 msec,1.000,56423717439,4.035 GHz,5,26251572165,332396699,13984.63 msec,1.000,9 C,32763915377,66767811,0.20%,0,21674141819,65664,65664,0,804166009,294695380,36.646,40247282080,612409617,1.52%,108787876,45193399,41.54%,3118420,40127853306,3413801,0.01%,409081,172203,42.10%,0,0
5,g++-4.8 4.8.5,binaryTrees_2.c 21,0.99,0.40,0.59,0.21,0.03,0.16,6.57,2.53,0.01,2.81,2.15,13917085324 ns,56375571697,4.051 GHz,142589872966,2.53,13915.79 msec,1.000,56360938936,4.050 GHz,8,26188702717,331585913,13915.80 msec,1.000,10 C,32759632351,73410064,0.22%,0,21791498938,65662,65662,0,769828740,293069035,38.069,40426660271,613801040,1.52%,104738263,44625951,42.61%,2790437,40282888909,3334452,0.01%,293786,814596,277.28%,0,0
6,g++-4.8 4.8.5,binaryTrees_2.c 21,0.99,0.39,0.59,0.21,0.03,0.17,6.56,2.51,0.01,2.70,2.05,14650074242 ns,56400640550,3.851 GHz,143341737266,2.54,14646.76 msec,1.000,56392551644,3.850 GHz,12,27475874779,347786649,14646.79 msec,1.000,6 C,33030471018,74293722,0.22%,0,21727424825,65665,65665,0,779702454,285148470,36.571,40325158761,608360632,1.51%,107653010,45946129,42.68%,3580351,40167740901,3333374,0.01%,637750,358906,56.28%,0,0
7,g++-4.8 4.8.5,binaryTrees_2.c 21,0.99,0.40,0.59,0.21,0.02,0.18,6.58,2.56,0.01,2.65,2.05,14683274372 ns,56372381178,3.840 GHz,143833227632,2.55,14680.16 msec,1.000,56353951610,3.839 GHz,7,27538773590,348660742,14680.21 msec,1.000,5 C,32635324887,66832939,0.20%,0,21613479345,65663,65663,0,789621131,278480515,35.268,40438666297,600495967,1.48%,107828153,44486032,41.26%,3751031,40382790223,3296052,0.01%,525811,729061,138.65%,0,0
8,g++-4.8 4.8.5,binaryTrees_2.c 21,0.99,0.39,0.59,0.22,0.02,0.17,6.57,2.56,0.01,2.75,2.14,14014782802 ns,56349027821,4.021 GHz,143270173277,2.54,14012.99 msec,1.000,56376482046,4.023 GHz,9,26360002776,333639202,14013.06 msec,1.000,8 C,33025912861,69959251,0.21%,0,21653438507,65665,65665,0,788127862,293514127,37.242,39987947414,611272157,1.53%,108908701,45810259,42.06%,3526569,40286453741,3230943,0.01%,282300,226018,80.06%,0,0
9,g++-4.8 4.8.5,binaryTrees_2.c 21,0.99,0.40,0.59,0.21,0.02,0.18,6.58,2.56,0.01,2.62,2.03,14749965016 ns,56269475037,3.816 GHz,143452885617,2.55,14745.93 msec,1.000,56270002993,3.816 GHz,7,27676848072,350424252,14745.95 msec,1.000,5 C,32789131514,71102001,0.22%,0,21701515217,65663,65663,0,756711123,293796533,38.825,40341882076,607583059,1.51%,104412706,43408134,41.57%,3817929,40352630961,3225973,0.01%,334630,1160932,346.93%,0,0
10,g++-4.8 4.8.5,binaryTrees_2.c 21,0.99,0.39,0.59,0.21,0.02,0.19,6.55,2.54,0.01,2.68,2.03,14771744040 ns,56319932094,3.813 GHz,143465689424,2.55,14768.72 msec,1.000,56319102758,3.813 GHz,4,27718152990,350927166,14768.75 msec,1.000,4 C,32955847853,63871996,0.19%,0,21664871697,65664,65664,0,794858649,291502849,36.674,40321858636,607369299,1.51%,110016857,46420938,42.19%,3928894,40115808542,3334485,0.01%,552157,275068,49.82%,0,0
