version,appplication,no_measurement,timestamp,pid,command,time,virt,res,shr,percent_cpu,percent_mem,nTH,P,TIME,SWAP,CODE,DATA,nMaj,nMin,nDRT,USED,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,
v12.22.12,binaryTrees_7.js 21,0,1692131789,50430,node,0:00.31,824700,304668,27360,193.8,1.9,7,1,0:00,0,39636,321096,0,69k,0,304668,278,2,276,0,0,16.7,7.9,0.0,75.4,0.0,0.0,0.0,0.0,15795.0 MiB,10419.7 MiB,1635.5 MiB,3739.8 MiB,4096.0 MiB,4062.2 MiB,33.8 MiB,13521.4 MiB
v12.22.12,binaryTrees_7.js 21,1,1692131790,50430,node,0:02.03,1405900,886776,27676,100.0,5.5,7,1,0:02,0,39636,902352,0,466k,0,886776,278,2,276,0,0,8.4,6.1,0.0,85.5,0.0,0.0,0.0,0.0,15795.0 MiB,9827.4 MiB,2227.3 MiB,3740.2 MiB,4096.0 MiB,4062.2 MiB,33.8 MiB,12929.2 MiB
v12.22.12,binaryTrees_7.js 21,2,1692131792,50430,node,0:03.99,1566928,1.0g,27676,100.0,6.5,7,1,0:03,0,39636,1063380,0,918k,0,1.0g,278,2,276,0,0,6.9,7.6,0.0,85.5,0.0,0.0,0.0,0.0,15795.0 MiB,9666.2 MiB,2388.6 MiB,3740.2 MiB,4096.0 MiB,4062.2 MiB,33.8 MiB,12768.0 MiB
v12.22.12,binaryTrees_7.js 21,3,1692131793,50430,node,0:05.85,1640912,1.1g,27676,118.8,6.9,7,0,0:05,0,39636,1137364,0,1.3m,0,1.1g,278,2,276,0,0,11.4,5.3,0.0,83.3,0.0,0.0,0.0,0.0,15795.0 MiB,9583.3 MiB,2478.5 MiB,3733.2 MiB,4096.0 MiB,4062.2 MiB,33.8 MiB,12685.1 MiB
v12.22.12,binaryTrees_7.js 21,4,1692131794,50430,node,0:07.72,1629648,1.1g,27676,133.3,6.9,7,2,0:07,0,39636,1126508,0,1.7m,0,1.1g,278,2,276,0,0,14.6,3.8,0.0,81.5,0.0,0.0,0.0,0.0,15795.0 MiB,9596.3 MiB,2458.5 MiB,3740.2 MiB,4096.0 MiB,4062.2 MiB,33.8 MiB,12698.1 MiB
v12.22.12,binaryTrees_7.js 21,5,1692131795,50430,node,0:09.80,1085136,566024,27676,137.5,3.5,7,3,0:09,0,39636,581588,0,2.1m,0,566024,278,2,276,0,0,9.6,11.8,0.0,78.7,0.0,0.0,0.0,0.0,15795.0 MiB,10153.5 MiB,1901.2 MiB,3740.3 MiB,4096.0 MiB,4062.2 MiB,33.8 MiB,13255.3 MiB
v12.22.12,binaryTrees_7.js 21,6,1692131796,50430,node,0:11.60,1188560,669304,27676,93.8,4.1,7,2,0:11,0,39636,685012,0,2.5m,0,669304,278,2,276,0,0,6.2,8.5,0.0,85.4,0.0,0.0,0.0,0.0,15795.0 MiB,10049.2 MiB,2005.5 MiB,3740.3 MiB,4096.0 MiB,4062.2 MiB,33.8 MiB,13151.0 MiB
v12.22.12,binaryTrees_7.js 21,7,1692131797,50430,node,0:13.49,1402576,883544,27676,93.8,5.5,7,3,0:13,0,39636,899028,0,2.9m,0,883544,278,2,276,0,0,6.2,7.0,0.0,86.8,0.0,0.0,0.0,0.0,15795.0 MiB,9827.2 MiB,2227.5 MiB,3740.3 MiB,4096.0 MiB,4062.2 MiB,33.8 MiB,12929.0 MiB
v12.22.12,binaryTrees_7.js 21,8,1692131799,50430,node,0:15.42,1513424,994380,27676,106.2,6.1,7,7,0:15,0,39636,1009876,0,3.4m,0,994380,278,2,276,0,0,9.9,4.6,0.0,85.5,0.0,0.0,0.0,0.0,15795.0 MiB,9717.5 MiB,2337.2 MiB,3740.3 MiB,4096.0 MiB,4062.2 MiB,33.8 MiB,12819.3 MiB
v12.22.12,binaryTrees_7.js 21,9,1692131800,50430,node,0:17.46,1645264,1.1g,27676,187.5,7.0,7,7,0:17,0,39636,1141716,0,3.8m,0,1.1g,278,2,276,0,0,19.1,6.1,0.0,74.0,0.8,0.0,0.0,0.0,15795.0 MiB,9577.1 MiB,2477.6 MiB,3740.3 MiB,4096.0 MiB,4062.2 MiB,33.8 MiB,12678.9 MiB
v12.22.12,binaryTrees_7.js 21,10,1692131801,50430,node,0:19.36,1635792,1.1g,27676,206.7,6.9,7,7,0:19,0,39636,1132244,0,4.2m,0,1.1g,278,2,276,0,0,21.4,4.6,0.0,74.0,0.0,0.0,0.0,0.0,15795.0 MiB,9586.3 MiB,2468.4 MiB,3740.3 MiB,4096.0 MiB,4062.2 MiB,33.8 MiB,12688.1 MiB
v12.22.12,binaryTrees_7.js 21,11,1692131802,50430,node,0:21.18,1634768,1.1g,27676,140.0,6.9,7,7,0:21,0,39636,1131220,0,4.6m,0,1.1g,278,2,276,0,0,13.8,4.6,0.0,81.5,0.0,0.0,0.0,0.0,15795.0 MiB,9586.5 MiB,2468.0 MiB,3740.4 MiB,4096.0 MiB,4062.2 MiB,33.8 MiB,12688.4 MiB
v12.22.12,binaryTrees_7.js 21,12,1692131803,50430,node,0:23.06,1392080,873180,27676,100.0,5.4,7,7,0:23,0,39636,888532,0,4.9m,0,873180,278,2,276,0,0,7.8,5.4,0.0,86.8,0.0,0.0,0.0,0.0,15795.0 MiB,9822.3 MiB,2232.4 MiB,3740.3 MiB,4096.0 MiB,4062.2 MiB,33.8 MiB,12924.1 MiB
v12.22.12,binaryTrees_7.js 21,13,1692131804,50430,node,0:24.99,1184720,665724,27676,100.0,4.1,7,7,0:24,0,39636,681172,0,5.3m,0,665724,278,2,276,0,0,7.8,5.4,0.0,86.8,0.0,0.0,0.0,0.0,15795.0 MiB,10029.6 MiB,2025.1 MiB,3740.3 MiB,4096.0 MiB,4062.2 MiB,33.8 MiB,13131.4 MiB
v12.22.12,binaryTrees_7.js 21,14,1692131806,50430,node,0:26.93,1923560,1.3g,27676,312.5,8.7,7,7,0:26,0,39636,1420012,0,5.7m,0,1.3g,278,2,276,0,0,36.2,3.8,0.0,60.0,0.0,0.0,0.0,0.0,15795.0 MiB,9284.6 MiB,2770.1 MiB,3740.3 MiB,4096.0 MiB,4062.2 MiB,33.8 MiB,12386.5 MiB
