test,release_date,path,version,appplication,no_measurement,timestamp,pid,command,time,virt,res,shr,percent_cpu,percent_mem,nTH,P,TIME,SWAP,CODE,DATA,nMaj,nMin,nDRT,USED,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,Unnamed: 44,minutes,seconds_hundredths
1,2014-07-31,binaryTrees_compatible_v7,0.8.28,binaryTrees_7.js 21,0,1695113320,2695426,node,0.16,732110848,85098496,9674752,106.7,0.5,2.0,3.0,0:00,0,7593984,84901888,0,22528,0.0,85098496,320,2,280,38,0,11.5,3.1,0.0,85.5,0.0,0.0,0.0,0.0,15794.9 MiB,2804.2 MiB,2127.5 MiB,10863.1 MiB,4096.0 MiB,3559.7 MiB,536.2 MiB,13028.8 MiB,,0,00.16
1,2014-07-31,binaryTrees_compatible_v7,0.8.28,binaryTrees_7.js 21,1,1695113321,2695426,node,1.34,834871296,219242496,9740288,100.0,1.3,2.0,3.0,0:01,0,7593984,219119616,0,138240,0.0,219242496,320,2,280,38,0,12.9,1.5,0.0,85.6,0.0,0.0,0.0,0.0,15794.9 MiB,2668.6 MiB,2262.8 MiB,10863.4 MiB,4096.0 MiB,3559.7 MiB,536.2 MiB,12893.2 MiB,,0,01.34
1,2014-07-31,binaryTrees_compatible_v7,0.8.28,binaryTrees_7.js 21,2,1695113323,2695426,node,2.52,834871296,219512832,9740288,100.0,1.3,2.0,3.0,0:02,0,7593984,219119616,0,138240,0.0,219512832,320,2,280,38,0,12.9,1.5,0.0,85.6,0.0,0.0,0.0,0.0,15794.9 MiB,2668.1 MiB,2263.3 MiB,10863.4 MiB,4096.0 MiB,3559.7 MiB,536.2 MiB,12892.8 MiB,,0,02.52
1,2014-07-31,binaryTrees_compatible_v7,0.8.28,binaryTrees_7.js 21,3,1695113324,2695426,node,3.71,834871296,219512832,9740288,100.0,1.3,2.0,3.0,0:03,0,7593984,219119616,0,138240,0.0,219512832,320,2,280,38,0,12.9,1.5,0.0,85.6,0.0,0.0,0.0,0.0,15794.9 MiB,2667.4 MiB,2264.0 MiB,10863.4 MiB,4096.0 MiB,3559.7 MiB,536.2 MiB,12892.0 MiB,,0,03.71
1,2014-07-31,binaryTrees_compatible_v7,0.8.28,binaryTrees_7.js 21,4,1695113325,2695426,node,4.89,834871296,219512832,9740288,100.0,1.3,2.0,3.0,0:04,0,7593984,219119616,0,138240,0.0,219512832,320,2,280,38,0,14.3,1.5,0.0,84.2,0.0,0.0,0.0,0.0,15794.9 MiB,2667.2 MiB,2264.3 MiB,10863.4 MiB,4096.0 MiB,3559.7 MiB,536.2 MiB,12891.8 MiB,,0,04.89
1,2014-07-31,binaryTrees_compatible_v7,0.8.28,binaryTrees_7.js 21,5,1695113326,2695426,node,6.07,834871296,219512832,9740288,106.7,1.3,2.0,7.0,0:06,0,7593984,219119616,0,138240,0.0,219512832,320,2,280,38,0,13.0,0.8,0.0,86.3,0.0,0.0,0.0,0.0,15794.9 MiB,2666.4 MiB,2265.0 MiB,10863.4 MiB,4096.0 MiB,3559.7 MiB,536.2 MiB,12891.0 MiB,,0,06.07
1,2014-07-31,binaryTrees_compatible_v7,0.8.28,binaryTrees_7.js 21,6,1695113327,2695426,node,7.25,834871296,219512832,9740288,100.0,1.3,2.0,7.0,0:07,0,7593984,219119616,0,138240,0.0,219512832,320,2,280,38,0,12.3,0.8,0.0,86.9,0.0,0.0,0.0,0.0,15794.9 MiB,2666.2 MiB,2265.2 MiB,10863.4 MiB,4096.0 MiB,3559.7 MiB,536.2 MiB,12890.8 MiB,,0,07.25
1,2014-07-31,binaryTrees_compatible_v7,0.8.28,binaryTrees_7.js 21,7,1695113328,2695426,node,8.44,871571456,256819200,9740288,100.0,1.6,2.0,7.0,0:08,0,7593984,255819776,0,147456,0.0,256819200,320,2,280,38,0,13.7,0.0,0.0,86.3,0.0,0.0,0.0,0.0,15794.9 MiB,2631.5 MiB,2299.9 MiB,10863.4 MiB,4096.0 MiB,3559.7 MiB,536.2 MiB,12856.1 MiB,,0,08.44
1,2014-07-31,binaryTrees_compatible_v7,0.8.28,binaryTrees_7.js 21,8,1695113330,2695426,node,9.61,924000256,309387264,9740288,93.8,1.9,2.0,3.0,0:09,0,7593984,308248576,0,173056,0.0,309387264,320,2,280,38,0,12.3,1.5,0.0,86.2,0.0,0.0,0.0,0.0,15794.9 MiB,2588.4 MiB,2343.1 MiB,10863.3 MiB,4096.0 MiB,3559.7 MiB,536.2 MiB,12813.0 MiB,,0,09.61
1,2014-07-31,binaryTrees_compatible_v7,0.8.28,binaryTrees_7.js 21,9,1695113331,2695426,node,10.8,911417344,296783872,9740288,106.2,1.8,2.0,3.0,0:10,0,7593984,295665664,0,272384,0.0,296783872,320,2,280,38,0,11.4,2.3,0.0,86.4,0.0,0.0,0.0,0.0,15794.9 MiB,2601.7 MiB,2329.7 MiB,10863.4 MiB,4096.0 MiB,3559.7 MiB,536.2 MiB,12826.3 MiB,,0,10.80
