version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
g++-4.4 4.4.7,nbody_2.c 50000000,8.91824,1091.6,1692871685.632061,0.00,0.00,516.60,12.63,4091.20,1896.00,3.17,9253.50,0.00,18.00,164.40,167.90,92.20,236.80,1.70,1448.30,372.30,4679.60,0.00,0.09,0.07,0.03,0.26,0.00,4.81,2.16,79.89,13.42,0.03,0.38,73.55,93.30,93.60,98.84,300.00,300.00,101.04,99.38,0.80,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,159.40,136.91,0.05,4.75,0.00,0.00
g++-4.6 4.6.4,nbody_2.c 50000000,9.34534,1111.8,1692871899.759413,0.00,0.00,511.60,12.60,4060.10,1896.10,3.30,12137.00,0.00,20.00,124.90,154.70,102.00,382.10,0.50,1853.90,708.50,6386.70,0.00,0.07,0.05,0.03,0.36,0.00,5.71,4.87,76.20,13.52,0.02,0.54,73.31,94.50,94.80,98.86,300.00,300.00,100.88,99.19,0.77,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,167.68,144.15,0.05,4.99,0.00,0.00
g++-4.7 4.7.4,nbody_2.c 50000000,9.57862,1140.6,1692872116.279832,0.00,0.00,509.00,12.59,4042.80,1896.00,3.18,12798.30,0.00,22.50,161.30,148.10,87.80,383.10,0.70,1849.70,758.30,6807.80,0.00,0.06,0.06,0.02,0.36,0.00,5.55,5.88,75.36,13.56,0.03,0.53,73.30,94.40,95.60,98.87,300.00,300.00,100.87,99.14,0.75,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,171.44,147.31,0.06,5.12,0.00,0.00
g++-4.8 4.8.5,nbody_2.c 50000000,8.98681,1158.2,1692872326.807506,0.00,0.00,496.10,12.62,3929.80,1896.00,3.15,14595.80,0.00,24.30,166.00,201.60,183.50,406.80,0.80,2024.40,1033.00,7958.60,0.00,0.08,0.05,0.04,0.37,0.00,6.34,7.97,72.40,13.66,0.05,0.55,73.12,94.90,96.00,98.88,300.00,300.00,100.99,99.06,0.79,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,162.80,140.10,0.05,4.81,0.00,0.00
g++-4.9 4.9.3,nbody_2.c 50000000,8.45553,1212.2,1692872532.059182,0.00,0.00,499.60,12.66,3945.40,1896.10,3.09,10080.10,0.00,26.70,305.30,243.20,133.40,321.80,2.50,1600.50,521.00,5104.40,0.00,0.12,0.08,0.04,0.34,0.00,5.53,4.64,76.50,13.53,0.04,0.45,73.31,94.80,95.90,98.98,300.00,300.00,101.21,99.29,0.75,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,153.77,132.43,0.05,4.52,0.00,0.00
g++-5 5.5.0,nbody_2.c 50000000,8.69986,1138.7,1692872739.709170,0.00,0.00,496.60,12.65,3925.20,1896.00,3.11,13253.50,0.00,22.40,237.60,193.70,125.00,470.90,0.40,1945.50,869.60,7051.80,0.00,0.06,0.07,0.03,0.48,0.00,6.15,5.94,74.51,13.61,0.03,0.62,73.08,94.70,97.00,98.91,300.00,300.00,101.17,99.21,0.80,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,155.62,133.66,0.05,4.67,0.00,0.00
g++-6 6.5.0,nbody_2.c 50000000,8.11357,1141.6,1692872941.712316,0.00,0.00,500.60,12.62,3966.20,1896.00,3.20,11213.10,0.00,22.50,142.70,138.50,96.80,350.10,1.40,1619.30,703.30,6066.60,0.00,0.08,0.06,0.04,0.35,0.00,5.71,7.19,73.84,13.57,0.04,0.49,73.28,96.00,96.30,98.81,300.00,300.00,101.04,99.11,0.76,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,149.19,128.72,0.05,4.34,0.00,0.00
g++-7 7.5.0,nbody_2.c 50000000,8.53692,1105.7,1692873147.890423,0.00,0.00,498.40,12.63,3946.40,1896.00,3.15,13198.20,0.00,18.40,143.10,169.40,173.30,400.30,1.00,1856.10,945.00,7199.90,0.00,0.09,0.05,0.04,0.39,0.00,6.02,7.11,73.56,13.58,0.04,0.54,73.21,95.20,96.30,98.86,300.00,300.00,100.95,99.13,0.80,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,153.12,131.60,0.05,4.58,0.00,0.00
g++-8 ,nbody_2.c 50000000,8.13056,1180.3,1692873350.055808,0.00,0.00,500.40,12.64,3958.40,1896.00,3.13,11372.60,0.00,24.00,230.90,181.00,126.40,295.10,1.50,1638.50,766.20,6016.20,0.00,0.11,0.06,0.03,0.34,0.00,5.73,6.43,74.56,13.57,0.03,0.49,73.28,95.60,96.20,98.91,300.00,300.00,101.08,99.19,0.75,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,148.34,127.80,0.05,4.35,0.00,0.00
g++-9 9.5.0,nbody_2.c 50000000,8.55235,1124,1692873556.361880,0.00,0.00,499.10,12.64,3949.10,1896.00,3.08,13198.70,0.00,20.70,244.20,203.50,117.30,390.00,1.00,1873.30,868.70,7149.70,0.00,0.10,0.06,0.04,0.41,0.00,5.99,6.06,74.59,13.67,0.03,0.61,73.05,95.20,96.50,98.85,300.00,300.00,101.10,99.10,0.83,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,155.35,133.75,0.05,4.59,0.00,0.00
