version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
g++-4.4 4.4.7,binaryTrees_6.c 21,1.00,0.60,0.54,0.13,0.01,0.32,5.82,1.67,0.02,1.14,2.15,28435267940.50,115759703863.80,4.07,193108036979.00,1.67,28432.68,1.00,115793847541.10,4.07,8.20,53730999116.40,680152949.20,28432.70,1.00,9.50,37247913682.60,31654649.90,0.08,0.00,55137674541.70,621744.30,621744.30,0.00,780815680.40,245314173.60,31.42,75903931126.80,507772608.50,0.67,15175192.30,4034514.50,26.60,13984475.90,75898414487.60,1824475.10,0.00,58913.30,1111079.60,1910.62,0.00,0.00
g++-4.6 4.6.4,binaryTrees_6.c 21,1.00,0.58,0.51,0.18,0.01,0.29,5.68,1.72,0.03,1.18,2.15,27599815258.20,112257041576.90,4.07,192460170198.00,1.71,27597.31,1.00,112303311745.40,4.07,12.50,52130923936.70,659882635.10,27597.33,1.00,9.30,37262785134.70,31705203.90,0.09,0.00,55154610454.80,621743.80,621743.80,0.00,771365628.20,243189440.00,31.53,75869699243.10,508704503.50,0.67,12757745.60,4164088.20,32.72,12520001.00,75881945392.50,1741897.40,0.00,160968.20,1183026.20,755.38,0.00,0.00
g++-4.7 4.7.4,binaryTrees_6.c 21,1.00,0.60,0.50,0.15,0.01,0.34,5.64,1.67,0.03,1.17,2.16,27722502433.00,112870075297.80,4.07,188308465259.30,1.67,27719.94,1.00,112907766386.60,4.07,8.90,52388343609.30,663180446.90,27719.95,1.00,10.50,36139157849.60,30925098.00,0.09,0.00,53287587726.90,621743.50,621743.50,0.00,776549831.00,244856924.70,31.53,74071980039.70,509061548.30,0.69,13186725.80,4000647.30,30.32,14216866.90,74044371659.30,1994376.50,0.00,57558.40,1211818.60,2164.01,0.00,0.00
g++-4.8 4.8.5,binaryTrees_6.c 21,1.00,0.61,0.49,0.17,0.01,0.32,5.52,1.63,0.02,1.17,2.15,27920065886.60,113596028671.00,4.07,185344327113.00,1.63,27917.76,1.00,113647817788.20,4.07,9.10,52754631529.50,667820880.80,27917.78,1.00,10.00,35514278387.90,31660725.60,0.09,0.00,53258707273.80,621743.30,621743.30,0.00,779537942.40,242372585.20,31.09,74038524871.00,509252916.10,0.69,12676850.10,4195717.40,33.11,11984504.60,73985526201.70,1876040.30,0.00,67170.80,1122634.40,1689.27,0.00,0.00
g++-4.9 4.9.3,binaryTrees_6.c 21,1.00,0.58,0.51,0.19,0.01,0.28,5.65,1.72,0.03,1.19,2.15,27288192924.20,111031963419.90,4.07,190327427393.60,1.71,27285.81,1.00,111061369762.00,4.07,9.50,51547483476.90,652530599.60,27285.82,1.00,9.90,36166798326.00,31570756.30,0.09,0.00,53887850195.10,621743.10,621743.10,0.00,777977212.20,245428106.10,31.56,75974644358.80,510589635.90,0.67,16313647.30,4211575.10,25.82,14970967.10,75896586781.60,1881184.70,0.00,89089.90,1086845.20,1230.32,0.00,0.00
g++-5 5.5.0,binaryTrees_6.c 21,1.00,0.58,0.52,0.18,0.01,0.29,5.72,1.74,0.02,1.19,2.15,27399901463.10,111335086534.60,4.06,193371227186.90,1.74,27397.22,1.00,111377559594.80,4.07,13.50,51710152079.20,654603106.10,27397.23,1.00,9.70,38453190422.30,31190652.00,0.08,0.00,53879813968.10,621744.00,621744.00,0.00,752847510.80,238500008.50,31.69,75934681135.00,509266721.80,0.67,12876600.80,4080337.60,31.75,12793104.60,75889359106.60,1827246.20,0.00,180065.30,1224316.50,714.59,0.00,0.00
g++-6 6.5.0,binaryTrees_6.c 21,1.00,0.58,0.51,0.16,0.02,0.31,5.71,1.71,0.02,1.17,2.15,27754941870.70,112956128283.80,4.07,193261839567.10,1.71,27751.90,1.00,112995794157.00,4.07,6.90,52432459629.60,663712630.50,27751.92,1.00,11.00,38438433357.70,31859502.60,0.08,0.00,53890401188.40,621743.40,621743.40,0.00,754227676.10,244110511.90,32.37,75920402205.20,508786143.50,0.67,12295932.70,4265027.10,34.70,15916287.00,75885758388.10,2150785.70,0.00,194992.90,1228684.30,649.25,0.00,0.00
g++-7 7.5.0,binaryTrees_6.c 21,1.00,0.57,0.52,0.17,0.01,0.30,5.72,1.74,0.03,1.19,2.15,27191117072.90,110625291056.30,4.07,193053204536.60,1.75,27188.69,1.00,110685060633.80,4.07,6.90,51371643170.50,650293539.30,27188.69,1.00,10.30,38429468571.30,31401113.40,0.08,0.00,53897269550.80,621744.40,621744.40,0.00,767637080.20,250223566.70,32.60,75992371693.10,512658538.10,0.68,11578406.40,4112489.30,35.53,16286303.50,75972109951.80,2172976.50,0.00,70644.10,1916037.40,2746.72,0.00,0.00
g++-8 ,binaryTrees_6.c 21,1.00,0.61,0.49,0.15,0.01,0.34,5.52,1.63,0.02,1.14,2.15,28528295051.90,116131685795.10,4.07,189098272861.10,1.63,28525.69,1.00,116172057727.70,4.07,6.00,53901526979.10,682315870.10,28525.71,1.00,11.60,37177171622.10,31324754.50,0.08,0.00,53220682795.00,621744.10,621744.10,0.00,756985991.70,240273903.60,31.74,73989151130.50,511318586.00,0.69,13757381.00,4361527.10,31.71,11609703.80,73964209062.70,1790454.80,0.00,82235.50,1135884.90,1387.15,0.00,0.00
g++-9 9.5.0,binaryTrees_6.c 21,1.00,0.54,0.55,0.20,0.01,0.24,5.66,1.85,0.03,1.20,2.15,27418592641.50,110868348076.50,4.04,204868533951.90,1.85,27416.13,1.00,110929229360.30,4.05,12.00,51672774377.50,654070190.60,27416.15,1.00,9.00,37836363677.40,31414379.10,0.08,0.00,53913102967.90,621743.30,621743.30,0.00,770901711.30,246467614.90,31.98,75970735568.10,507139932.50,0.67,13241484.00,4136905.60,31.25,13142670.80,75855557811.70,2286948.40,0.00,164022.50,1231750.80,889.89,0.00,0.00
g++-10 10.5.0,binaryTrees_6.c 21,1.00,0.56,0.53,0.16,0.01,0.30,5.55,1.79,0.02,1.16,2.15,28088355934.80,114285806674.80,4.07,204234741372.30,1.79,28085.56,1.00,114324996573.60,4.07,9.70,53052959370.90,671591352.40,28085.57,1.00,10.20,37820219087.30,31517986.00,0.08,0.00,53869679597.30,621743.70,621743.70,0.00,754917378.00,240721296.40,31.89,75939602649.60,508428415.10,0.67,12405777.20,4197951.70,33.84,12329998.60,75918359648.20,1961791.60,0.00,110512.30,1324975.00,1217.74,0.00,0.00
g++-11 11.4.0,binaryTrees_6.c 21,1.00,0.55,0.54,0.17,0.01,0.28,5.61,1.81,0.02,1.17,2.15,27512027652.70,111531266487.00,4.05,201712453023.20,1.81,27509.52,1.00,111574770846.90,4.06,14.40,51849186434.50,656343145.30,27509.54,1.00,9.90,35534338694.80,31062025.20,0.09,0.00,53885242226.80,621743.90,621743.90,0.00,760026501.80,243649017.10,32.06,75937577690.40,510155604.20,0.67,12863264.90,4125549.70,32.06,12432871.60,75944561505.70,1934827.30,0.00,135495.30,1162223.90,993.86,0.00,0.00
g++-12 12.3.0,binaryTrees_6.c 21,1.00,0.54,0.55,0.20,0.01,0.24,5.63,1.84,0.03,1.20,2.15,27082639938.20,109949529116.90,4.06,201846812660.50,1.84,27080.04,1.00,110009617432.40,4.06,5.70,51109813027.00,646966998.50,27080.05,1.00,9.30,35572928741.40,32763222.20,0.09,0.00,53924131981.00,621743.10,621743.10,0.00,784861355.90,246459778.50,31.41,75972039290.60,509521705.00,0.67,12494602.40,4109169.00,32.95,13062674.80,75930028862.60,1769726.90,0.00,165781.00,1212863.70,765.12,0.00,0.00
g++-13 13.1.0,binaryTrees_6.c 21,1.00,0.56,0.53,0.17,0.02,0.29,5.59,1.79,0.03,1.17,2.15,27697613993.90,112591451030.90,4.07,201863655454.60,1.80,27694.31,1.00,112634321218.90,4.07,10.10,52301598348.20,662060934.40,27694.35,1.00,10.90,35569303148.30,32463176.90,0.09,0.00,53899395372.40,621743.70,621743.70,0.00,760358056.90,244359476.30,32.13,75952238471.40,510167915.30,0.67,12367449.60,4263410.00,34.46,12791849.70,75947978864.70,2308844.30,0.00,192898.50,1611743.10,877.93,0.00,0.00
