test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.7.16,fibonacci.py 100000,0.297188,1377,1686762417.425115,-,-,549,14.75,3721,1896,1.72,681,0,10,102,124,95,417,0,339,1,120,0.01,0.88,1.01,1.29,8.54,0.00,31.87,0.43,40.92,18.65,3.08,8.86,54.66,71,72,93.88,400,300,114.32,96.85,5.65,5.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.83,3.94,0.02,0.28,0.00,0.00
2,Python 3.7.16,fibonacci.py 100000,0.286129,1407,1686762417.760940,-,-,600,16.37,3668,1895,1.62,723,0,10,1689,762,238,244,0,161,0,96,0.01,5.52,3.03,1.77,3.25,0.00,20.70,0.00,49.23,22.90,1.42,2.06,57.26,72,72,96.46,400,300,121.88,98.83,2.94,2.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.85,3.99,0.01,0.26,0.00,0.00
3,Python 3.7.16,fibonacci.py 100000,0.303311,1660,1686762418.109296,-,-,705,20.07,3514,1895,1.43,818,0,16,1764,748,241,143,0,211,0,68,0.01,6.43,2.62,1.48,1.83,0.00,25.10,0.00,42.41,21.36,1.06,1.27,56.24,72,74,96.27,400,300,134.82,99.11,3.23,3.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.14,4.28,0.01,0.30,0.00,0.00
4,Python 3.7.16,fibonacci.py 100000,0.290760,5654,1686762418.441373,-,-,542,14.84,3677,1885,1.78,610,0,6,59,154,91,260,3,316,3,186,0.00,1.16,2.29,1.23,5.79,0.16,31.06,0.33,42.32,20.88,3.55,7.11,53.62,68,73,96.99,400,400,115.06,97.37,1.36,1.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.65,3.82,0.01,0.24,0.00,0.00
5,Python 3.7.16,fibonacci.py 100000,0.292539,2833,1686762418.777253,-,-,624,17.01,3661,1899,1.58,999,0,7,886,1020,428,570,0,418,0,60,0.00,4.63,6.35,4.27,9.95,0.00,42.22,0.00,15.24,28.96,2.45,6.85,44.73,70,70,95.71,383,383,126.40,98.07,4.35,4.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.07,4.18,0.01,0.29,0.00,0.00
6,Python 3.7.16,fibonacci.py 100000,0.308070,1389,1686762419.125949,-,-,742,20.55,3610,1896,1.42,1114,0,25,997,766,620,796,0,220,0,71,0.02,2.55,5.32,5.51,11.28,0.00,23.59,0.00,30.72,26.52,5.35,4.74,42.84,76,76,96.73,400,300,136.72,97.58,3.02,2.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.55,4.64,0.01,0.31,0.00,0.00
7,Python 3.7.16,fibonacci.py 100000,0.290689,2916,1686762419.456389,-,-,540,14.71,3676,1893,1.76,712,0,1,54,122,81,284,0,393,0,123,0.00,1.52,1.03,1.17,6.69,0.00,37.45,0.00,37.00,18.46,2.05,7.60,57.19,70,72,95.63,400,300,114.29,97.90,3.58,3.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.57,3.79,0.01,0.26,0.00,0.00
8,Python 3.7.16,fibonacci.py 100000,0.282394,1546,1686762419.791070,-,-,620,16.64,3726,1898,1.61,803,0,4,1949,674,151,235,0,239,1,128,0.00,5.88,2.70,1.57,3.90,0.00,28.02,0.52,40.70,23.42,1.04,3.65,55.25,72,72,97.38,400,300,124.73,98.73,2.80,2.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.86,4.12,0.01,0.26,0.00,0.00
9,Python 3.7.16,fibonacci.py 100000,0.301206,4594,1686762420.135204,-,-,688,19.60,3527,1886,1.45,1035,0,32,1651,767,308,214,0,428,4,150,0.02,6.02,3.67,1.48,3.65,0.00,44.41,0.29,20.18,24.17,0.70,3.90,51.63,72,72,92.96,383,383,136.61,97.63,5.41,5.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.25,4.29,0.02,0.34,0.00,0.00
10,Python 3.7.16,fibonacci.py 100000,0.296917,1450,1686762420.472824,-,-,586,15.98,3667,1895,1.61,871,0,2,128,170,152,532,0,585,3,146,0.00,1.23,1.10,1.50,12.55,0.00,46.00,0.10,20.85,20.44,3.50,13.70,46.37,74,75,93.29,400,300,120.47,97.12,5.98,5.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.96,4.04,0.02,0.32,0.00,0.00
