version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1.8.0_362,fasta.java 25000000 > test_fasta.txt,0.97,0.95,0.27,0.18,0.30,0.25,4.86,1.05,0.45,0.46,2.05,18057648588 ns,19930436513,3.717 GHz,21239620846,1.07,5362.08 msec,0.297,19970150088,3.724 GHz,67,9776587377,123065903,5362.80 msec,0.297,524 C,4802488821,199181082,4.15%,0,1665340772,3383,3370,11,413801116,5661834,1.368,3860718267,110371125,2.86%,35628971,434197,1.22%,16311693,3868172269,62934,0.00%,310867,190559,61.30%,0,0
9.0.4,fasta.java 25000000 > test_fasta.txt,0.97,0.99,0.25,0.20,0.29,0.26,4.60,1.00,0.47,0.44,2.05,18131352541 ns,20373123757,3.693 GHz,20780385680,1.03,5516.36 msec,0.304,20468332297,3.710 GHz,93,10008363116,126607775,5517.26 msec,0.304,850 C,4827781322,203248889,4.21%,5,1664399821,6105,6093,10,457325610,9038432,1.976,4052270360,135478506,3.34%,39326634,612896,1.56%,31872717,4116010222,65156,0.00%,361123,146327,40.52%,0,0
10.0.2,fasta.java 25000000 > test_fasta.txt,0.97,0.99,0.26,0.20,0.27,0.26,4.75,1.04,0.45,0.52,2.05,18336959407 ns,20922569391,3.676 GHz,21349830646,1.03,5691.69 msec,0.310,20888092817,3.670 GHz,119,10231123327,128920605,5692.71 msec,0.310,823 C,4845958591,199332144,4.11%,0,1810728503,5972,5961,10,486591665,11824814,2.430,4719833140,123631235,2.62%,37850900,415593,1.10%,20129626,4592983170,44141,0.00%,304975,216163,70.88%,0,0
11.0.19,fasta.java 25000000 > test_fasta.txt,0.97,0.94,0.27,0.28,0.22,0.23,4.53,1.05,0.43,0.49,2.05,18462907230 ns,21432426797,3.711 GHz,22842691317,1.08,5774.81 msec,0.313,21552566109,3.732 GHz,75,10514503760,133322347,5775.58 msec,0.313,407 C,4907891063,202959156,4.14%,0,1761543895,5016,5003,10,417424583,8058530,1.931,5080675617,118622728,2.33%,36656067,504813,1.38%,19278259,4990173065,55737,0.00%,317016,242767,76.58%,0,0
12.0.2,fasta.java 25000000 > test_fasta.txt,0.97,0.93,0.27,0.23,0.25,0.25,4.89,1.08,0.44,0.47,2.05,18348101021 ns,21028701607,3.712 GHz,22598127727,1.08,5664.61 msec,0.309,21130411213,3.730 GHz,53,10325398753,130660974,5665.43 msec,0.309,449 C,4869225257,198054250,4.07%,0,1753287182,5046,5034,10,421819334,6026578,1.429,4987212969,112428984,2.25%,36111557,442462,1.23%,16051582,5047128752,46885,0.00%,477669,232617,48.70%,0,0
13.0.2,fasta.java 25000000 > test_fasta.txt,0.97,0.93,0.27,0.22,0.26,0.24,4.85,1.06,0.44,0.44,2.05,18352977448 ns,20865479770,3.719 GHz,22932143530,1.11,5610.27 msec,0.306,20948238075,3.734 GHz,40,10239208071,129063994,5611.04 msec,0.306,435 C,4873490054,192832928,3.96%,0,1757477519,4604,4593,10,415027714,6425372,1.548,5042225412,112447396,2.23%,35993358,473937,1.32%,18243396,4989204766,53941,0.00%,521873,252750,48.43%,0,0
14.0.2,fasta.java 25000000 > test_fasta.txt,0.97,0.91,0.28,0.23,0.26,0.23,5.14,1.09,0.44,0.47,2.06,18117475161 ns,20380990585,3.706 GHz,22571302407,1.11,5499.00 msec,0.304,20451942160,3.719 GHz,44,9978026872,126165176,5499.75 msec,0.304,466 C,4846196741,192693085,3.98%,0,1768289988,4420,4409,10,413305336,6605661,1.598,5023163379,107621590,2.14%,34181870,424370,1.24%,13567666,4949466613,59861,0.00%,410217,296502,72.28%,0,0
15.0.2,fasta.java 25000000 > test_fasta.txt,0.97,0.89,0.29,0.15,0.28,0.27,4.87,1.11,0.46,0.48,2.05,18362767256 ns,20909770526,3.738 GHz,24050324754,1.16,5592.84 msec,0.305,20980051546,3.751 GHz,39,10241024111,129293982,5593.57 msec,0.305,442 C,4894478570,197299255,4.03%,0,1750465829,4560,4548,10,436964732,5838189,1.336,4897061463,116456795,2.38%,37281970,362605,0.97%,22781905,4905805529,52201,0.00%,289096,149249,51.63%,0,1
16.0.2,fasta.java 25000000 > test_fasta.txt,0.97,0.87,0.29,0.15,0.29,0.25,5.01,1.15,0.46,0.46,2.05,18170857583 ns,20495041750,3.741 GHz,23907892075,1.18,5478.76 msec,0.302,20542712092,3.749 GHz,59,10042110274,126784259,5479.46 msec,0.302,464 C,4870111164,198061540,4.07%,0,1708406349,4273,4264,8,420473700,5917814,1.407,4860417747,111150877,2.29%,35780547,383670,1.07%,18660380,4871703790,40386,0.00%,328501,212420,64.66%,0,1
17.0.7,fasta.java 25000000 > test_fasta.txt,0.97,0.85,0.30,0.16,0.30,0.23,5.24,1.19,0.46,0.42,2.05,18000760647 ns,19998518914,3.759 GHz,23378917942,1.18,5319.93 msec,0.296,20042686510,3.767 GHz,64,9786347417,123969518,5320.64 msec,0.296,463 C,4856188750,195175773,4.02%,0,1708225216,4391,4380,10,398619871,5198899,1.304,4877774450,106350632,2.18%,34180438,362153,1.06%,15256519,4886550869,37441,0.00%,354050,203818,57.57%,0,0
18.0.2-ea,fasta.java 25000000 > test_fasta.txt,0.97,0.82,0.31,0.14,0.30,0.24,5.20,1.20,0.44,0.47,2.05,18198367252 ns,20176113250,3.683 GHz,24435564480,1.20,5478.47 msec,0.301,20211282496,3.689 GHz,41,9884731521,125200889,5479.25 msec,0.301,497 C,4742249087,190538133,4.02%,0,1803844386,4166,4153,10,426043711,5621399,1.319,5037426869,112308183,2.23%,36012414,458932,1.27%,18377599,5025839380,48063,0.00%,280844,208361,74.19%,0,0
