version,release_date,path,appplication,no_measurement,timestamp,pid,command,time,virt,res,shr,percent_cpu,percent_mem,nTH,P,TIME,SWAP,CODE,DATA,nMaj,nMin,nDRT,USED,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,Unnamed: 43
1.8.0_362,2023-04-18,binaryTrees_21_with_Multithreading,binarytrees.java 21,0,1691070534,483555,java,0:01.28,6996664320,227356672,18563072,800.0,1.4,20,1,0:01,0,0,528019456,0,52224,0,227356672,300,1,285,14,0,62.1,12.1,0.0,25.8,0.0,0.0,0.0,0.0,15795.0 MiB,5912.4 MiB,2003.5 MiB,7879.1 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,12974.4 MiB,
1.8.0_362,2023-04-18,binaryTrees_21_with_Multithreading,binarytrees.java 21,1,1691070536,483555,java,0:10.76,6996664320,451182592,18690048,563.2,2.7,20,1,0:10,0,0,789970944,0,108544,0,451182592,300,1,285,14,0,82.3,4.4,0.0,13.3,0.0,0.0,0.0,0.0,15795.0 MiB,5648.6 MiB,2267.2 MiB,7879.2 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,12710.2 MiB,
1.8.0_362,2023-04-18,binaryTrees_21_with_Multithreading,binarytrees.java 21,2,1691070537,483555,java,0:13.61,6996664320,881897472,18690048,206.7,5.3,20,1,0:13,0,0,1424846848,0,214016,0,881897472,300,1,285,14,0,22.8,2.4,0.0,74.8,0.0,0.0,0.0,0.0,15795.0 MiB,5247.9 MiB,2667.9 MiB,7879.2 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,12309.6 MiB,
1.8.0_362,2023-04-18,binaryTrees_21_with_Multithreading,binarytrees.java 21,3,1691070538,483555,java,0:15.44,6996664320,1181116006,18690048,113.3,6.9,20,1,0:15,0,0,1601351680,0,276480,0,1181116006,300,1,285,14,0,13.6,1.5,0.0,84.8,0.0,0.0,0.0,0.0,15795.0 MiB,4990.7 MiB,2933.1 MiB,7871.2 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,12052.4 MiB,
1.8.0_362,2023-04-18,binaryTrees_21_with_Multithreading,binarytrees.java 21,4,1691070539,483555,java,0:17.46,6996664320,1288490188,18690048,513.3,7.5,20,1,0:17,0,0,1649156096,0,301056,0,1288490188,300,1,285,14,0,53.4,6.9,0.0,39.7,0.0,0.0,0.0,0.0,15795.0 MiB,4896.5 MiB,3027.3 MiB,7871.2 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,11958.2 MiB,
9.0.4,2018-01-16,binaryTrees_21_with_Multithreading,binarytrees.java 21,0,1691070661,483814,java,0:01.18,8153378816,92860416,17793024,725.0,0.6,34,2,0:01,0,0,379510784,0,24576,0,92860416,297,1,282,14,0,61.9,11.0,0.0,27.1,0.0,0.0,0.0,0.0,15795.0 MiB,5990.9 MiB,1924.8 MiB,7879.3 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,13052.8 MiB,
9.0.4,2018-01-16,binaryTrees_21_with_Multithreading,binarytrees.java 21,1,1691070663,483814,java,0:09.93,8153378816,509571072,17858560,800.0,3.1,34,2,0:09,0,0,2323255296,0,125952,0,509571072,297,1,282,14,0,72.0,7.0,0.0,21.0,0.0,0.0,0.0,0.0,15795.0 MiB,5604.3 MiB,2311.3 MiB,7879.4 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,12666.2 MiB,
9.0.4,2018-01-16,binaryTrees_21_with_Multithreading,binarytrees.java 21,2,1691070664,483814,java,0:11.58,8153378816,1717986918,17924096,93.8,10.2,34,2,0:11,0,0,2324930560,0,414720,0,1717986918,297,1,282,14,0,13.1,0.8,0.0,86.2,0.0,0.0,0.0,0.0,15795.0 MiB,4460.5 MiB,3455.1 MiB,7879.4 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,11522.4 MiB,
9.0.4,2018-01-16,binaryTrees_21_with_Multithreading,binarytrees.java 21,3,1691070665,483814,java,0:12.80,8153378816,1717986918,17924096,100.0,10.2,34,2,0:12,0,0,2324930560,0,414720,0,1717986918,297,1,282,14,0,13.0,0.8,0.0,85.5,0.0,0.0,0.8,0.0,15795.0 MiB,4458.0 MiB,3465.6 MiB,7871.4 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,11519.9 MiB,
9.0.4,2018-01-16,binaryTrees_21_with_Multithreading,binarytrees.java 21,4,1691070666,483814,java,0:15.13,8153378816,1825361100,17924096,768.8,10.8,34,2,0:15,0,0,2408968192,0,438272,0,1825361100,297,1,282,14,0,71.6,5.9,0.0,22.5,0.0,0.0,0.0,0.0,15795.0 MiB,4377.0 MiB,3546.5 MiB,7871.4 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,11439.0 MiB,
10.0.2,2018-07-17,binaryTrees_21_with_Multithreading,binarytrees.java 21,0,1691070788,484048,java,0:01.08,8145063936,93712384,18059264,629.4,0.6,34,6,0:01,0,0,379052032,0,24576,0,93712384,297,1,282,14,0,58.3,11.9,0.0,29.8,0.0,0.0,0.0,0.0,15795.0 MiB,5991.6 MiB,1923.7 MiB,7879.7 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,13053.8 MiB,
10.0.2,2018-07-17,binaryTrees_21_with_Multithreading,binarytrees.java 21,1,1691070790,484048,java,0:09.81,8145063936,524660736,18124800,678.9,3.2,34,6,0:09,0,0,2323734528,0,130048,0,524660736,296,1,281,14,0,77.6,8.7,0.0,13.7,0.0,0.0,0.0,0.0,15795.0 MiB,5579.4 MiB,2335.7 MiB,7879.9 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,12641.7 MiB,
10.0.2,2018-07-17,binaryTrees_21_with_Multithreading,binarytrees.java 21,2,1691070791,484048,java,0:11.07,8145063936,1717986918,18583552,106.2,10.2,34,6,0:11,0,0,2325266432,0,414720,0,1717986918,296,1,281,14,0,15.2,0.8,0.0,84.1,0.0,0.0,0.0,0.0,15795.0 MiB,4457.7 MiB,3457.4 MiB,7879.9 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,11520.0 MiB,
10.0.2,2018-07-17,binaryTrees_21_with_Multithreading,binarytrees.java 21,3,1691070792,484048,java,0:12.28,8145063936,1717986918,18583552,100.0,10.2,34,6,0:12,0,0,2325266432,0,414720,0,1717986918,296,1,281,14,0,13.1,0.8,0.0,86.2,0.0,0.0,0.0,0.0,15795.0 MiB,4458.2 MiB,3465.0 MiB,7871.8 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,11520.5 MiB,
10.0.2,2018-07-17,binaryTrees_21_with_Multithreading,binarytrees.java 21,4,1691070793,484048,java,0:13.69,8145063936,1717986918,18583552,112.5,10.2,34,6,0:13,0,0,2325266432,0,416768,0,1717986918,296,1,281,14,0,14.4,0.8,0.0,84.8,0.0,0.0,0.0,0.0,15795.0 MiB,4452.7 MiB,3470.4 MiB,7871.8 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,11515.1 MiB,
