test,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,g++-10 10.5.0,nbody_2_original.c 50000000,1.00,0.47,0.59,0.01,0.02,0.38,5.90,2.13,0.00,0.00,2.16,29944449419 ns,122109645087,4.078 GHz,259614201653,2.13,29942.13 msec,1.000,122112408700,4.078 GHz,3,56620121668,716730454,29942.15 msec,1.000,11 C,21639486161,50196231,0.23%,0,62194910392,139,139,0,2257445,184913,8.191,104543934788,1470806,0.00%,174263,8721,5.00%,3352548,104804213230,232,0.00%,22862,34099,149.15%,0,0
2,g++-10 10.5.0,nbody_2_original.c 50000000,0.99,0.47,0.59,0.01,0.02,0.38,5.94,2.15,0.00,0.00,2.14,30203348938 ns,120863312373,4.002 GHz,259971863014,2.15,30199.12 msec,1.000,120848394183,4.002 GHz,13,56499945855,715325588,30199.21 msec,1.000,2 C,21645571717,50369063,0.23%,0,62246524737,138,138,0,3641025,354583,9.739,104657079020,1762558,0.00%,243894,26411,10.83%,4166524,104606819747,2571,0.00%,145642,53126,36.48%,0,0
3,g++-10 10.5.0,nbody_2_original.c 50000000,1.00,0.47,0.59,0.01,0.02,0.38,5.90,2.13,0.00,0.00,2.16,29952922639 ns,121933903977,4.072 GHz,259943551325,2.13,29947.42 msec,1.000,121954185578,4.072 GHz,7,56554234420,715894746,29947.45 msec,1.000,4 C,21663586490,50514845,0.23%,0,62196443119,139,139,0,2590450,545960,21.076,104631701766,1406838,0.00%,207212,64759,31.25%,3154267,104598014442,520,0.00%,91394,66382,72.63%,0,0
4,g++-10 10.5.0,nbody_2_original.c 50000000,1.00,0.47,0.59,0.01,0.02,0.38,5.91,2.13,0.00,0.00,2.16,29867751524 ns,121798992759,4.078 GHz,260323099317,2.14,29865.49 msec,1.000,121795825631,4.078 GHz,5,56472584371,714878974,29865.53 msec,1.000,3 C,21702095754,50280300,0.23%,0,62282741166,139,139,0,2416632,180448,7.467,104572476256,1424287,0.00%,163839,9837,6.00%,3527142,104467111512,2755,0.00%,25622,43178,168.52%,0,0
5,g++-10 10.5.0,nbody_2_original.c 50000000,0.99,0.46,0.60,0.01,0.02,0.38,5.94,2.15,0.00,0.00,2.07,30951499037 ns,120636693126,3.898 GHz,259861225960,2.15,30948.70 msec,1.000,120649559983,3.898 GHz,7,58347886226,738705021,30948.74 msec,1.000,14 C,21660496602,50212499,0.23%,0,62236687026,143,143,0,1595643,332680,20.849,104691303366,1402947,0.00%,90779,8374,9.22%,2897973,104634720960,792,0.00%,66555,34222,51.42%,0,0
6,g++-10 10.5.0,nbody_2_original.c 50000000,1.00,0.47,0.59,0.01,0.02,0.38,5.94,2.15,0.00,0.00,2.01,31885855675 ns,121258824798,3.803 GHz,259806765294,2.14,31883.38 msec,1.000,121234802674,3.802 GHz,2,60338525031,763751586,31883.41 msec,1.000,9 C,21646597186,50205489,0.23%,0,62154268576,143,143,0,2334818,143372,6.141,104408323193,1449798,0.00%,157906,6924,4.38%,3403980,104725347414,783,0.00%,21625,44068,203.78%,0,0
7,g++-10 10.5.0,nbody_2_original.c 50000000,1.00,0.47,0.59,0.01,0.02,0.38,5.91,2.13,0.00,0.00,1.92,33647506738 ns,122033765281,3.627 GHz,259448868807,2.13,33644.99 msec,1.000,122058530320,3.628 GHz,8,63697577554,806365881,33645.02 msec,1.000,17 C,21648630944,50195780,0.23%,0,62224541261,141,141,0,2313052,211701,9.152,104651477179,1605770,0.00%,155331,12237,7.88%,3699315,104715689086,566,0.00%,17878,45263,253.18%,0,0
8,g++-10 10.5.0,nbody_2_original.c 50000000,1.00,0.46,0.60,0.01,0.02,0.38,5.94,2.15,0.00,0.00,1.85,34404735185 ns,120638486021,3.507 GHz,259832909631,2.15,34401.71 msec,1.000,120635326068,3.507 GHz,2,65149656318,824726260,34401.75 msec,1.000,15 C,21654546265,50203333,0.23%,0,62208661038,142,142,0,2640202,252227,9.553,104610447153,1603460,0.00%,153079,8406,5.49%,3767063,104645839213,458,0.00%,10487,49751,474.41%,0,0
9,g++-10 10.5.0,nbody_2_original.c 50000000,1.00,0.47,0.59,0.01,0.02,0.38,5.89,2.13,0.00,0.00,1.86,34627901169 ns,121952161920,3.522 GHz,260152300280,2.13,34625.33 msec,1.000,121972071412,3.523 GHz,3,65574769340,830103640,34625.36 msec,1.000,19 C,21677289237,50206299,0.23%,0,62240627893,144,144,0,2403170,220291,9.167,104618976649,1692402,0.00%,168900,9665,5.72%,3767134,104637119192,271,0.00%,12193,48101,394.50%,0,0
10,g++-10 10.5.0,nbody_2_original.c 50000000,1.00,0.47,0.59,0.01,0.02,0.38,5.91,2.14,0.00,0.00,1.86,34455490215 ns,121505218334,3.527 GHz,259959679191,2.14,34451.13 msec,1.000,121492417488,3.527 GHz,2,65242286335,825899805,34451.20 msec,1.000,16 C,21658682948,50255201,0.23%,0,62228334408,145,145,0,3251135,257770,7.929,104661265970,1814705,0.00%,220260,10015,4.55%,4500140,104638566116,6363,0.00%,8248,62263,754.89%,0,0
