test,release_date,path,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC_perf,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed_sec,cycles,freq_cycles_GHz,instructions,insn_per_cycle,cpu_clock_msec,no_cpus,cpu_cycles,freq_cpu_cycles_GHz,cpu_migrations,ref_cycles,bus_cycles,task_clock_msec,no_cpus_task_clock,cpu_thermal_margin_C,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete,TotalSlots,FetchBubbles,SlotsRetired,SlotsIssued+RecoveryBubbles,SlotsBackend
7,2023-07-07,nbody_50000000_v2_original,g++-10,nbody_2_original.c 50000000,1.0,0.47,0.59,0.01,0.02,0.38,5.91,2.13,0.0,0.0,1.92,33.647506738,122033765281,3.627,259448868807,2.13,33644.99,1.0,122058530320,3.628,8,63697577554,806365881,33645.02,1.0,17.0,21648630944,50195780,0.23%,0,62224541261,141,141,0,2313052,211701,9.152,104651477179,1605770,0.00%,155331,12237,7.88%,3699315,104715689086,566,0.00%,17878,45263,253.18%,0,0,488135061124,4881350611.24,287999686063.16,9762701222.48,185491323227.12
8,2023-07-07,nbody_50000000_v2_original,g++-10,nbody_2_original.c 50000000,1.0,0.46,0.6,0.01,0.02,0.38,5.94,2.15,0.0,0.0,1.85,34.404735185,120638486021,3.507,259832909631,2.15,34401.71,1.0,120635326068,3.507,2,65149656318,824726260,34401.75,1.0,15.0,21654546265,50203333,0.23%,0,62208661038,142,142,0,2640202,252227,9.553,104610447153,1603460,0.00%,153079,8406,5.49%,3767063,104645839213,458,0.00%,10487,49751,474.41%,0,0,482553944084,4825539440.84,289532366450.39996,9651078881.68,183370498751.92
9,2023-07-07,nbody_50000000_v2_original,g++-10,nbody_2_original.c 50000000,1.0,0.47,0.59,0.01,0.02,0.38,5.89,2.13,0.0,0.0,1.86,34.627901169,121952161920,3.522,260152300280,2.13,34625.33,1.0,121972071412,3.523,3,65574769340,830103640,34625.36,1.0,19.0,21677289237,50206299,0.23%,0,62240627893,144,144,0,2403170,220291,9.167,104618976649,1692402,0.00%,168900,9665,5.72%,3767134,104637119192,271,0.00%,12193,48101,394.50%,0,0,487808647680,4878086476.8,287807102131.2,9756172953.6,185367286118.4
10,2023-07-07,nbody_50000000_v2_original,g++-10,nbody_2_original.c 50000000,1.0,0.47,0.59,0.01,0.02,0.38,5.91,2.14,0.0,0.0,1.86,34.455490215,121505218334,3.527,259959679191,2.14,34451.13,1.0,121492417488,3.527,2,65242286335,825899805,34451.2,1.0,16.0,21658682948,50255201,0.23%,0,62228334408,145,145,0,3251135,257770,7.929,104661265970,1814705,0.00%,220260,10015,4.55%,4500140,104638566116,6363,0.00%,8248,62263,754.89%,0,0,486020873336,4860208733.36,286752315268.24,9720417466.72,184687931867.68
1,2023-05-29,nbody_50000000_v2_original,g++-11,nbody_2_original.c 50000000,1.0,0.48,0.58,0.01,0.02,0.39,5.83,2.1,0.0,0.0,2.16,30.141389411,122864483937,4.077,258364430061,2.1,30138.75,1.0,122876476272,4.077,2,56966495085,721098705,30138.77,1.0,9.0,20058902091,50248961,0.25%,0,62233200079,143,143,0,1123163,154703,13.774,104638677473,1094895,0.00%,71763,8403,11.71%,2628261,104633647995,217,0.00%,29513,37397,126.71%,0,0,491457935748,4914579357.4800005,285045602733.83997,9829158714.960001,191668594941.72
2,2023-05-29,nbody_50000000_v2_original,g++-11,nbody_2_original.c 50000000,1.0,0.48,0.58,0.02,0.02,0.39,5.83,2.1,0.0,0.0,2.16,30.187288205,123152585075,4.08,258566388487,2.1,30185.05,1.0,123140142262,4.08,2,57084831042,722600168,30185.1,1.0,5.0,20065580727,50243765,0.25%,0,62196904992,146,146,0,2027155,152743,7.535,104628966574,1452025,0.00%,136652,7150,5.23%,3424079,104556861668,170,0.00%,23921,44932,187.83%,0,0,492610340300,9852206806.0,285713997374.0,9852206806.0,192118032717.0
3,2023-05-29,nbody_50000000_v2_original,g++-11,nbody_2_original.c 50000000,1.0,0.48,0.58,0.02,0.02,0.39,5.82,2.1,0.0,0.0,2.16,30.227734051,123307905165,4.08,258405410066,2.1,30225.34,1.0,123302459966,4.079,3,57157126997,723504167,30225.36,1.0,4.0,20044411690,50211551,0.25%,0,62339233466,141,141,0,2001945,190690,9.525,104650018147,1401678,0.00%,146313,21575,14.75%,3346030,104671945760,1080,0.00%,27349,42611,155.80%,0,0,493231620660,9864632413.2,286074339982.8,9864632413.2,192360332057.4
4,2023-05-29,nbody_50000000_v2_original,g++-11,nbody_2_original.c 50000000,0.98,0.48,0.58,0.01,0.02,0.39,5.82,2.1,0.0,0.0,2.08,31.759261554,123082659832,3.876,258342766243,2.1,31754.96,1.0,123092584209,3.876,10,59209934030,749322728,31755.06,1.0,2.0,20068035924,50476180,0.25%,0,62233889754,144,144,0,3795280,249260,6.568,104658691240,1864536,0.00%,219510,16019,7.30%,4654294,104653120699,1527,0.00%,214059,64705,30.23%,0,0,492330639328,4923306393.28,285551770810.24,9846612786.56,192008949337.92
5,2023-05-29,nbody_50000000_v2_original,g++-11,nbody_2_original.c 50000000,1.0,0.48,0.58,0.02,0.02,0.39,5.82,2.1,0.0,0.0,2.11,30.934353946,123092740433,3.979,258571646754,2.1,30931.88,1.0,123083064851,3.979,2,58461597624,740028725,30931.91,1.0,15.0,20068894316,50214217,0.25%,0,62244978892,146,146,0,2276577,189005,8.302,104709796354,1490718,0.00%,166339,8758,5.27%,3794143,104524635678,458,0.00%,32028,49988,156.08%,0,0,492370961732,9847419234.64,285575157804.56,9847419234.64,192024675075.48
6,2023-05-29,nbody_50000000_v2_original,g++-11,nbody_2_original.c 50000000,1.0,0.48,0.58,0.02,0.02,0.38,5.83,2.1,0.0,0.0,1.89,34.481661676,123363311079,3.578,258384379087,2.09,34478.99,1.0,123362988297,3.578,6,65286903856,826468629,34479.03,1.0,17.0,20050130680,50193696,0.25%,0,62253000895,143,143,0,2339381,157580,6.736,104671294779,1586477,0.00%,170378,6550,3.84%,3477785,104657496141,387,0.00%,17426,46752,268.29%,0,0,493453244316,9869064886.32,286202881703.27997,9869064886.32,187512232840.08002
7,2023-05-29,nbody_50000000_v2_original,g++-11,nbody_2_original.c 50000000,1.0,0.48,0.58,0.01,0.02,0.39,5.83,2.1,0.0,0.0,1.86,34.960240743,122853295262,3.514,258342068823,2.1,34957.61,1.0,122857992979,3.514,6,66198041097,838006026,34957.64,1.0,19.0,20056496062,50176144,0.25%,0,62214330548,142,142,0,1460359,158768,10.872,104637857098,1502362,0.00%,98456,7794,7.92%,3088145,104657469001,325,0.00%,7908,39787,503.12%,0,0,491413181048,4914131810.4800005,285019645007.83997,9828263620.960001,191651140608.72
8,2023-05-29,nbody_50000000_v2_original,g++-11,nbody_2_original.c 50000000,1.0,0.48,0.58,0.01,0.02,0.39,5.82,2.1,0.0,0.0,1.86,34.959711675,123081692078,3.521,258255580612,2.1,34957.11,1.0,123080456186,3.521,3,66201826071,838046499,34957.14,1.0,18.0,20063681493,50219999,0.25%,0,62278614376,146,146,0,2399025,123457,5.146,104729735373,1612083,0.00%,159432,7375,4.63%,4116642,104598019205,441,0.00%,9499,54609,574.89%,0,0,492326768312,4923267683.12,285549525620.95996,9846535366.24,192007439641.68
9,2023-05-29,nbody_50000000_v2_original,g++-11,nbody_2_original.c 50000000,1.0,0.48,0.58,0.01,0.02,0.39,5.81,2.1,0.0,0.0,1.86,34.9564457,123163207678,3.524,258317674984,2.1,34953.13,1.0,123166391134,3.524,0,66191711523,837921133,34953.18,1.0,20.0,20062840500,50234798,0.25%,0,62216443535,145,145,0,1981361,148090,7.474,104644833103,1526003,0.00%,118054,5833,4.94%,3233445,104605268897,2674,0.00%,9869,39087,396.06%,0,0,492652830712,4926528307.12,285738641812.95996,9853056614.24,192134603977.68
10,2023-05-29,nbody_50000000_v2_original,g++-11,nbody_2_original.c 50000000,1.0,0.48,0.58,0.01,0.02,0.39,5.82,2.1,0.0,0.0,1.86,34.90943589,122945855577,3.522,258346083621,2.1,34906.54,1.0,122965484810,3.523,3,66107612036,836852515,34906.58,1.0,19.0,20061543362,50159808,0.25%,0,62204373020,140,140,0,1327815,109215,8.225,104580684894,1436971,0.00%,98408,6584,6.69%,3062166,104642927804,512,0.00%,4324,44537,1030.00%,0,0,491783422308,4917834223.08,285234384938.63995,9835668446.16,191795534700.12
1,2023-05-08,nbody_50000000_v2_original,g++-12,nbody_2_original.c 50000000,1.0,0.48,0.58,0.01,0.02,0.39,5.83,2.1,0.0,0.0,2.16,30.123845133,122831592843,4.078,258268205871,2.1,30121.0,1.0,122849846934,4.079,3,56965826669,721086293,30121.03,1.0,10.0,20057633083,50147135,0.25%,0,62222470193,140,140,0,1740615,180104,10.347,104664141826,1211142,0.00%,128978,5601,4.34%,2791701,104612432263,371,0.00%,18108,30664,169.34%,0,0,491326371372,4913263713.72,284969295395.76,9826527427.44,191617284835.08002
2,2023-05-08,nbody_50000000_v2_original,g++-12,nbody_2_original.c 50000000,1.0,0.48,0.58,0.01,0.02,0.39,5.83,2.1,0.0,0.0,2.16,30.145656275,122877675943,4.077,258383749017,2.1,30142.83,1.0,122877845266,4.077,0,56958236210,721069934,30142.86,1.0,5.0,20056467137,50151626,0.25%,0,62206452197,141,141,0,1142882,131576,11.513,104621343283,1083294,0.00%,70400,7264,10.32%,2656396,104634254375,224,0.00%,34905,34076,97.62%,0,0,491510703772,4915107037.72,285076208187.76,9830214075.44,191689174471.08002
3,2023-05-08,nbody_50000000_v2_original,g++-12,nbody_2_original.c 50000000,1.0,0.48,0.58,0.01,0.02,0.39,5.81,2.1,0.0,0.0,2.16,30.221046164,123253201006,4.079,258403223599,2.1,30218.42,1.0,123235027946,4.078,4,57124644178,723125679,30218.45,1.0,3.0,20056722786,50162187,0.25%,0,62213213028,143,143,0,1529096,166430,10.884,104623684258,1394718,0.00%,122606,19454,15.87%,2806459,104629627331,380,0.00%,25168,30562,121.43%,0,0,493012804024,4930128040.24,285947426333.92,9860256080.48,192274993569.36002
4,2023-05-08,nbody_50000000_v2_original,g++-12,nbody_2_original.c 50000000,0.98,0.48,0.58,0.01,0.02,0.39,5.81,2.1,0.0,0.0,2.08,31.810820898,123296551558,3.876,258481430388,2.1,31807.12,1.0,123249126565,3.875,30,59325684017,750897226,31807.17,1.0,2.0,20060582143,50415334,0.25%,0,62214244601,140,140,0,3807885,196973,5.173,104565868190,1940917,0.00%,250485,10655,4.25%,4355179,104654757954,1957,0.00%,222029,57159,25.74%,0,0,493186206232,4931862062.32,286047999614.56,9863724124.64,192342620430.48
5,2023-05-08,nbody_50000000_v2_original,g++-12,nbody_2_original.c 50000000,0.98,0.48,0.58,0.01,0.02,0.39,5.83,2.1,0.0,0.0,2.08,31.748603878,123131971756,3.879,258532882146,2.1,31743.56,1.0,123073162554,3.877,16,59193239916,749241671,31743.64,1.0,2.0,20060369478,50421768,0.25%,0,62214787146,144,144,0,4251731,316643,7.447,104626202917,1882204,0.00%,278092,13634,4.90%,4543233,104680844337,1294,0.00%,189369,71712,37.87%,0,0,492527887024,4925278870.24,285666174473.92,9850557740.48,192085875939.36002
6,2023-05-08,nbody_50000000_v2_original,g++-12,nbody_2_original.c 50000000,1.0,0.48,0.58,0.01,0.02,0.39,5.82,2.1,0.0,0.0,1.92,33.958681209,123132391673,3.626,258333172687,2.1,33956.12,1.0,123117137866,3.626,3,64295628368,813893229,33956.15,1.0,17.0,20041630505,50174772,0.25%,0,62213107023,139,139,0,2315517,156933,6.777,104629166279,1608645,0.00%,137024,9124,6.66%,3838580,104592575869,2941,0.00%,15552,50268,323.23%,0,0,492529566692,4925295666.92,285667148681.36,9850591333.84,192086531009.88
7,2023-05-08,nbody_50000000_v2_original,g++-12,nbody_2_original.c 50000000,1.0,0.48,0.58,0.01,0.02,0.39,5.83,2.1,0.0,0.0,1.86,34.967282318,122904665724,3.515,258438372187,2.1,34963.34,1.0,122930455960,3.516,6,66211235150,838170988,34963.4,1.0,16.0,20067813480,50226686,0.25%,0,62233063445,143,143,0,3038573,230484,7.585,104624616686,1685138,0.00%,199073,15034,7.55%,3957372,104614764759,464,0.00%,16382,54893,335.08%,0,0,491618662896,4916186628.96,285138824479.68,9832373257.92,191731278529.44
8,2023-05-08,nbody_50000000_v2_original,g++-12,nbody_2_original.c 50000000,1.0,0.48,0.58,0.01,0.02,0.39,5.77,2.08,0.0,0.0,1.86,35.229014851,124121729434,3.524,258390186419,2.08,35225.91,1.0,124111995646,3.523,6,66709957843,844481062,35225.95,1.0,16.0,20060412140,50182443,0.25%,0,62224252929,142,142,0,2375827,121905,5.131,104624132634,1590664,0.00%,150590,5264,3.50%,3608008,104618627250,62,0.00%,19312,43911,227.38%,0,0,496486917736,4964869177.36,287962412286.88,9929738354.72,193629897917.04
9,2023-05-08,nbody_50000000_v2_original,g++-12,nbody_2_original.c 50000000,1.0,0.48,0.58,0.01,0.02,0.39,5.8,2.09,0.0,0.0,1.86,35.09401632,123487627621,3.519,258300834360,2.09,35091.26,1.0,123492808066,3.519,3,66455357600,841248648,35091.29,1.0,21.0,20057232956,50169875,0.25%,0,62203767556,143,143,0,1581948,212947,13.461,104648143864,1513289,0.00%,103212,8440,8.18%,3077561,104599391483,139,0.00%,4998,40022,800.76%,0,0,493950510484,4939505104.84,286491296080.72,9879010209.68,192640699088.76
10,2023-05-08,nbody_50000000_v2_original,g++-12,nbody_2_original.c 50000000,1.0,0.48,0.58,0.01,0.02,0.39,5.83,2.1,0.0,0.0,1.86,34.892285139,122899123072,3.523,258357195959,2.1,34887.92,1.0,122872886723,3.522,5,66070674465,836380812,34887.98,1.0,16.0,20056392295,50206661,0.25%,0,62217651075,139,139,0,3365528,255068,7.579,104631871661,1748205,0.00%,202489,12874,6.36%,4321711,104552722810,1094,0.00%,8722,65429,750.16%,0,0,491596492288,4915964922.88,285125965527.04,9831929845.76,191722631992.32
1,2023-04-26,nbody_50000000_v2_original,g++-13,nbody_2_original.c 50000000,1.0,0.43,0.62,0.01,0.02,0.35,6.27,2.35,0.0,0.0,2.16,21.620342212,88120304605,4.076,207261297408,2.35,21616.9,1.0,88138490843,4.077,4,40863566902,517241522,21617.01,1.0,4.0,12158535129,692845,0.01%,0,46423770931,141,141,0,2454352,201208,8.198,88847696244,1187217,0.00%,148082,10110,6.83%,2751135,88786576754,807,0.00%,28407,94945,334.23%,0,0,352481218420,3524812184.2000003,218538355420.4,7049624368.400001,123368426446.99998
2,2023-04-26,nbody_50000000_v2_original,g++-13,nbody_2_original.c 50000000,1.0,0.43,0.62,0.01,0.02,0.35,6.25,2.35,0.0,0.0,2.16,21.629343312,88147946726,4.076,207153657745,2.35,21627.41,1.0,88150046305,4.076,2,40873455557,517400833,21627.43,1.0,7.0,12151823436,511162,0.00%,0,46414996846,145,145,0,911902,112068,12.289,88886954211,841944,0.00%,67505,7862,11.65%,1793725,88861348481,287,0.00%,14885,23804,159.92%,0,0,352591786904,3525917869.04,218606907880.48,7051835738.08,123407125416.4
3,2023-04-26,nbody_50000000_v2_original,g++-13,nbody_2_original.c 50000000,1.0,0.43,0.62,0.01,0.02,0.35,6.27,2.35,0.0,0.0,2.16,21.669440617,88428521358,4.081,207264554677,2.34,21667.73,1.0,88416257421,4.081,2,40986580430,518833658,21667.74,1.0,4.0,12144406831,652110,0.01%,0,46463216166,140,140,0,1684307,75020,4.454,88734178700,1029415,0.00%,128345,17249,13.44%,2470564,88798987517,482,0.00%,13279,29850,224.79%,0,0,353714085432,3537140854.32,219302732967.84,7074281708.64,123799929901.2
4,2023-04-26,nbody_50000000_v2_original,g++-13,nbody_2_original.c 50000000,1.0,0.43,0.62,0.01,0.02,0.35,6.27,2.35,0.0,0.0,2.16,21.643084686,88113312786,4.072,207295678342,2.35,21640.84,1.0,88125918212,4.072,3,40848659772,517045625,21640.88,1.0,3.0,12152819785,564569,0.00%,0,46413257304,146,146,0,839946,102632,12.219,88824647296,828258,0.00%,46705,6118,13.10%,1888851,88831615130,240,0.00%,29899,22140,74.05%,0,0,352453251144,3524532511.44,218521015709.28,7049065022.88,123358637900.4
5,2023-04-26,nbody_50000000_v2_original,g++-13,nbody_2_original.c 50000000,0.99,0.43,0.62,0.01,0.02,0.35,6.27,2.35,0.0,0.0,2.15,21.884689604,88174861736,4.029,207172561782,2.35,21882.66,1.0,88181213523,4.03,3,40967245470,518629893,21882.68,1.0,3.0,12157954815,659147,0.01%,0,46382948323,139,139,0,1304164,119760,9.183,88839246697,984712,0.00%,85671,7328,8.55%,2359038,88843595578,77,0.00%,93483,27207,29.10%,0,0,352699446944,3526994469.44,218673657105.28,7053988938.88,123444806430.4
6,2023-04-26,nbody_50000000_v2_original,g++-13,nbody_2_original.c 50000000,0.99,0.43,0.62,0.01,0.02,0.35,6.27,2.35,0.0,0.0,2.05,22.84951944,88134339314,3.858,207155482560,2.35,22847.47,1.0,88164393404,3.859,5,42944856775,543692931,22847.51,1.0,17.0,12160956110,657500,0.01%,0,46434582926,142,142,0,1140504,58961,5.17,88798281405,1029333,0.00%,88299,2941,3.33%,2246270,88811656777,520,0.00%,78241,24013,30.69%,0,0,352537357256,3525373572.56,218573161498.72,7050747145.12,123388075039.59999
7,2023-04-26,nbody_50000000_v2_original,g++-13,nbody_2_original.c 50000000,1.0,0.43,0.62,0.01,0.02,0.35,6.27,2.35,0.0,0.0,1.94,24.017914948,88134616289,3.67,207304511920,2.35,24015.73,1.0,88135001685,3.67,9,45455349897,575369278,24015.76,1.0,17.0,12158130081,629388,0.01%,0,46399996212,144,144,0,1436441,266545,18.556,88751335905,967434,0.00%,132362,7987,6.03%,2273234,88783469656,894,0.00%,10865,23698,218.11%,0,0,352538465156,3525384651.56,218573848396.72,7050769303.12,123388462804.59999
8,2023-04-26,nbody_50000000_v2_original,g++-13,nbody_2_original.c 50000000,1.0,0.43,0.62,0.01,0.02,0.35,6.26,2.34,0.0,0.0,1.84,25.381857987,88410938198,3.484,207018762123,2.34,25379.5,1.0,88415706756,3.484,6,48063818489,608439309,25379.52,1.0,19.0,12144376652,625828,0.01%,0,46423357965,144,144,0,2073918,292678,14.112,88922929847,1291669,0.00%,139690,5707,4.09%,2893039,88942860837,1026,0.00%,8250,31361,380.13%,0,0,353643752792,3536437527.92,219259126731.04,7072875055.84,123775313477.2
9,2023-04-26,nbody_50000000_v2_original,g++-13,nbody_2_original.c 50000000,1.0,0.43,0.62,0.01,0.02,0.35,6.27,2.35,0.0,0.0,1.84,25.26499864,88120370909,3.488,207171339073,2.35,25263.0,1.0,88117618161,3.488,3,47845317971,605670211,25263.02,1.0,19.0,12154938794,592287,0.00%,0,46411937358,139,139,0,898021,40412,4.5,88833814203,1082892,0.00%,67512,13255,19.63%,2188873,88828808125,373,0.00%,2294,26648,1161.64%,0,0,352481483636,3524814836.36,218538519854.32,7049629672.72,123368519272.59999
10,2023-04-26,nbody_50000000_v2_original,g++-13,nbody_2_original.c 50000000,1.0,0.43,0.62,0.01,0.02,0.35,6.26,2.34,0.0,0.0,1.85,25.253451805,88383224322,3.5,207297605936,2.34,25251.59,1.0,88386658460,3.5,5,47823172145,605389071,25251.61,1.0,19.0,12159456442,613564,0.01%,0,46330064867,139,139,0,1939546,288092,14.854,88903288356,1248031,0.00%,109169,7370,6.75%,2702929,88873898707,54,0.00%,9135,35710,390.91%,0,0,353532897288,3535328972.88,219190396318.56,7070657945.76,123736514050.79999
