test,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,g++-13 13.1.0,binaryTrees_2.c 21,0.99,0.40,0.63,0.20,0.03,0.15,6.66,2.48,0.00,3.06,2.16,17834754584 ns,72563185477,4.069 GHz,181471457151,2.50,17833.02 msec,1.000,72553842305,4.069 GHz,2,33641149686,425849070,17833.02 msec,1.000,18 C,39899687531,58951195,0.15%,0,30042287546,65665,65665,0,940094189,298660470,31.769,52369587857,843934369,1.61%,107672100,41992743,39.00%,3230999,51933309348,4548360,0.01%,95781,324796,339.10%,0,0
2,g++-13 13.1.0,binaryTrees_2.c 21,1.00,0.41,0.62,0.20,0.03,0.14,6.64,2.45,0.00,3.00,2.16,18049557417 ns,73430801412,4.069 GHz,179655618669,2.45,18047.41 msec,1.000,73444433579,4.070 GHz,0,34058427688,431123710,18047.45 msec,1.000,13 C,39368858391,77592805,0.20%,0,29865842893,65664,65664,0,962925392,300384320,31.195,52527430591,839141404,1.60%,105570200,36872235,34.93%,3330796,52795804443,4646044,0.01%,74789,2907762,3887.95%,0,0
3,g++-13 13.1.0,binaryTrees_2.c 21,0.99,0.40,0.62,0.20,0.03,0.15,6.67,2.52,0.00,2.98,2.14,18088881937 ns,72812345337,4.026 GHz,180358724561,2.48,18086.80 msec,1.000,72803027335,4.025 GHz,13,33957092196,429941416,18086.82 msec,1.000,10 C,39730420491,62312018,0.16%,0,30294999128,65663,65663,0,968704906,301748501,31.150,52175853444,844198081,1.62%,111064116,42161596,37.96%,3579666,52123654783,4383509,0.01%,206673,580318,280.79%,0,0
4,g++-13 13.1.0,binaryTrees_2.c 21,0.99,0.41,0.62,0.20,0.03,0.15,6.65,2.49,0.00,2.92,2.11,18485744995 ns,73266603781,3.964 GHz,183094841165,2.50,18484.14 msec,1.000,73246315680,3.963 GHz,8,34678296549,439079775,18484.16 msec,1.000,10 C,39556578735,77600960,0.20%,0,30421681793,65665,65665,0,946349595,298112112,31.501,52709239819,834190445,1.58%,105721442,43679812,41.32%,3694132,52072129722,4280425,0.01%,204731,421552,205.91%,0,0
5,g++-13 13.1.0,binaryTrees_2.c 21,0.99,0.40,0.62,0.20,0.03,0.14,6.64,2.46,0.01,2.88,2.03,19125942766 ns,72736919607,3.804 GHz,181738430962,2.50,19121.46 msec,1.000,72688013122,3.801 GHz,14,35874252060,454179907,19121.48 msec,1.000,6 C,39848055145,61004526,0.15%,0,29911865742,65665,65665,0,926715823,308252564,33.263,52623163362,835474387,1.59%,104315268,40802770,39.11%,4770417,52485221248,5267945,0.01%,283127,540159,190.78%,0,0
6,g++-13 13.1.0,binaryTrees_2.c 21,0.99,0.40,0.62,0.20,0.03,0.14,6.67,2.51,0.00,2.80,2.03,19094039640 ns,72647192278,3.806 GHz,180119382550,2.48,19089.97 msec,1.000,72688647431,3.808 GHz,18,35816420373,453497981,19089.99 msec,1.000,6 C,39483533736,58667652,0.15%,0,29997415294,65663,65663,0,927112099,305340534,32.935,52298837959,845505431,1.62%,109885212,41452327,37.72%,4608255,52384884376,4551104,0.01%,270372,490503,181.42%,0,0
7,g++-13 13.1.0,binaryTrees_2.c 21,0.99,0.40,0.63,0.20,0.03,0.14,6.66,2.51,0.00,2.79,2.01,19213276975 ns,72349928885,3.766 GHz,180979731392,2.50,19208.84 msec,1.000,72328933508,3.765 GHz,16,36039542335,456276112,19208.89 msec,1.000,16 C,39624108720,60869201,0.15%,0,30068564281,65666,65666,0,921868126,299580711,32.497,52359968027,837131840,1.60%,108588617,42508432,39.15%,4448762,52070291361,4858029,0.01%,256527,500701,195.18%,0,0
8,g++-13 13.1.0,binaryTrees_2.c 21,1.00,0.40,0.62,0.21,0.04,0.13,6.65,2.51,0.00,2.47,1.77,21591062230 ns,72513242596,3.359 GHz,181811029466,2.51,21589.20 msec,1.000,72505568397,3.358 GHz,2,40872499024,517406398,21589.22 msec,1.000,21 C,39547790100,74199728,0.19%,0,30217728203,65664,65664,0,938486822,313428186,33.397,52103139960,832341442,1.60%,105127776,39792998,37.85%,3597684,51971280653,4583152,0.01%,53387,440724,825.53%,0,0
9,g++-13 13.1.0,binaryTrees_2.c 21,1.00,0.40,0.63,0.20,0.03,0.14,6.63,2.52,0.00,2.53,1.79,21304256992 ns,72231797776,3.391 GHz,181400944409,2.51,21302.14 msec,1.000,72212339490,3.390 GHz,1,40332461749,510572709,21302.16 msec,1.000,22 C,39760424808,78152056,0.20%,0,30028177323,65662,65662,0,961898036,313925073,32.636,52281454112,846596833,1.62%,108013501,41632679,38.54%,4056222,52508585100,4547694,0.01%,34407,422439,1227.77%,0,0
10,g++-13 13.1.0,binaryTrees_2.c 21,1.00,0.39,0.63,0.20,0.03,0.14,6.65,2.51,0.01,2.50,1.80,21167101322 ns,71973930568,3.401 GHz,180268891090,2.50,21165.16 msec,1.000,71964880867,3.400 GHz,0,40071894266,507273515,21165.18 msec,1.000,21 C,39533426141,59143234,0.15%,0,30147538557,65666,65666,0,948484312,311636382,32.856,52173303322,852704316,1.63%,107575938,40471095,37.62%,4236686,52861522587,5279550,0.01%,50363,509456,1011.57%,0,0
