test,version,appplication,time_elapsed,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,v2.5.0,binaryTrees_1_original.js 21,45422426,0.97,0.93,0.30,0.40,0.13,0.08,5.68,1.35,0.06,2.61,2.16,45422426 ns,182235092,4.023 GHz,219555322,1.23,45.30 msec,0.997,181663833,4.010 GHz,3,82406560,1043121,45.31 msec,0.997,314 C,35690994,914323,2.56%,<not,<not,2440,2440,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
2,v2.5.0,binaryTrees_1_original.js 21,45609636,0.96,0.93,0.31,0.38,0.13,0.08,5.67,1.34,0.06,2.71,2.16,45609636 ns,177540658,3.911 GHz,214557771,1.21,45.39 msec,0.995,177227056,3.904 GHz,3,79186410,1002359,45.40 msec,0.995,308 C,32630567,1195370,3.66%,<not,<not,2440,2440,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
3,v2.5.0,binaryTrees_1_original.js 21,46910033,0.96,0.95,0.30,0.37,0.13,0.08,5.67,1.34,0.06,2.45,2.09,46910033 ns,172972341,3.704 GHz,201561235,1.12,46.70 msec,0.996,173266136,3.710 GHz,5,83175920,1052841,46.71 msec,0.996,280 C,34577348,1385605,4.01%,<not,<not,2440,2440,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
4,v2.5.0,binaryTrees_1_original.js 21,45263342,0.87,0.91,0.31,0.40,0.14,0.08,5.67,1.33,0.06,2.78,2.16,45263342 ns,180059696,3.988 GHz,218244304,1.23,45.15 msec,0.997,179512756,3.976 GHz,3,81844222,1036002,45.16 msec,0.998,288 C,35693950,824292,2.31%,<not,<not,2440,2440,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
5,v2.5.0,binaryTrees_1_original.js 21,44955687,0.97,0.89,0.31,0.39,0.13,0.08,5.65,1.33,0.06,2.75,2.16,44955687 ns,176402469,3.942 GHz,214112052,1.21,44.75 msec,0.995,176106987,3.935 GHz,1,78500852,993681,44.76 msec,0.996,300 C,32790801,1197252,3.65%,<not,<not,2440,2440,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
6,v2.5.0,binaryTrees_1_original.js 21,45060738,0.93,0.89,0.32,0.39,0.13,0.08,5.68,1.33,0.06,2.75,2.16,45060738 ns,175910026,3.919 GHz,214132427,1.22,44.88 msec,0.996,175531506,3.911 GHz,2,76766869,971732,44.89 msec,0.996,302 C,31296871,1117198,3.57%,<not,<not,2440,2440,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
7,v2.5.0,binaryTrees_1_original.js 21,46383339,0.95,0.96,0.30,0.38,0.13,0.08,5.66,1.36,0.06,2.56,2.16,46383339 ns,180319297,3.910 GHz,216640670,1.23,46.11 msec,0.994,179917885,3.901 GHz,1,80530201,1019394,46.12 msec,0.994,273 C,33847886,1302290,3.85%,<not,<not,2440,2440,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
8,v2.5.0,binaryTrees_1_original.js 21,61721130,0.89,0.91,0.31,0.38,0.14,0.09,3.17,0.85,0.05,1.41,1.05,61721130 ns,156661589,2.549 GHz,187339959,0.85,61.46 msec,0.996,202311632,3.292 GHz,3,101707099,1295200,61.47 msec,0.996,291 C,43437965,1774251,4.08%,44,<not,2440,2440,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
9,v2.5.0,binaryTrees_1_original.js 21,46512870,0.93,0.92,0.30,0.38,0.13,0.08,5.68,1.35,0.06,2.46,2.15,46512870 ns,177697788,3.840 GHz,210387266,1.19,46.27 msec,0.995,181805147,3.928 GHz,3,83036076,1051089,46.28 msec,0.995,294 C,34954432,1348937,3.86%,<not,<not,2440,2440,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
10,v2.5.0,binaryTrees_1_original.js 21,72563391,0.86,1.18,0.23,0.32,0.07,0.25,4.88,1.20,0.05,2.28,2.08,72563391 ns,238130251,3.284 GHz,328434261,2.20,72.50 msec,0.999,261404162,3.605 GHz,2,130232394,1655176,72.52 msec,0.999,293 C,62627651,2228983,3.56%,57,54822598,2440,2440,0,11017977,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
