test,version,appplication,time_elapsed,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,v6.17.1,binaryTrees_1_original.js 21,36853161,0.96,0.89,0.32,0.38,0.13,0.08,5.75,1.32,0.04,2.81,2.16,36853161 ns,141254925,3.824 GHz,150081559,1.08,36.94 msec,1.002,125088138,3.386 GHz,3,<not,<not,36.95 msec,1.003,314 C,<not,<not,(0.00%),<not,<not,2052,2052,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
2,v6.17.1,binaryTrees_1_original.js 21,37569118,0.91,0.90,0.31,0.38,0.13,0.08,5.84,1.37,0.05,2.77,2.15,37569118 ns,142358901,3.782 GHz,151483437,1.08,37.62 msec,1.001,133580454,3.549 GHz,2,<not,<not,37.65 msec,1.002,295 C,<not,<not,(0.00%),<not,<not,2051,2051,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
3,v6.17.1,binaryTrees_1_original.js 21,37555541,0.91,0.90,0.31,0.38,0.13,0.09,5.83,1.37,0.05,2.81,2.15,37555541 ns,143793701,3.825 GHz,153314367,1.08,37.59 msec,1.001,138138412,3.675 GHz,2,<not,<not,37.59 msec,1.001,307 C,<not,<not,(0.00%),<not,<not,2050,2050,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
4,v6.17.1,binaryTrees_1_original.js 21,37394792,0.93,0.90,0.32,0.38,0.13,0.08,5.78,1.34,0.05,2.70,2.08,37394792 ns,143027191,3.825 GHz,151164220,1.07,37.39 msec,1.000,133907693,3.581 GHz,4,<not,<not,37.40 msec,1.000,311 C,<not,<not,(0.00%),<not,<not,2050,2050,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
5,v6.17.1,binaryTrees_1_original.js 21,37276247,0.91,0.90,0.31,0.38,0.13,0.08,5.80,1.34,0.05,2.76,2.15,37276247 ns,141568158,3.791 GHz,148516492,1.05,37.33 msec,1.002,130841911,3.504 GHz,3,<not,<not,37.34 msec,1.002,305 C,<not,<not,(0.00%),<not,<not,2052,2052,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
6,v6.17.1,binaryTrees_1_original.js 21,37411782,0.93,0.90,0.31,0.38,0.13,0.08,5.82,1.36,0.05,2.82,2.15,37411782 ns,143754063,3.838 GHz,152584749,1.08,37.45 msec,1.001,136857915,3.654 GHz,3,<not,<not,37.46 msec,1.001,302 C,<not,<not,(0.00%),<not,<not,2053,2053,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
7,v6.17.1,binaryTrees_1_original.js 21,36990744,0.95,0.90,0.31,0.38,0.13,0.08,5.77,1.31,0.05,2.81,2.15,36990744 ns,140786598,3.798 GHz,149171041,1.07,37.05 msec,1.002,114069331,3.077 GHz,4,<not,<not,37.08 msec,1.002,307 C,<not,<not,(0.00%),<not,<not,2050,2050,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
8,v6.17.1,binaryTrees_1_original.js 21,38146310,0.96,0.88,0.32,0.39,0.13,0.16,5.82,1.37,0.05,2.87,2.15,38146310 ns,145079342,3.799 GHz,153924014,1.06,38.19 msec,1.001,141360355,3.701 GHz,2,<not,<not,38.20 msec,1.001,297 C,<not,<not,(0.00%),<not,<not,2052,2052,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
9,v6.17.1,binaryTrees_1_original.js 21,37448667,0.95,0.94,0.30,0.38,0.13,0.12,5.82,1.38,0.05,3.01,2.15,37448667 ns,146730618,3.912 GHz,160450235,1.10,37.50 msec,1.001,142541068,3.800 GHz,4,<not,<not,37.51 msec,1.002,282 C,<not,<not,(0.00%),<not,<not,2053,2053,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
10,v6.17.1,binaryTrees_1_original.js 21,36888522,0.86,0.89,0.32,0.40,0.13,0.08,5.77,1.32,0.05,2.91,2.15,36888522 ns,145670175,3.931 GHz,156726689,1.09,37.05 msec,1.004,138755103,3.744 GHz,3,<not,<not,37.06 msec,1.005,298 C,<not,<not,(0.00%),<not,<not,2051,2051,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
