test,version,appplication,time_elapsed,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,v7.10.1,binaryTrees_1_original.js 21,61966583,0.95,0.91,0.31,0.33,0.18,0.08,5.70,1.41,0.04,2.99,2.16,61966583 ns,245770220,3.975 GHz,333370295,1.37,61.83 msec,0.998,246342820,3.984 GHz,3,113913193,1438150,61.84 msec,0.998,311 C,56903408,1995923,3.51%,82,<not,3064,3064,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
2,v7.10.1,binaryTrees_1_original.js 21,63071304,0.93,0.90,0.31,0.34,0.18,0.09,5.71,1.41,0.04,2.96,2.16,63071304 ns,247772191,3.941 GHz,332552598,1.38,62.86 msec,0.997,247820538,3.942 GHz,3,114950782,1452857,62.87 msec,0.997,290 C,57995956,2032260,3.50%,88,<not,3065,3065,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
3,v7.10.1,binaryTrees_1_original.js 21,62101602,0.93,0.89,0.31,0.34,0.19,0.08,5.70,1.41,0.04,3.00,2.16,62101602 ns,246808069,3.984 GHz,336522438,1.41,61.95 msec,0.997,246903675,3.986 GHz,3,114392640,1444182,61.95 msec,0.998,288 C,57478775,2014124,3.50%,87,<not,3065,3065,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
4,v7.10.1,binaryTrees_1_original.js 21,62339038,0.91,0.90,0.31,0.34,0.18,0.08,5.73,1.43,0.04,2.97,2.16,62339038 ns,245020491,3.941 GHz,332221790,1.37,62.17 msec,0.997,245055494,3.941 GHz,2,113653322,1435115,62.18 msec,0.997,305 C,56875198,2004510,3.52%,74,<not,3064,3064,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
5,v7.10.1,binaryTrees_1_original.js 21,62664646,0.92,0.94,0.30,0.33,0.18,0.08,5.68,1.41,0.04,2.96,2.16,62664646 ns,247078810,3.959 GHz,332746580,1.36,62.41 msec,0.996,247048745,3.958 GHz,2,114365137,1447878,62.42 msec,0.996,309 C,57130106,2012544,3.52%,89,<not,3064,3064,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
6,v7.10.1,binaryTrees_1_original.js 21,62370598,0.93,0.90,0.31,0.34,0.19,0.08,5.70,1.41,0.04,2.98,2.16,62370598 ns,246414276,3.959 GHz,333770218,1.39,62.23 msec,0.998,246953325,3.968 GHz,2,114800740,1449821,62.24 msec,0.998,283 C,57485515,2024703,3.52%,90,<not,3064,3064,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
7,v7.10.1,binaryTrees_1_original.js 21,62646918,0.89,0.89,0.31,0.34,0.18,0.08,5.69,1.41,0.04,2.97,2.16,62646918 ns,246894062,3.950 GHz,333488595,1.39,62.50 msec,0.998,247071694,3.953 GHz,3,114860466,1447977,62.51 msec,0.998,281 C,57384034,2011284,3.50%,90,<not,3065,3065,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
8,v7.10.1,binaryTrees_1_original.js 21,62387769,0.91,0.92,0.30,0.33,0.18,0.08,5.71,1.41,0.04,2.97,2.16,62387769 ns,246162459,3.958 GHz,333790925,1.37,62.18 msec,0.997,247034843,3.972 GHz,2,114907275,1453189,62.20 msec,0.997,298 C,57692414,2030896,3.52%,91,<not,3063,3063,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
9,v7.10.1,binaryTrees_1_original.js 21,62170905,0.91,0.90,0.31,0.34,0.18,0.08,5.71,1.42,0.04,2.97,2.16,62170905 ns,245319811,3.955 GHz,333569443,1.39,62.03 msec,0.998,245823139,3.963 GHz,3,114244700,1442498,62.04 msec,0.998,298 C,57226588,2020425,3.53%,82,<not,3064,3064,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
10,v7.10.1,binaryTrees_1_original.js 21,62953787,0.91,0.91,0.31,0.34,0.19,0.08,5.69,1.41,0.04,2.94,2.16,62953787 ns,247598140,3.941 GHz,333021163,1.38,62.83 msec,0.998,247466090,3.939 GHz,2,114769504,1449146,62.84 msec,0.998,298 C,57227513,2007261,3.51%,89,<not,3066,3066,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
