test,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,Python 3.10.11,binarytrees_compatible_all.py 21,1.00,0.40,0.63,0.29,0.04,0.03,6.18,2.53,0.01,0.74,1.90,212501963380 ns,762963356817,3.591 GHz,1929122863982,2.53,212482.90 msec,1.000,762895868225,3.590 GHz,86,401832626636,5086863733,212483.19 msec,1.000,2143 C,381906468446,1937462342,0.51%,0,313390009255,1633926,1633926,0,3412375731,1229477555,36.030,598259028095,2494756866,0.42%,203600735,75497199,37.08%,143128190,597868800292,10784653,0.00%,1555453,41745118,2683.79%,0,0
2,Python 3.10.11,binarytrees_compatible_all.py 21,1.00,0.40,0.63,0.29,0.05,0.03,6.18,2.53,0.01,0.70,1.79,225525080094 ns,762933177820,3.383 GHz,1928485211773,2.53,225504.64 msec,1.000,762891466818,3.383 GHz,22,426907903694,5404243818,225504.98 msec,1.000,1438 C,381466951188,2049833048,0.54%,0,312396925362,1633881,1633881,0,3458623560,1249064735,36.115,597892331968,2497808302,0.42%,191277642,73931534,38.65%,136207209,598174676508,10606588,0.00%,353425,43935442,12431.33%,0,0
3,Python 3.10.11,binarytrees_compatible_all.py 21,1.00,0.40,0.63,0.29,0.05,0.03,6.17,2.52,0.01,0.70,1.78,227463488380 ns,766665505104,3.371 GHz,1931573851215,2.52,227443.92 msec,1.000,766610773713,3.371 GHz,69,430560320752,5450470878,227444.26 msec,1.000,1313 C,383069114960,1990559250,0.52%,0,312629054560,1633924,1633924,0,3366698877,1234846331,36.678,598218208128,2489343615,0.42%,191796976,71664158,37.36%,140520166,598808206093,10766663,0.00%,450990,41930939,9297.53%,0,0
4,Python 3.10.11,binarytrees_compatible_all.py 21,1.00,0.40,0.63,0.29,0.04,0.03,6.17,2.53,0.01,0.69,1.78,226110751424 ns,762819584208,3.374 GHz,1928454251672,2.53,226092.83 msec,1.000,762819366858,3.374 GHz,78,428012719126,5418203110,226093.16 msec,1.000,1337 C,381592983591,1940931018,0.51%,0,312934109887,1623014,1623014,0,3315790492,1230490996,37.110,598431868906,2438282760,0.41%,190732307,73423722,38.50%,143783637,598223084546,10617960,0.00%,618704,41082511,6640.09%,0,0
5,Python 3.10.11,binarytrees_compatible_all.py 21,1.00,0.40,0.63,0.29,0.04,0.03,6.17,2.53,0.01,0.71,1.79,225387977453 ns,762070043155,3.381 GHz,1929096177057,2.53,225370.45 msec,1.000,762050240330,3.381 GHz,76,426644391257,5400883867,225370.77 msec,1.000,1387 C,381390510047,1924800411,0.50%,0,312591104144,1633904,1633904,0,3384991629,1241089418,36.664,598162635218,2491062868,0.42%,196235113,72578683,36.99%,139103671,598116426354,11137357,0.00%,432259,41417613,9581.67%,0,0
6,Python 3.10.11,binarytrees_compatible_all.py 21,1.00,0.40,0.63,0.29,0.04,0.03,6.18,2.53,0.01,0.70,1.79,225569772695 ns,762565458813,3.381 GHz,1926746171413,2.53,225550.77 msec,1.000,762567640183,3.381 GHz,59,426980024183,5405153101,225551.09 msec,1.000,1389 C,381734176527,1951800932,0.51%,0,313142349093,1633956,1633956,0,3353574029,1244192256,37.100,597701776634,2465495223,0.41%,193486347,69066811,35.70%,144497626,598319539572,10340834,0.00%,406566,43274914,10644.01%,0,0
7,Python 3.10.11,binarytrees_compatible_all.py 21,1.00,0.40,0.63,0.29,0.04,0.03,6.17,2.53,0.01,0.71,1.79,225586847957 ns,762429891030,3.380 GHz,1927180718703,2.53,225568.19 msec,1.000,762378261249,3.380 GHz,52,427013142594,5405560201,225568.51 msec,1.000,1382 C,381317398448,1933916125,0.51%,0,312569569181,1622991,1622991,0,3384990803,1253925397,37.044,597473282091,2494657943,0.42%,197808321,74016113,37.42%,148771504,598612840453,10778662,0.00%,467975,41281558,8821.32%,0,2
8,Python 3.10.11,binarytrees_compatible_all.py 21,1.00,0.39,0.63,0.29,0.04,0.03,6.18,2.53,0.01,0.70,1.79,224541806854 ns,760399961767,3.387 GHz,1927624127355,2.53,224522.06 msec,1.000,760409396462,3.387 GHz,43,425035474462,5380529831,224522.41 msec,1.000,1366 C,381211196688,1935960751,0.51%,0,313032576873,1623015,1623015,0,3448082578,1240296400,35.971,598176808645,2448226594,0.41%,194305919,74728792,38.46%,142140186,597929894294,10709935,0.00%,183608,41552550,22631.12%,0,0
9,Python 3.10.11,binarytrees_compatible_all.py 21,1.00,0.40,0.63,0.29,0.04,0.03,6.16,2.53,0.01,0.70,1.78,226089639381 ns,762960082863,3.375 GHz,1925579901521,2.52,226070.94 msec,1.000,762936836394,3.375 GHz,58,427963476820,5417586313,226071.31 msec,1.000,1384 C,381081743248,1939517542,0.51%,0,313426034964,1622983,1622983,0,3361747436,1233257128,36.685,598240040348,2465195873,0.41%,198195988,74501370,37.59%,145403309,597806577994,10679716,0.00%,551961,42915501,7775.10%,0,0
10,Python 3.10.11,binarytrees_compatible_all.py 21,1.00,0.40,0.63,0.29,0.05,0.03,6.16,2.52,0.01,0.70,1.75,230804856163 ns,765762198473,3.318 GHz,1928572931453,2.52,230782.56 msec,1.000,765751807038,3.318 GHz,36,436828043389,5529848049,230782.93 msec,1.000,1455 C,382218891934,1977937652,0.52%,0,312601579417,1622998,1622998,0,3530248504,1262222901,35.755,598095269754,2491399929,0.42%,204963189,70531599,34.41%,164116229,598346326052,10788869,0.00%,1250591,42529427,3400.75%,0,0
