version,release_date,appplication,no_measurement,timestamp,pid,command,time,virt,res,shr,percent_cpu,percent_mem,nTH,P,TIME,SWAP,CODE,DATA,nMaj,nMin,nDRT,USED,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,Unnamed: 43
1.8.0_382,2023-07-18,nbody.java 50000000,0,1693915977,922172,java,0:00.18,6832684,28368,18496,100.0,0.2,20,1,0:00,0,4,451924,8,3102,0,28368,298,1,282,15,0,14.0,4.4,0.0,81.6,0.0,0.0,0.0,0.0,15794.9 MiB,7066.3 MiB,1713.1 MiB,7015.5 MiB,4096.0 MiB,3676.2 MiB,419.8 MiB,13336.3 MiB,
1.8.0_382,2023-07-18,nbody.java 50000000,1,1693915978,922172,java,0:01.35,6832684,28368,18496,100.0,0.2,20,1,0:01,0,4,451924,8,3102,0,28368,298,1,282,15,0,12.4,0.8,0.0,86.8,0.0,0.0,0.0,0.0,15794.9 MiB,7063.8 MiB,1715.3 MiB,7015.7 MiB,4096.0 MiB,3676.2 MiB,419.8 MiB,13334.0 MiB,
1.8.0_382,2023-07-18,nbody.java 50000000,2,1693915979,922172,java,0:02.52,6832684,28368,18496,93.8,0.2,20,1,0:02,0,4,451924,8,3102,0,28368,298,1,282,15,0,13.1,0.8,0.0,86.2,0.0,0.0,0.0,0.0,15794.9 MiB,7066.8 MiB,1720.2 MiB,7007.9 MiB,4096.0 MiB,3676.2 MiB,419.8 MiB,13336.9 MiB,
1.8.0_382,2023-07-18,nbody.java 50000000,3,1693915980,922172,java,0:03.69,6832684,28368,18496,93.8,0.2,20,1,0:03,0,4,451924,8,3102,0,28368,298,1,282,15,0,13.8,0.0,0.0,86.2,0.0,0.0,0.0,0.0,15794.9 MiB,7066.6 MiB,1720.6 MiB,7007.7 MiB,4096.0 MiB,3676.2 MiB,419.8 MiB,13336.7 MiB,
9.0.4,2018-01-16,nbody.java 50000000,0,1693916264,923026,java,0:00.21,7962284,34268,17568,131.2,0.2,34,2,0:00,0,4,371640,8,4806,0,34268,296,1,280,15,0,18.2,2.3,0.0,79.5,0.0,0.0,0.0,0.0,15794.9 MiB,7028.4 MiB,1716.5 MiB,7049.9 MiB,4096.0 MiB,3676.2 MiB,419.8 MiB,13333.1 MiB,
9.0.4,2018-01-16,nbody.java 50000000,1,1693916265,923026,java,0:01.38,7962284,34268,17568,100.0,0.2,34,2,0:01,0,4,371640,8,4807,0,34268,296,1,280,15,0,13.7,0.8,0.0,85.5,0.0,0.0,0.0,0.0,15794.9 MiB,7026.2 MiB,1718.4 MiB,7050.3 MiB,4096.0 MiB,3676.2 MiB,419.8 MiB,13331.0 MiB,
9.0.4,2018-01-16,nbody.java 50000000,2,1693916267,923026,java,0:02.55,7962284,34268,17568,100.0,0.2,34,2,0:02,0,4,371640,8,4807,0,34268,296,1,280,15,0,13.1,0.8,0.0,86.2,0.0,0.0,0.0,0.0,15794.9 MiB,7027.9 MiB,1724.6 MiB,7042.3 MiB,4096.0 MiB,3676.2 MiB,419.8 MiB,13332.7 MiB,
9.0.4,2018-01-16,nbody.java 50000000,3,1693916268,923026,java,0:03.72,7962284,34268,17568,106.7,0.2,34,2,0:03,0,4,371640,8,4807,0,34268,296,1,280,15,0,12.3,1.5,0.0,86.2,0.0,0.0,0.0,0.0,15794.9 MiB,7027.9 MiB,1724.6 MiB,7042.3 MiB,4096.0 MiB,3676.2 MiB,419.8 MiB,13332.7 MiB,
10.0.2,2018-07-17,nbody.java 50000000,0,1693916552,923892,java,0:00.21,7954164,33208,17476,125.0,0.2,34,4,0:00,0,4,371220,8,4753,0,33208,296,1,280,15,0,17.3,2.3,0.0,80.5,0.0,0.0,0.0,0.0,15794.9 MiB,6983.4 MiB,1727.0 MiB,7084.4 MiB,4096.0 MiB,3676.2 MiB,419.8 MiB,13322.5 MiB,
10.0.2,2018-07-17,nbody.java 50000000,1,1693916553,923892,java,0:01.38,7954164,33208,17476,100.0,0.2,34,4,0:01,0,4,371220,8,4753,0,33208,296,1,280,15,0,13.2,0.0,0.0,86.8,0.0,0.0,0.0,0.0,15794.9 MiB,6982.2 MiB,1728.1 MiB,7084.6 MiB,4096.0 MiB,3676.2 MiB,419.8 MiB,13321.3 MiB,
