test,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,g++-9 9.5.0,nbody_2_original.c 50000000,1.00,0.34,0.75,0.00,0.00,0.25,7.00,2.99,0.00,0.00,2.16,2799374200 ns,11395594342,4.072 GHz,33971087641,2.98,2798.85 msec,1.000,11373850264,4.064 GHz,2,5277274200,66851559,2798.85 msec,1.000,23 C,744105362,32134,0.00%,0,5056620867,142,142,0,475677,30264,6.362,8017776627,134906,0.00%,21172,731,3.45%,395045,8212494024,508,0.00%,3212,3904,121.54%,0,0
2,g++-9 9.5.0,nbody_2_original.c 50000000,1.00,0.34,0.74,0.00,0.00,0.25,7.00,2.99,0.00,0.00,2.15,2790352215 ns,11348320931,4.068 GHz,33986646367,3.01,2789.82 msec,1.000,11357408894,4.071 GHz,1,5273291508,66757986,2789.82 msec,1.000,21 C,755477948,21838,0.00%,0,5135941644,142,142,0,145292,23184,15.957,8204282591,112316,0.00%,9416,697,7.40%,330565,8154236923,1101,0.00%,3225,2948,91.41%,0,0
3,g++-9 9.5.0,nbody_2_original.c 50000000,1.00,0.33,0.75,0.00,0.00,0.25,7.01,2.99,0.00,0.00,2.16,2778011358 ns,11319719581,4.076 GHz,33845407691,2.99,2777.44 msec,1.000,11322636354,4.077 GHz,1,5248980498,66438543,2777.45 msec,1.000,19 C,751350188,17765,0.00%,0,5110167890,141,141,0,108209,17446,16.123,8168565116,97771,0.00%,5365,481,8.97%,300575,8166071516,126,0.00%,2106,2698,128.11%,0,0
4,g++-9 9.5.0,nbody_2_original.c 50000000,1.00,0.33,0.75,0.00,0.00,0.25,7.00,2.99,0.00,0.00,2.16,2778904517 ns,11328383192,4.077 GHz,33858360862,2.99,2778.29 msec,1.000,11336610227,4.080 GHz,0,5252885740,66499693,2778.29 msec,1.000,18 C,751725964,21772,0.00%,0,5105935054,145,145,0,200312,13987,6.983,8156222296,101002,0.00%,9487,149,1.57%,298485,8156938319,71,0.00%,2604,3228,123.96%,0,0
5,g++-9 9.5.0,nbody_2_original.c 50000000,1.00,0.33,0.75,0.00,0.00,0.25,6.97,2.98,0.00,0.00,2.15,2780418567 ns,11319068080,4.072 GHz,33832508460,2.99,2779.82 msec,1.000,11337292301,4.078 GHz,1,5254100792,66521872,2779.82 msec,1.000,16 C,751911019,20973,0.00%,0,5112192038,143,143,0,143763,19500,13.564,8167823982,93698,0.00%,6160,702,11.40%,300739,8166278366,102,0.00%,2029,2361,116.36%,0,0
6,g++-9 9.5.0,nbody_2_original.c 50000000,1.00,0.33,0.75,0.00,0.00,0.25,7.01,2.99,0.00,0.00,2.16,2777491238 ns,11325705770,4.078 GHz,33872317703,2.99,2777.03 msec,1.000,11322446288,4.077 GHz,1,5247277414,66432115,2777.03 msec,1.000,14 C,751094239,20189,0.00%,0,5100557923,146,146,0,191740,24599,12.829,8152923152,103535,0.00%,8386,457,5.45%,319423,8164090591,165,0.00%,2264,2540,112.19%,0,0
7,g++-9 9.5.0,nbody_2_original.c 50000000,1.00,0.33,0.75,0.00,0.00,0.25,7.00,2.99,0.00,0.00,2.16,2780231400 ns,11339873215,4.080 GHz,33911058380,2.99,2779.67 msec,1.000,11338183836,4.079 GHz,0,5253724294,66504350,2779.67 msec,1.000,12 C,751570269,18010,0.00%,0,5104825706,142,142,0,130135,24015,18.454,8158746862,107490,0.00%,11451,2163,18.89%,297497,8154548281,23,0.00%,2076,2803,135.02%,0,0
8,g++-9 9.5.0,nbody_2_original.c 50000000,1.00,0.33,0.75,0.00,0.00,0.25,7.01,2.99,0.00,0.00,2.16,2782029405 ns,11329221956,4.073 GHz,33871070071,2.99,2781.22 msec,1.000,11329767255,4.074 GHz,3,5254830444,66520862,2781.22 msec,1.000,3 C,751509344,25550,0.00%,0,5105884200,140,140,0,404374,78737,19.471,8153990315,155396,0.00%,25883,1470,5.68%,379302,8159558059,126,0.00%,3192,2259,70.77%,0,0
9,g++-9 9.5.0,nbody_2_original.c 50000000,1.00,0.34,0.74,0.00,0.00,0.26,7.00,2.98,0.00,0.00,2.16,2793781700 ns,11365038564,4.069 GHz,33843100382,2.97,2793.17 msec,1.000,11371336061,4.071 GHz,0,5278359823,66817935,2793.17 msec,1.000,10 C,751201681,19367,0.00%,0,5099521855,146,146,0,161646,25069,15.509,8141257998,102617,0.00%,5396,1785,33.08%,313924,8159004204,0,0.00%,2729,4063,148.88%,0,0
10,g++-9 9.5.0,nbody_2_original.c 50000000,1.00,0.33,0.75,0.00,0.00,0.25,7.01,2.99,0.00,0.00,2.16,2795293382 ns,11389503518,4.075 GHz,33466664321,2.94,2794.72 msec,1.000,11379048658,4.072 GHz,0,5274297359,66777997,2794.73 msec,1.000,10 C,745266820,31223,0.00%,0,5027365079,141,141,0,334390,25713,7.690,8097151559,129410,0.00%,17111,627,3.66%,345501,8220360039,15,0.00%,1754,4978,283.81%,0,0
