test,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,g++-4.9 4.9.3,nbody_2.c 50000000,0.99,0.32,0.77,0.12,0.00,0.11,7.11,3.16,0.00,0.00,2.15,8155551666 ns,32921050603,4.037 GHz,104079296761,3.16,8154.04 msec,1.000,32922587938,4.038 GHz,3,15344466233,194285650,8154.05 msec,1.000,3 C,16411962285,1163487,0.01%,0,15668596460,137,137,0,1048453,76185,7.266,30988017197,465339,0.00%,84358,15366,18.22%,1198801,31037068668,619,0.00%,57016,15934,27.95%,0,0
2,g++-4.9 4.9.3,nbody_2.c 50000000,1.00,0.32,0.77,0.12,0.00,0.11,7.10,3.15,0.00,0.00,2.16,8097861155 ns,32992380965,4.075 GHz,104095168290,3.16,8096.94 msec,1.000,32982234726,4.073 GHz,3,15294242459,193616449,8096.95 msec,1.000,3 C,16407988017,79297,0.00%,0,15653324620,137,137,0,375261,70892,18.891,31010385244,318715,0.00%,23451,2616,11.16%,790558,31015338328,295,0.00%,27944,6119,21.90%,0,0
3,g++-4.9 4.9.3,nbody_2.c 50000000,0.99,0.32,0.77,0.13,0.00,0.11,7.10,3.16,0.00,0.00,2.13,8228194531 ns,32928832731,4.002 GHz,103997043959,3.16,8227.11 msec,1.000,32901747746,3.999 GHz,7,15455338094,195625777,8227.12 msec,1.000,2 C,16386862711,163285,0.00%,0,15664238924,137,137,0,618501,39612,6.405,31019025082,371752,0.00%,41543,2056,4.95%,867213,31016337750,335,0.00%,51712,10222,19.77%,0,0
4,g++-4.9 4.9.3,nbody_2.c 50000000,1.00,0.32,0.77,0.12,0.00,0.11,7.11,3.16,0.00,0.00,1.95,8968423517 ns,32922080482,3.671 GHz,104040971428,3.16,8966.97 msec,1.000,32928469586,3.672 GHz,8,16928178946,214293440,8966.99 msec,1.000,2 C,16411000065,130059,0.00%,0,15663193614,137,137,0,1073055,89244,8.317,31008619783,507799,0.00%,77659,3479,4.48%,1222497,31013015723,389,0.00%,57458,13973,24.32%,0,0
5,g++-4.9 4.9.3,nbody_2.c 50000000,0.98,0.32,0.77,0.13,0.00,0.11,7.10,3.15,0.00,0.00,2.09,8442119250 ns,32950497467,3.904 GHz,104042175325,3.16,8440.92 msec,1.000,32954871802,3.904 GHz,10,15735607413,199262160,8440.93 msec,1.000,2 C,16409795673,100166,0.00%,0,15650822909,136,136,0,598057,48345,8.084,31058309667,427753,0.00%,43256,3227,7.46%,923466,30987626611,54,0.00%,143466,22019,15.35%,0,0
6,g++-4.9 4.9.3,nbody_2.c 50000000,0.99,0.32,0.77,0.13,0.00,0.11,7.10,3.15,0.00,0.00,1.93,9055786111 ns,32960753032,3.640 GHz,104056097411,3.16,9054.28 msec,1.000,32959612118,3.640 GHz,11,17056747205,215905466,9054.30 msec,1.000,2 C,16391587172,115046,0.00%,0,15667223122,141,141,0,1104328,75408,6.828,31020175795,559813,0.00%,80464,6667,8.29%,1278956,31023810021,1542,0.00%,93221,17056,18.30%,0,0
7,g++-4.9 4.9.3,nbody_2.c 50000000,0.98,0.32,0.77,0.13,0.00,0.11,7.11,3.16,0.00,0.00,2.09,8446676275 ns,32939539305,3.900 GHz,103956599126,3.15,8445.55 msec,1.000,32968495034,3.904 GHz,4,15748588250,199389952,8445.56 msec,1.000,3 C,16415373718,102877,0.00%,0,15651596247,137,137,0,507522,29080,5.730,30993843114,414304,0.00%,35182,2033,5.78%,906558,31042313481,0,0.00%,132247,10301,7.79%,0,0
8,g++-4.9 4.9.3,nbody_2.c 50000000,0.99,0.32,0.77,0.13,0.00,0.11,7.10,3.16,0.00,0.00,2.07,8483273339 ns,32947962348,3.884 GHz,104084798248,3.16,8482.27 msec,1.000,32944019056,3.884 GHz,4,15922736918,201585604,8482.28 msec,1.000,2 C,16414360663,111369,0.00%,0,15675779503,139,139,0,568086,48050,8.458,31016566825,406736,0.00%,36987,1933,5.23%,899312,31036949930,475,0.00%,79938,7079,8.86%,0,0
9,g++-4.9 4.9.3,nbody_2.c 50000000,0.99,0.32,0.76,0.12,0.00,0.12,7.09,3.12,0.00,0.00,2.06,8644749869 ns,33319158193,3.855 GHz,104037074366,3.12,8643.59 msec,1.000,33302374130,3.853 GHz,2,16153961427,204487046,8643.62 msec,1.000,2 C,16397046168,112443,0.00%,0,15651961456,138,138,0,535144,57423,10.730,31004892412,481195,0.00%,58958,14116,23.94%,923085,31049487652,46,0.00%,110926,8432,7.60%,0,0
10,g++-4.9 4.9.3,nbody_2.c 50000000,0.99,0.32,0.77,0.13,0.00,0.11,7.10,3.16,0.00,0.00,1.91,9172694223 ns,32970674666,3.595 GHz,104009913676,3.15,9171.13 msec,1.000,32965353431,3.594 GHz,12,17276705931,218688253,9171.15 msec,1.000,2 C,16388551075,154599,0.00%,0,15656573936,136,136,0,1481649,119301,8.052,31009093446,561945,0.00%,79599,4640,5.83%,1358261,31023049244,914,0.00%,93843,16763,17.86%,0,0
