version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
g++-4.4 4.4.7,nbody_2.c 50000000,1.00,0.31,0.77,0.13,0.00,0.09,7.29,3.22,0.00,0.00,2.12,9084423054.50,36224765175.20,3.99,116511628541.90,3.21,9083.13,1.00,36222841731.70,3.99,5.50,17100599959.70,216479167.80,9083.15,1.00,3.80,17191995728.20,253919.40,0.00,0.00,17560868877.70,137.90,137.90,0.00,935447.50,81527.30,8.74,31386414620.30,456698.70,0.00,59491.60,4920.70,8.10,1090460.90,31377928724.30,963.20,0.00,57345.40,11045.30,28.82,0.00,0.00
g++-4.6 4.6.4,nbody_2.c 50000000,0.99,0.30,0.82,0.11,0.00,0.08,7.44,3.36,0.00,0.00,2.11,9454208281.80,37489549697.00,3.97,125967905749.70,3.36,9452.96,1.00,37473592531.20,3.97,5.30,17749092166.90,224710726.40,9452.98,1.00,3.50,17639755504.80,263277.30,0.00,0.00,17870763027.60,137.40,137.40,0.00,920105.20,79075.40,8.81,34234305465.30,479883.20,0.00,61064.50,4964.70,9.34,1290639.10,34221841211.20,666.90,0.00,76966.10,11926.40,19.76,0.00,0.00
g++-4.7 4.7.4,nbody_2.c 50000000,0.99,0.31,0.78,0.12,0.00,0.09,7.18,3.23,0.00,0.00,2.10,9662576058.30,38198122787.80,3.96,123517831706.00,3.23,9661.35,1.00,38203024629.30,3.96,6.80,18171223990.80,230040588.90,9661.37,1.00,3.70,18378178211.50,194482.20,0.00,0.00,17677608342.20,137.50,137.50,0.00,1092833.00,323359.00,19.71,33122413882.60,536071.00,0.00,88795.40,31497.50,18.29,1248870.20,33129205178.20,2114.80,0.00,69625.50,9787.80,20.18,0.00,0.00
g++-4.8 4.8.5,nbody_2.c 50000000,0.99,0.31,0.79,0.12,0.00,0.08,7.22,3.20,0.00,0.00,2.07,9003729694.80,34958115576.60,3.89,111693496956.70,3.20,9002.54,1.00,34968521262.40,3.89,5.10,16886890965.40,213753296.10,9002.56,1.00,2.00,16809560253.20,103725.90,0.00,0.00,15852161816.30,137.60,137.60,0.00,765984.50,65719.40,8.59,33169195747.90,463028.50,0.00,57641.00,5143.30,8.82,1084576.20,33172773623.70,859.80,0.00,92214.20,11511.70,16.32,0.00,0.00
g++-4.9 4.9.3,nbody_2.c 50000000,0.99,0.32,0.77,0.13,0.00,0.11,7.10,3.15,0.00,0.00,2.05,8569532993.60,32985292979.20,3.86,104039913859.00,3.15,8568.28,1.00,32982976556.70,3.86,6.40,16091657287.60,203713979.70,8568.29,1.00,2.30,16403452754.70,223262.80,0.00,0.00,15660331079.10,137.50,137.50,0.00,791005.60,65354.00,8.88,31012892856.50,451535.10,0.00,56145.70,5613.30,9.53,1036870.70,31024499740.80,466.90,0.00,84777.10,12789.80,16.97,0.00,0.00
g++-5 5.5.0,nbody_2.c 50000000,0.99,0.31,0.78,0.12,0.00,0.10,7.17,3.19,0.00,0.00,2.05,8734753115.40,33572377389.00,3.85,107091319169.40,3.19,8733.57,1.00,33571917921.70,3.85,5.50,16443635586.60,208170154.50,8733.59,1.00,2.70,16356683850.90,537877.40,0.00,0.00,15667302190.00,138.50,138.50,0.00,767605.20,73838.20,10.13,31857049542.50,461508.10,0.00,56673.70,3545.50,6.64,1038975.20,31863641501.20,952.20,0.00,71239.20,69213.70,106.78,0.00,0.00
g++-6 6.5.0,nbody_2.c 50000000,0.99,0.31,0.79,0.11,0.00,0.10,7.30,3.24,0.00,0.00,2.07,8276647428.80,32001730167.50,3.87,103723301756.90,3.24,8275.39,1.00,31998939071.40,3.87,7.30,15513236760.90,196366712.40,8275.41,1.00,2.00,16356003578.80,106673.90,0.00,0.00,15459087612.10,137.50,137.50,0.00,871479.70,101654.30,10.01,30355168737.80,444319.80,0.00,57245.40,4300.30,7.07,1048673.20,30361727525.40,817.60,0.00,94160.00,4801120.30,7745.14,0.00,0.00
g++-7 7.5.0,nbody_2.c 50000000,0.99,0.31,0.79,0.11,0.00,0.10,7.21,3.22,0.00,0.00,2.06,8572077001.20,33115053450.70,3.87,106739367253.70,3.22,8570.93,1.00,33121421396.50,3.87,7.20,16141247155.30,204326433.00,8570.94,1.00,2.70,16356607058.00,89153.50,0.00,0.00,15713207927.80,137.50,137.50,0.00,847893.30,85964.60,9.84,31402457750.00,450572.40,0.00,60806.70,3501.60,5.96,1052302.70,31405959424.70,1138.90,0.00,70204.60,13438.60,25.74,0.00,0.00
g++-8 ,nbody_2.c 50000000,0.99,0.31,0.77,0.14,0.00,0.09,7.11,3.18,0.00,0.00,2.08,8201407535.20,31912355482.10,3.90,101274952312.00,3.17,8200.20,1.00,31914035234.30,3.90,6.30,15370736836.00,194585241.50,8200.21,1.00,1.80,16653748028.50,77168.80,0.00,0.00,15616391985.20,137.70,137.70,0.00,851546.90,89813.00,10.42,29225850132.60,465379.40,0.00,67944.00,4364.10,6.62,1126664.60,29222900635.80,431.20,0.00,96626.40,11485.90,14.17,0.00,0.80
g++-9 9.5.0,nbody_2.c 50000000,0.99,0.31,0.77,0.13,0.00,0.10,7.03,3.19,0.00,0.00,2.08,8446608083.30,32849635894.10,3.89,104738902834.20,3.19,8445.51,1.00,32844888384.40,3.89,6.00,15858805911.70,200744017.30,8445.52,1.00,2.90,16693078569.30,101330.60,0.00,0.00,16001058013.00,138.00,138.00,0.00,792345.50,86477.90,10.13,29978686432.40,438488.30,0.00,50609.50,3451.60,6.77,1093176.40,29966292328.00,1013.70,0.00,79856.30,11156.40,25.42,0.00,0.00
