test,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,20.0.2,binarytrees.java 21,0.99,0.88,0.30,0.08,0.01,0.60,3.92,1.18,0.08,14.13,2.00,1895198743 ns,36484102547,3.439 GHz,43742071051,1.22,10607.18 msec,5.597,37098015994,3.497 GHz,183,18670254562,238078381,10607.84 msec,5.597,1019 C,7915435167,13162877,0.17%,0,8981674610,576093,576084,8,765042979,549115445,71.776,10670232643,426535879,4.00%,24866326,13950555,56.10%,10182858,10030382891,8725262,0.09%,540026,865081,160.19%,0,0
2,20.0.2,binarytrees.java 21,0.99,0.90,0.29,0.08,0.01,0.62,3.88,1.15,0.06,13.62,2.00,1871963037 ns,35832666499,3.391 GHz,40326382304,1.12,10565.34 msec,5.644,36080713135,3.415 GHz,157,17976705415,229333843,10565.99 msec,5.644,867 C,7563733368,10801550,0.14%,0,8896596942,439554,439545,8,777140733,597267351,76.854,10513569123,442580421,4.21%,23958504,12546452,52.37%,14005958,10320177201,9065759,0.09%,478668,929623,194.21%,0,0
3,20.0.2,binarytrees.java 21,0.99,0.88,0.29,0.06,0.01,0.61,4.00,1.15,0.07,14.32,2.00,1870887755 ns,37112035726,3.505 GHz,43320365334,1.20,10588.20 msec,5.659,37595968062,3.551 GHz,180,18720851112,233461891,10588.78 msec,5.660,793 C,7754286508,12269845,0.16%,0,8577102726,438807,438798,8,747914513,574063170,76.755,10593019096,440706446,4.16%,25329774,13074523,51.62%,14943653,10100687537,8594759,0.09%,121179,484168,399.55%,0,0
4,20.0.2,binarytrees.java 21,0.99,0.92,0.28,0.07,0.01,0.62,3.94,1.12,0.06,13.99,1.99,1865857635 ns,36379790267,3.418 GHz,41285114257,1.14,10643.66 msec,5.704,36925906664,3.469 GHz,153,18673983780,230596307,10644.30 msec,5.705,609 C,7818540526,12045784,0.15%,0,9053170196,439618,439609,8,805638284,606303309,75.258,10581625834,438534893,4.14%,24774626,13270522,53.56%,12357845,9950065464,8707036,0.09%,350294,841116,240.12%,0,0
5,20.0.2,binarytrees.java 21,0.99,0.88,0.29,0.08,0.01,0.60,3.78,1.16,0.07,14.22,1.95,1907974924 ns,36000852735,3.386 GHz,43549524799,1.24,10631.70 msec,5.572,36531076472,3.436 GHz,155,18685117206,235506553,10632.37 msec,5.573,564 C,7908036736,12451394,0.16%,0,8867515018,458405,458396,8,738656565,572029441,77.442,10515425503,422709509,4.02%,24835675,13756908,55.39%,14433884,9977269287,8676797,0.09%,328125,727324,221.66%,0,0
6,20.0.2,binarytrees.java 21,0.99,0.88,0.30,0.07,0.01,0.61,4.05,1.16,0.06,13.59,1.93,1894435232 ns,35125798003,3.280 GHz,42036958298,1.18,10709.32 msec,5.653,35544177475,3.319 GHz,152,18418847802,234690488,10709.91 msec,5.653,504 C,7872848165,10530209,0.13%,0,8687637864,436117,436108,8,738161369,557591905,75.538,10134790574,425237967,4.20%,25159112,13238470,52.62%,19342224,10142409148,8430165,0.08%,561614,972782,173.21%,0,0
7,20.0.2,binarytrees.java 21,0.99,0.86,0.30,0.09,0.01,0.59,3.96,1.21,0.07,13.88,1.88,1947132586 ns,35240903492,3.266 GHz,42960998454,1.23,10789.68 msec,5.541,35646829141,3.304 GHz,176,19060330623,240541161,10790.34 msec,5.542,482 C,7899517669,11423475,0.14%,0,9010651356,459589,459580,8,788119102,577148885,73.231,10169500885,419112764,4.12%,23951300,12608699,52.64%,16726142,10157165531,9366772,0.09%,420054,655902,156.15%,0,0
8,20.0.2,binarytrees.java 21,0.99,0.88,0.30,0.07,0.01,0.61,4.17,1.20,0.08,13.55,1.84,1944594260 ns,34974601479,3.182 GHz,41524038918,1.21,10989.80 msec,5.651,35102317860,3.194 GHz,136,19293485841,243329443,10990.45 msec,5.652,510 C,7845942891,11082944,0.14%,0,8910202850,438813,438801,11,796599436,580429477,72.863,10346076104,437240673,4.23%,22856354,11512475,50.37%,16273103,9764866737,8640647,0.09%,784378,939084,119.72%,0,427
9,20.0.2,binarytrees.java 21,0.99,0.83,0.31,0.09,0.01,0.58,4.02,1.24,0.07,14.02,1.82,1918764691 ns,33578111657,3.128 GHz,41754714248,1.25,10733.24 msec,5.594,34033880855,3.171 GHz,151,18665673235,234394001,10733.92 msec,5.594,420 C,7531150579,12514027,0.17%,0,8568431924,433344,433335,8,765064028,575685434,75.247,10235438415,427408388,4.18%,23222325,12462494,53.67%,12234703,10105304746,8817517,0.09%,508370,853783,167.95%,0,0
10,20.0.2,binarytrees.java 21,0.99,0.82,0.31,0.07,0.01,0.60,3.98,1.20,0.07,13.20,1.79,1920350391 ns,32915010950,3.045 GHz,39927454144,1.22,10807.79 msec,5.628,33282678952,3.079 GHz,178,18538170761,231736040,10808.45 msec,5.628,429 C,7426119169,10397411,0.14%,0,8754051694,435392,435383,8,783135708,602747007,76.966,10407519992,444709530,4.27%,27969391,14690037,52.52%,13942106,10317816187,9587055,0.09%,319435,650237,203.56%,0,4
