version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
v0.8.28,binaryTrees_7.js 21,21.2216,1142.7,1695112856.128454,0.00,0.00,522.70,12.80,4082.10,1896.00,2.22,36102.40,0.00,47.90,413.60,1186.10,2245.80,15924.90,1.60,5959.60,588.20,10461.30,0.00,0.08,0.10,0.15,7.44,0.00,6.69,1.81,70.84,14.46,0.17,13.63,58.94,90.50,90.90,98.82,450.00,300.00,102.88,99.26,0.89,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,377.89,316.70,0.20,31.14,0.00,0.00
v0.10.48,binaryTrees_7.js 21,25.8824,1263.4,1695113932.796397,0.00,0.00,499.50,13.59,3658.60,1896.00,2.10,41244.90,0.00,233.10,3079.50,2383.20,2833.80,19578.20,4.70,7149.20,273.60,9472.80,0.00,0.20,0.16,0.17,7.54,0.00,7.11,0.70,70.46,15.00,0.15,12.57,58.69,84.40,84.70,98.74,446.60,373.30,108.37,99.53,0.87,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,374.34,301.16,0.23,34.62,0.00,0.00
v0.12.18,binaryTrees_7.js 21,24.1573,1222.5,1695115069.707222,0.00,0.00,473.40,13.29,3562.10,1896.00,2.15,14044.80,0.00,37.90,271.90,273.70,156.70,435.80,2.00,2953.30,65.70,5684.60,0.00,0.05,0.03,0.01,0.15,0.00,4.39,0.20,81.84,13.43,0.01,0.21,73.05,82.00,82.60,98.68,450.00,360.00,105.16,99.73,0.90,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,316.16,250.21,0.24,26.40,0.00,0.00
v1.8.4,binaryTrees_7.js 21,21.9834,1169.7,1695116142.585684,0.00,0.00,460.30,13.09,3515.70,1896.00,2.20,13199.90,0.00,45.90,239.30,231.70,148.60,430.50,1.20,2883.50,83.40,5294.90,0.00,0.06,0.03,0.02,0.16,0.00,4.76,0.27,81.57,13.50,0.02,0.23,73.16,82.60,82.90,98.66,448.30,373.30,104.64,99.73,0.91,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,288.94,228.59,0.22,24.89,0.00,0.00
v2.5.0,binaryTrees_7.js 21,25.1545,1218,1695117206.376593,0.00,0.00,458.30,13.06,3509.90,1896.00,2.08,14061.20,0.00,20.00,198.70,234.90,146.80,476.60,0.70,3039.20,38.20,5552.80,0.00,0.05,0.02,0.01,0.17,0.00,4.37,0.10,82.18,13.36,0.02,0.26,73.31,79.20,79.60,98.68,448.30,343.30,104.13,99.76,0.90,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,319.81,251.49,0.24,27.02,0.00,0.00
v3.3.1,binaryTrees_7.js 21,23.3744,1260,1695118318.743911,0.00,0.00,456.50,13.08,3491.30,1896.00,2.02,13153.60,0.00,31.70,288.40,273.00,170.90,409.60,2.00,2585.70,39.70,5315.00,0.00,0.08,0.04,0.02,0.13,0.00,4.07,0.11,82.44,13.37,0.02,0.19,73.34,78.70,79.30,98.66,450.00,300.00,104.09,99.77,0.90,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,294.58,230.88,0.22,25.78,0.00,0.00
v4.9.1,binaryTrees_7.js 21,21.4326,1214.5,1695119373.146775,0.00,0.00,453.60,13.08,3467.70,1896.00,2.09,12351.70,0.00,22.60,288.00,286.90,181.70,386.10,0.70,2532.90,32.10,4965.40,0.00,0.11,0.04,0.02,0.14,0.00,4.32,0.10,82.16,13.54,0.02,0.19,73.16,79.10,79.80,98.62,450.00,315.00,104.36,99.75,0.94,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,271.76,213.03,0.21,24.39,0.00,0.00
v5.12.0,binaryTrees_7.js 21,21.624,1208.4,1695120388.259851,0.00,0.00,456.20,13.13,3475.30,1896.00,2.07,12391.20,0.00,27.50,227.60,250.50,130.10,376.80,1.60,2704.70,42.50,5141.00,0.00,0.07,0.04,0.02,0.14,0.00,4.52,0.12,81.92,13.44,0.02,0.21,73.20,78.70,78.80,98.65,446.60,371.60,104.38,99.76,0.93,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,275.51,216.25,0.21,24.68,0.00,0.00
v6.17.1,binaryTrees_7.js 21,23.4542,1268.4,1695121432.147111,0.00,0.00,472.90,13.87,3410.50,1896.00,2.06,99463.40,0.00,43.60,22986.50,8055.00,153.20,436.70,1.00,3071.00,101.90,5765.30,0.00,0.34,0.17,0.02,0.15,0.00,4.75,0.28,80.40,14.24,0.02,0.20,71.67,77.30,78.50,98.65,450.00,345.00,108.26,99.75,0.92,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,296.38,232.35,0.22,26.23,0.00,0.00
v7.10.1,binaryTrees_7.js 21,23.7807,1386,1695122510.667334,0.00,0.00,495.10,14.65,3378.30,1896.00,2.03,262468.80,0.00,70.90,77832.60,2918.60,136.10,360.20,1.60,2909.10,36.30,5757.40,0.00,1.10,0.14,0.02,0.14,0.00,4.43,0.13,79.39,15.47,0.03,0.19,69.66,78.60,79.30,98.67,448.30,343.30,113.35,99.61,0.92,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.46,235.54,0.22,26.52,0.00,0.00
