test,release_date,path,version,appplication,no_measurement,timestamp,pid,command,time,virt,res,shr,percent_cpu,percent_mem,nTH,P,TIME,SWAP,CODE,DATA,nMaj,nMin,nDRT,USED,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,Unnamed: 44
2,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,2,1695029780,2588791,nbody_2_g++-4.4,0:02.51,6647808,1961984,1785856,100.0,0.0,1.0,0.0,0:02,0,0,569344,0,212992,0.0,1961984,321,2,281,38,0,12.2,1.5,0.0,86.3,0.0,0.0,0.0,0.0,15794.9 MiB,3259.3 MiB,2040.1 MiB,10495.5 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13126.7 MiB,
2,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,3,1695029781,2588791,nbody_2_g++-4.4,0:03.68,6647808,1961984,1785856,100.0,0.0,1.0,0.0,0:03,0,0,569344,0,212992,0.0,1961984,321,2,281,38,0,13.6,0.8,0.0,85.6,0.0,0.0,0.0,0.0,15794.9 MiB,3259.5 MiB,2039.8 MiB,10495.5 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13126.9 MiB,
2,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,4,1695029782,2588791,nbody_2_g++-4.4,0:04.85,6647808,1961984,1785856,100.0,0.0,1.0,0.0,0:04,0,0,569344,0,212992,0.0,1961984,321,2,281,38,0,13.5,2.3,0.0,82.0,2.3,0.0,0.0,0.0,15794.9 MiB,3255.1 MiB,2043.5 MiB,10496.3 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13123.2 MiB,
2,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,5,1695029783,2588791,nbody_2_g++-4.4,0:06.02,6647808,1961984,1785856,93.8,0.0,1.0,4.0,0:06,0,0,569344,0,212992,0.0,1961984,321,2,281,38,0,13.1,0.0,0.0,86.9,0.0,0.0,0.0,0.0,15794.9 MiB,3255.4 MiB,2043.1 MiB,10496.4 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13123.6 MiB,
2,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,6,1695029785,2588791,nbody_2_g++-4.4,0:07.19,6647808,1961984,1785856,93.8,0.0,1.0,4.0,0:07,0,0,569344,0,212992,0.0,1961984,321,2,281,38,0,12.4,0.8,0.0,86.8,0.0,0.0,0.0,0.0,15794.9 MiB,3254.6 MiB,2043.8 MiB,10496.5 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13122.9 MiB,
2,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,7,1695029786,2588791,nbody_2_g++-4.4,0:08.37,6647808,1961984,1785856,100.0,0.0,1.0,0.0,0:08,0,0,569344,0,212992,0.0,1961984,321,2,281,38,0,13.0,0.8,0.0,86.3,0.0,0.0,0.0,0.0,15794.9 MiB,3254.6 MiB,2043.8 MiB,10496.4 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13122.9 MiB,
3,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,0,1695029787,2588841,nbody_2_g++-4.4,0:00.16,6647808,2109440,1929216,100.0,0.0,1.0,3.0,0:00,0,0,569344,0,219136,0.0,2109440,321,2,281,38,0,13.8,0.0,0.0,86.2,0.0,0.0,0.0,0.0,15794.9 MiB,3245.3 MiB,2045.2 MiB,10504.4 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13113.5 MiB,
3,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,1,1695029788,2588841,nbody_2_g++-4.4,0:01.33,6647808,2109440,1929216,100.0,0.0,1.0,3.0,0:01,0,0,569344,0,219136,0.0,2109440,321,2,281,38,0,13.0,0.8,0.0,86.3,0.0,0.0,0.0,0.0,15794.9 MiB,3245.0 MiB,2045.4 MiB,10504.4 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13113.3 MiB,
3,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,2,1695029789,2588841,nbody_2_g++-4.4,0:02.50,6647808,2109440,1929216,93.8,0.0,1.0,3.0,0:02,0,0,569344,0,219136,0.0,2109440,321,2,281,38,0,12.3,0.8,0.0,86.9,0.0,0.0,0.0,0.0,15794.9 MiB,3259.8 MiB,2038.6 MiB,10496.4 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13128.0 MiB,
3,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,3,1695029791,2588841,nbody_2_g++-4.4,0:03.68,6647808,2109440,1929216,100.0,0.0,1.0,3.0,0:03,0,0,569344,0,219136,0.0,2109440,321,2,281,38,0,12.4,1.5,0.0,86.1,0.0,0.0,0.0,0.0,15794.9 MiB,3259.3 MiB,2039.1 MiB,10496.4 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13127.6 MiB,
3,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,4,1695029792,2588841,nbody_2_g++-4.4,0:04.86,6647808,2109440,1929216,100.0,0.0,1.0,7.0,0:04,0,0,569344,0,219136,0.0,2109440,321,2,281,38,0,12.3,1.5,0.0,86.2,0.0,0.0,0.0,0.0,15794.9 MiB,3259.5 MiB,2038.9 MiB,10496.4 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13127.8 MiB,
3,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,5,1695029793,2588841,nbody_2_g++-4.4,0:06.03,6647808,2109440,1929216,100.0,0.0,1.0,7.0,0:06,0,0,569344,0,219136,0.0,2109440,321,2,281,38,0,13.1,0.0,0.0,86.9,0.0,0.0,0.0,0.0,15794.9 MiB,3259.8 MiB,2038.6 MiB,10496.4 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13128.0 MiB,
3,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,6,1695029794,2588841,nbody_2_g++-4.4,0:07.20,6647808,2109440,1929216,100.0,0.0,1.0,7.0,0:07,0,0,569344,0,219136,0.0,2109440,321,2,281,38,0,13.0,0.8,0.0,86.3,0.0,0.0,0.0,0.0,15794.9 MiB,3259.1 MiB,2039.4 MiB,10496.4 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13127.3 MiB,
3,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,7,1695029795,2588841,nbody_2_g++-4.4,0:08.37,6647808,2109440,1929216,100.0,0.0,1.0,7.0,0:08,0,0,569344,0,219136,0.0,2109440,321,2,281,38,0,13.0,0.8,0.0,86.3,0.0,0.0,0.0,0.0,15794.9 MiB,3259.1 MiB,2039.4 MiB,10496.4 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13127.3 MiB,
4,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,0,1695029796,2588894,nbody_2_g++-4.4,0:00.16,6647808,1998848,1822720,100.0,0.0,1.0,3.0,0:00,0,0,569344,0,214016,0.0,1998848,321,2,281,38,0,13.7,0.8,0.0,85.5,0.0,0.0,0.0,0.0,15794.9 MiB,3250.2 MiB,2040.2 MiB,10504.4 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13118.5 MiB,
4,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,1,1695029798,2588894,nbody_2_g++-4.4,0:01.33,6647808,1998848,1822720,93.8,0.0,1.0,3.0,0:01,0,0,569344,0,214016,0.0,1998848,321,2,281,38,0,12.2,1.5,0.0,86.3,0.0,0.0,0.0,0.0,15794.9 MiB,3250.2 MiB,2040.2 MiB,10504.5 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13118.5 MiB,
4,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,2,1695029799,2588894,nbody_2_g++-4.4,0:02.51,6647808,1998848,1822720,100.0,0.0,1.0,3.0,0:02,0,0,569344,0,214016,0.0,1998848,321,2,281,38,0,13.1,0.0,0.0,86.9,0.0,0.0,0.0,0.0,15794.9 MiB,3264.0 MiB,2034.4 MiB,10496.5 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13132.2 MiB,
4,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,3,1695029800,2588894,nbody_2_g++-4.4,0:03.68,6647808,1998848,1822720,100.0,0.0,1.0,3.0,0:03,0,0,569344,0,214016,0.0,1998848,321,2,281,38,0,13.6,0.0,0.0,86.4,0.0,0.0,0.0,0.0,15794.9 MiB,3264.2 MiB,2034.2 MiB,10496.5 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13132.5 MiB,
4,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,4,1695029801,2588894,nbody_2_g++-4.4,0:04.85,6647808,1998848,1822720,100.0,0.0,1.0,3.0,0:04,0,0,569344,0,214016,0.0,1998848,321,2,281,38,0,13.1,0.8,0.0,86.2,0.0,0.0,0.0,0.0,15794.9 MiB,3264.2 MiB,2034.2 MiB,10496.5 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13132.5 MiB,
4,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,5,1695029802,2588894,nbody_2_g++-4.4,0:06.02,6647808,1998848,1822720,100.0,0.0,1.0,3.0,0:06,0,0,569344,0,214016,0.0,1998848,321,2,281,38,0,13.0,0.8,0.0,86.3,0.0,0.0,0.0,0.0,15794.9 MiB,3263.7 MiB,2034.7 MiB,10496.5 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13132.0 MiB,
4,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,6,1695029803,2588894,nbody_2_g++-4.4,0:07.19,6647808,1998848,1822720,93.8,0.0,1.0,3.0,0:07,0,0,569344,0,214016,0.0,1998848,321,2,281,38,0,12.9,1.5,0.0,85.6,0.0,0.0,0.0,0.0,15794.9 MiB,3263.7 MiB,2034.7 MiB,10496.5 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13132.0 MiB,
4,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,7,1695029805,2588894,nbody_2_g++-4.4,0:08.37,6647808,1998848,1822720,100.0,0.0,1.0,3.0,0:08,0,0,569344,0,214016,0.0,1998848,321,2,281,38,0,13.0,0.0,0.0,86.3,0.8,0.0,0.0,0.0,15794.9 MiB,3262.3 MiB,2036.2 MiB,10496.5 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13130.5 MiB,
5,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,0,1695029806,2588943,nbody_2_g++-4.4,0:00.16,6647808,1957888,1781760,100.0,0.0,1.0,7.0,0:00,0,0,569344,0,219136,0.0,1957888,321,2,281,38,0,13.7,0.8,0.0,84.7,0.8,0.0,0.0,0.0,15794.9 MiB,3254.9 MiB,2035.5 MiB,10504.5 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13123.1 MiB,
5,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,1,1695029807,2588943,nbody_2_g++-4.4,0:01.33,6647808,1957888,1781760,100.0,0.0,1.0,3.0,0:01,0,0,569344,0,219136,0.0,1957888,321,2,281,38,0,13.1,0.8,0.0,86.2,0.0,0.0,0.0,0.0,15794.9 MiB,3254.6 MiB,2035.8 MiB,10504.5 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13122.9 MiB,
5,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,2,1695029808,2588943,nbody_2_g++-4.4,0:02.50,6647808,1957888,1781760,100.0,0.0,1.0,7.0,0:02,0,0,569344,0,219136,0.0,1957888,321,2,281,38,0,13.0,0.8,0.0,86.3,0.0,0.0,0.0,0.0,15794.9 MiB,3261.8 MiB,2036.6 MiB,10496.5 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13130.1 MiB,
5,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,3,1695029809,2588943,nbody_2_g++-4.4,0:03.68,6647808,1957888,1781760,100.0,0.0,1.0,7.0,0:03,0,0,569344,0,219136,0.0,1957888,321,2,281,38,0,13.0,0.8,0.0,86.3,0.0,0.0,0.0,0.0,15794.9 MiB,3261.8 MiB,2036.6 MiB,10496.5 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13130.1 MiB,
5,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,4,1695029810,2588943,nbody_2_g++-4.4,0:04.85,6647808,1957888,1781760,100.0,0.0,1.0,7.0,0:04,0,0,569344,0,219136,0.0,1957888,321,2,281,38,0,12.9,1.5,0.0,85.6,0.0,0.0,0.0,0.0,15794.9 MiB,3261.6 MiB,2036.8 MiB,10496.5 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13129.8 MiB,
5,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,5,1695029812,2588943,nbody_2_g++-4.4,0:06.02,6647808,1957888,1781760,100.0,0.0,1.0,7.0,0:06,0,0,569344,0,219136,0.0,1957888,321,2,281,38,0,12.9,1.5,0.0,85.6,0.0,0.0,0.0,0.0,15794.9 MiB,3260.3 MiB,2038.1 MiB,10496.5 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13128.6 MiB,
5,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,6,1695029813,2588943,nbody_2_g++-4.4,0:07.19,6647808,1957888,1781760,93.8,0.0,1.0,7.0,0:07,0,0,569344,0,219136,0.0,1957888,321,2,281,38,0,13.0,0.8,0.0,86.3,0.0,0.0,0.0,0.0,15794.9 MiB,3260.8 MiB,2037.6 MiB,10496.5 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13129.1 MiB,
5,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,7,1695029814,2588943,nbody_2_g++-4.4,0:08.36,6647808,1957888,1781760,100.0,0.0,1.0,7.0,0:08,0,0,569344,0,219136,0.0,1957888,321,2,281,38,0,12.4,0.8,0.0,86.8,0.0,0.0,0.0,0.0,15794.9 MiB,3260.6 MiB,2037.8 MiB,10496.5 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13128.9 MiB,
6,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,0,1695029815,2588992,nbody_2_g++-4.4,0:00.16,6647808,2048000,1867776,100.0,0.0,1.0,1.0,0:00,0,0,569344,0,221184,0.0,2048000,321,2,281,38,0,13.7,0.0,0.0,86.3,0.0,0.0,0.0,0.0,15794.9 MiB,3252.5 MiB,2037.9 MiB,10504.5 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13120.7 MiB,
6,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,1,1695029816,2588992,nbody_2_g++-4.4,0:01.33,6647808,2048000,1867776,93.8,0.0,1.0,1.0,0:01,0,0,569344,0,221184,0.0,2048000,321,2,281,38,0,13.6,0.8,0.0,85.6,0.0,0.0,0.0,0.0,15794.9 MiB,3252.5 MiB,2037.9 MiB,10504.5 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13120.7 MiB,
6,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,2,1695029817,2588992,nbody_2_g++-4.4,0:02.50,6647808,2048000,1867776,93.8,0.0,1.0,5.0,0:02,0,0,569344,0,221184,0.0,2048000,321,2,281,38,0,13.0,0.8,0.0,86.3,0.0,0.0,0.0,0.0,15794.9 MiB,3259.8 MiB,2038.4 MiB,10496.6 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13128.1 MiB,
6,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,3,1695029819,2588992,nbody_2_g++-4.4,0:03.68,6647808,2048000,1867776,100.0,0.0,1.0,5.0,0:03,0,0,569344,0,221184,0.0,2048000,321,2,281,38,0,13.0,0.8,0.0,86.3,0.0,0.0,0.0,0.0,15794.9 MiB,3259.8 MiB,2038.6 MiB,10496.5 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13128.1 MiB,
6,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,4,1695029820,2588992,nbody_2_g++-4.4,0:04.85,6647808,2048000,1867776,100.0,0.0,1.0,5.0,0:04,0,0,569344,0,221184,0.0,2048000,321,2,281,38,0,13.0,0.8,0.0,86.3,0.0,0.0,0.0,0.0,15794.9 MiB,3259.4 MiB,2039.0 MiB,10496.5 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13127.6 MiB,
6,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,5,1695029821,2588992,nbody_2_g++-4.4,0:06.02,6647808,2048000,1867776,100.0,0.0,1.0,5.0,0:06,0,0,569344,0,221184,0.0,2048000,321,2,281,38,0,13.7,0.8,0.0,85.5,0.0,0.0,0.0,0.0,15794.9 MiB,3259.1 MiB,2039.3 MiB,10496.5 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13127.4 MiB,
6,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,6,1695029822,2588992,nbody_2_g++-4.4,0:07.20,6647808,2048000,1867776,100.0,0.0,1.0,5.0,0:07,0,0,569344,0,221184,0.0,2048000,321,2,281,38,0,13.6,0.8,0.0,85.6,0.0,0.0,0.0,0.0,15794.9 MiB,3259.6 MiB,2038.8 MiB,10496.5 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13127.9 MiB,
6,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,7,1695029823,2588992,nbody_2_g++-4.4,0:08.37,6647808,2048000,1867776,100.0,0.0,1.0,5.0,0:08,0,0,569344,0,221184,0.0,2048000,321,2,281,38,0,12.3,0.8,0.0,86.9,0.0,0.0,0.0,0.0,15794.9 MiB,3259.6 MiB,2038.8 MiB,10496.5 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13127.9 MiB,
7,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,0,1695029825,2589043,nbody_2_g++-4.4,0:00.16,6647808,2064384,1884160,93.8,0.0,1.0,5.0,0:00,0,0,569344,0,215040,0.0,2064384,321,2,281,38,0,12.9,1.5,0.0,85.6,0.0,0.0,0.0,0.0,15794.9 MiB,3251.5 MiB,2039.2 MiB,10504.2 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13119.8 MiB,
7,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,1,1695029826,2589043,nbody_2_g++-4.4,0:01.33,6647808,2064384,1884160,93.8,0.0,1.0,5.0,0:01,0,0,569344,0,215040,0.0,2064384,321,2,281,38,0,12.9,1.5,0.0,85.6,0.0,0.0,0.0,0.0,15794.9 MiB,3251.7 MiB,2038.7 MiB,10504.4 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13120.0 MiB,
7,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,2,1695029827,2589043,nbody_2_g++-4.4,0:02.51,6647808,2064384,1884160,100.0,0.0,1.0,5.0,0:02,0,0,569344,0,215040,0.0,2064384,321,2,281,38,0,13.1,0.0,0.0,86.9,0.0,0.0,0.0,0.0,15794.9 MiB,3252.0 MiB,2046.5 MiB,10496.4 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13120.3 MiB,
7,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,3,1695029828,2589043,nbody_2_g++-4.4,0:03.68,6647808,2064384,1884160,100.0,0.0,1.0,5.0,0:03,0,0,569344,0,215040,0.0,2064384,321,2,281,38,0,13.0,0.8,0.0,86.3,0.0,0.0,0.0,0.0,15794.9 MiB,3252.5 MiB,2046.0 MiB,10496.4 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13120.8 MiB,
7,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,4,1695029829,2589043,nbody_2_g++-4.4,0:04.85,6647808,2064384,1884160,100.0,0.0,1.0,1.0,0:04,0,0,569344,0,215040,0.0,2064384,321,2,281,38,0,13.0,0.8,0.0,86.3,0.0,0.0,0.0,0.0,15794.9 MiB,3252.2 MiB,2046.2 MiB,10496.4 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13120.5 MiB,
7,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,5,1695029830,2589043,nbody_2_g++-4.4,0:06.02,6647808,2064384,1884160,93.8,0.0,1.0,1.0,0:06,0,0,569344,0,215040,0.0,2064384,321,2,281,38,0,13.1,0.8,0.0,86.2,0.0,0.0,0.0,0.0,15794.9 MiB,3252.7 MiB,2045.7 MiB,10496.4 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13121.0 MiB,
7,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,6,1695029832,2589043,nbody_2_g++-4.4,0:07.19,6647808,2064384,1884160,93.8,0.0,1.0,1.0,0:07,0,0,569344,0,215040,0.0,2064384,321,2,281,38,0,13.0,0.8,0.0,86.3,0.0,0.0,0.0,0.0,15794.9 MiB,3252.7 MiB,2045.7 MiB,10496.4 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13121.0 MiB,
7,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,7,1695029833,2589043,nbody_2_g++-4.4,0:08.37,6647808,2064384,1884160,100.0,0.0,1.0,1.0,0:08,0,0,569344,0,215040,0.0,2064384,321,2,281,38,0,13.0,0.8,0.0,86.3,0.0,0.0,0.0,0.0,15794.9 MiB,3253.0 MiB,2045.5 MiB,10496.4 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13121.3 MiB,
8,2012-03-13,nbody_50000000_O3flag,g++-4.4,nbody_2.c 50000000,0,1695029834,2589096,nbody_2_g++-4.4,0:00.16,6647808,2043904,1867776,100.0,0.0,1.0,3.0,0:00,0,0,569344,0,215040,0.0,2043904,321,2,281,38,0,13.7,0.8,0.0,85.5,0.0,0.0,0.0,0.0,15794.9 MiB,3251.5 MiB,2038.9 MiB,10504.4 MiB,4096.0 MiB,3628.7 MiB,467.2 MiB,13119.8 MiB,
