version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1.8.0_382,binarytrees.java 21,0.99,1.12,0.24,0.08,0.01,0.68,3.36,0.87,0.03,7.23,1.44,4264621610.30,70451137081.30,2.62,60491786825.80,0.87,27338.42,6.40,70719215833.30,2.63,441.20,49934338825.30,631646064.80,27339.86,6.40,1053.40,10103511181.70,39836835.90,0.39,1.60,12036022248.90,266307.50,266145.10,8.80,902142300.50,623178412.10,69.33,14792428436.40,468478079.30,3.17,30399703.40,18630368.00,60.91,26177228.10,14824217526.20,6322938.00,0.04,491830.50,562287.40,163.83,0.00,46.50
9.0.4,binarytrees.java 21,0.99,0.82,0.33,0.09,0.01,0.58,3.86,1.25,0.08,9.41,1.41,3232185926.80,45811317431.90,2.51,55858934268.10,1.25,18607.29,5.75,46116776343.90,2.53,280.70,33271734701.60,418665802.20,18608.64,5.75,1503.00,8933684288.00,22838925.90,0.26,3.20,11617242035.30,585071.60,585018.70,8.00,877234330.90,578938545.10,66.07,14929324512.10,479112327.00,3.21,30098760.30,14343044.80,47.13,35960743.40,14834361149.00,11355453.50,0.08,848457.10,691893.10,90.38,0.00,21.00
10.0.2,binarytrees.java 21,0.99,0.80,0.33,0.08,0.01,0.58,3.87,1.26,0.08,9.34,1.41,3222674500.40,44879221821.00,2.49,55756793332.80,1.27,18367.90,5.70,45153376408.80,2.51,317.40,32717838204.10,412890377.10,18369.34,5.70,1448.80,8808004054.30,23256412.50,0.27,1.20,11500791127.40,577870.20,577718.40,8.80,865017222.20,582412179.20,67.45,15994026900.90,476786346.70,2.98,29735312.90,13910851.20,46.48,32703804.20,15982109959.30,11475791.50,0.07,747003.70,671441.30,94.90,0.00,7.70
11.0.20.1,binarytrees.java 21,0.99,1.00,0.26,0.05,0.01,0.67,3.98,1.03,0.10,10.38,1.48,2914938447.20,42849290780.40,2.63,44551203484.90,1.06,16378.52,5.62,43171954264.60,2.65,299.70,29312357974.50,369119283.40,16379.92,5.62,1116.10,6644866859.10,17709918.10,0.27,0.00,9429798303.70,610829.30,610650.00,8.50,805951706.00,577098227.90,71.70,11644509372.70,461001074.10,3.96,30162803.60,15049131.30,49.78,26908162.40,11782801738.30,11149278.70,0.09,687212.10,781155.90,123.49,0.00,22.80
12.0.2,binarytrees.java 21,0.99,0.99,0.27,0.06,0.01,0.66,3.93,1.01,0.07,10.03,1.47,2899932499.30,42575268798.20,2.61,43541351333.50,1.04,16411.88,5.66,42789342878.90,2.62,263.40,29320143566.50,369523657.60,16413.15,5.66,1106.90,6602662628.80,14471810.90,0.22,0.00,9547012551.00,590393.50,590238.90,8.40,800443685.80,575387586.50,71.93,11929326118.20,469144916.30,3.93,30396871.40,15726994.10,51.58,33842391.30,11655759005.80,11427274.90,0.10,698876.70,629497.00,108.41,0.00,28.80
13.0.2,binarytrees.java 21,0.99,0.99,0.27,0.06,0.01,0.65,3.96,1.04,0.09,10.22,1.48,2894749708.20,42662525423.30,2.62,44386480298.10,1.07,16419.90,5.67,42933282724.20,2.63,212.80,29298647345.90,370076916.90,16421.06,5.67,1101.00,6633834389.80,13800085.70,0.21,0.80,9638333555.10,603295.10,603166.50,8.40,794239888.50,575955351.70,72.57,11960070721.70,456081656.50,3.82,28144854.40,14468786.50,51.21,26276577.00,11617323533.70,10964150.30,0.09,460182.50,463799.90,111.64,0.00,4.80
14.0.2,binarytrees.java 21,0.99,0.98,0.27,0.06,0.01,0.65,3.92,1.03,0.09,10.17,1.48,2869724781.00,42674182305.00,2.62,44287322835.60,1.06,16383.27,5.71,42847114586.80,2.63,182.50,29207284176.50,367078004.70,16384.33,5.71,1117.30,6498189777.40,12274513.90,0.19,0.00,9412286338.80,582662.00,582597.70,8.40,774826118.70,572244732.60,73.88,11823754631.70,451418861.10,3.82,29421106.50,15756858.60,53.64,23366818.20,11707641946.40,10878720.80,0.09,475298.70,608838.30,165.78,0.00,1.40
15.0.2,binarytrees.java 21,0.99,1.02,0.26,0.05,0.01,0.68,3.86,0.99,0.09,10.01,1.51,2852927438.00,42922634728.40,2.67,42323999201.30,1.01,16125.73,5.65,43209859354.20,2.69,216.10,28695344862.20,361613988.90,16126.86,5.65,1109.70,6470098401.90,14478034.50,0.22,0.00,9072814773.00,541300.90,541230.50,8.40,765698466.30,569581406.00,74.39,10549595496.70,435296930.50,4.13,22986866.10,12450724.40,54.30,17485159.90,10531860943.10,10827814.30,0.10,292077.80,350727.60,155.27,0.00,1.20
16.0.2,binarytrees.java 21,0.99,1.05,0.25,0.07,0.01,0.66,3.77,0.97,0.08,9.91,1.49,2842165133.80,42540088780.80,2.64,41222421499.40,0.99,16222.21,5.71,42735270570.80,2.65,174.70,28758650014.40,362934674.10,16223.26,5.71,1159.20,7088478260.70,12773480.70,0.18,0.40,8961810631.20,447368.10,447358.70,8.40,771429594.20,582084262.90,75.47,9698027096.90,441100177.80,4.55,24287913.50,13576429.60,55.93,22040906.40,9589240383.10,9452873.10,0.10,507781.40,513670.30,135.27,0.00,21.10
17.0.8.1,binarytrees.java 21,0.99,1.04,0.25,0.07,0.01,0.66,3.73,0.98,0.07,9.90,1.50,2828157168.10,42685321991.00,2.63,41689305789.50,1.00,16335.09,5.78,42850229140.90,2.64,171.10,29055151490.10,366806140.20,16336.07,5.78,1140.40,7094836974.30,11425069.30,0.16,0.00,9051128530.30,444617.10,444607.60,8.50,771120066.60,580946416.80,75.34,10019057347.60,445099299.30,4.44,24122746.10,13492780.70,55.62,21459554.40,9634266607.30,9407347.70,0.10,447891.10,420310.60,114.60,0.00,4.30
