test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.9.16,fibonacci.py 100000,0.306231,5968,1686822171.097827,-,-,536,14.73,3685,1871,1.81,792,0,12,139,198,135,330,0,446,0,57,0.01,2.24,1.51,1.57,7.55,0.00,48.37,0.00,22.84,21.72,2.32,7.94,53.30,73,73,95.68,300,300,113.35,96.84,2.38,2.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.87,3.92,0.01,0.32,0.00,0.00
2,Python 3.9.16,fibonacci.py 100000,0.321128,1620,1686822171.455378,-,-,632,21.88,2889,1896,1.64,1028,0,15,191,249,93,386,0,474,2,90,0.01,1.66,2.26,0.90,8.12,0.00,43.61,0.00,21.34,20.07,1.86,8.83,47.36,74,74,96.22,300,300,143.55,98.69,3.60,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.22,4.15,0.01,0.34,0.00,0.00
3,Python 3.9.16,fibonacci.py 100000,0.303843,1377,1686822171.799814,-,-,851,24.69,3446,1896,1.31,1450,0,56,3459,1559,152,121,0,292,11,136,0.04,6.87,4.49,0.80,3.18,0.00,30.31,1.05,28.61,23.56,0.28,3.33,48.14,72,73,97.42,300,300,160.94,99.07,2.39,2.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.81,4.73,0.01,0.39,0.00,0.00
4,Python 3.9.16,fibonacci.py 100000,0.291777,1661,1686822172.132837,-,-,538,14.54,3699,1895,1.78,714,0,18,151,147,141,347,0,326,2,71,0.01,1.17,0.88,1.46,7.93,0.00,33.82,1.26,38.79,17.83,2.94,8.83,55.87,71,72,95.62,300,300,112.18,99.05,3.99,3.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.70,3.77,0.01,0.30,0.00,0.00
5,Python 3.9.16,fibonacci.py 100000,0.289950,7525,1686822172.463291,-,-,521,14.00,3765,1873,1.83,590,0,1,43,67,74,216,0,273,2,71,0.00,0.66,1.65,0.98,4.97,0.00,32.44,0.26,43.92,19.40,2.89,5.46,58.25,71,71,95.19,300,300,107.93,98.11,2.48,2.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.64,3.72,0.01,0.28,0.00,0.00
6,Python 3.9.16,fibonacci.py 100000,0.304918,8637,1686822172.807735,-,-,789,22.42,3553,1877,1.36,1201,0,12,3427,1437,129,147,0,279,1,94,0.01,8.21,3.24,0.77,4.09,0.00,27.21,0.78,32.51,24.45,0.27,3.09,49.77,74,74,95.11,300,300,146.01,97.68,2.45,2.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.53,4.64,0.01,0.36,0.00,0.00
7,Python 3.9.16,fibonacci.py 100000,0.288155,1955,1686822173.133378,-,-,506,13.41,3774,1894,1.89,536,0,0,13,42,76,195,0,266,2,89,0.00,0.45,0.54,1.04,5.02,0.00,31.67,0.62,47.04,16.66,3.11,5.63,61.19,68,68,93.01,300,300,106.93,98.84,4.68,4.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.60,3.72,0.01,0.29,0.00,0.00
8,Python 3.9.16,fibonacci.py 100000,0.332914,1420,1686822173.522197,-,-,449,14.22,3148,1900,1.87,649,0,1,26,21,37,206,0,412,0,93,0.00,1.29,0.16,0.34,4.98,0.00,37.57,0.00,41.61,18.23,0.43,7.12,60.00,71,72,98.22,300,300,113.82,99.55,1.96,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.33,3.42,0.01,0.32,0.00,0.00
9,Python 3.9.16,fibonacci.py 100000,0.306369,7669,1686822173.869201,-,-,749,21.47,3525,1876,1.40,1100,0,4,3010,1470,211,90,4,269,1,144,0.00,6.58,5.31,0.59,2.02,0.01,27.30,0.00,35.84,24.54,0.19,1.62,52.19,73,73,94.00,300,300,143.96,97.84,3.43,3.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.46,4.50,0.01,0.36,0.00,0.00
10,Python 3.9.16,fibonacci.py 100000,0.317736,5992,1686822174.224200,-,-,499,18.14,2788,1872,1.80,693,0,6,202,247,200,349,0,214,0,59,0.01,0.87,1.60,1.97,7.09,0.00,23.35,0.00,45.96,17.39,2.81,8.18,53.48,72,72,96.94,300,300,126.32,99.15,1.71,1.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.48,3.49,0.01,0.31,0.00,0.00
