test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.7.16,fibonacci.py 100000,0.299873,1402,1686822163.996836,-,-,556,14.70,3784,1895,1.72,655,0,1,94,133,101,290,0,347,1,96,0.00,0.40,1.05,1.22,6.86,0.00,30.62,0.23,44.78,16.20,2.77,7.96,58.37,71,70,94.71,300,300,108.56,97.22,4.69,4.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.03,4.00,0.02,0.32,0.00,0.00
2,Python 3.7.16,fibonacci.py 100000,0.324559,1504,1686822164.368055,-,-,719,25.75,2795,1895,1.39,1326,0,58,1708,1661,831,576,0,253,1,98,0.04,4.60,7.26,4.70,6.54,0.00,21.24,0.93,28.91,27.78,3.42,3.51,39.53,65,67,96.13,300,300,163.03,98.84,3.41,3.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.40,4.34,0.01,0.37,0.00,0.00
3,Python 3.7.16,fibonacci.py 100000,0.293060,5427,1686822164.703013,-,-,513,14.09,3673,1880,1.87,551,0,0,31,50,65,219,0,291,2,99,0.00,1.66,0.94,1.05,5.58,0.00,30.88,1.28,43.67,19.04,2.29,6.20,58.37,62,67,94.52,300,300,110.69,98.55,3.89,3.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.50,3.67,0.01,0.30,0.00,0.00
4,Python 3.7.16,fibonacci.py 100000,0.315088,1484,1686822165.054186,-,-,1019,28.63,3562,1895,1.36,3126,0,18,188,231,117,325,4,164,3,103,0.02,1.66,1.85,1.08,6.09,0.07,14.33,0.54,45.60,17.32,1.48,5.77,46.79,67,67,97.75,300,300,166.23,99.24,2.26,2.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.38,5.38,0.01,0.39,0.00,0.00
5,Python 3.7.16,fibonacci.py 100000,0.336044,3385,1686822165.430193,-,-,767,27.23,2833,1886,1.35,1402,0,17,1655,1697,941,828,0,155,0,94,0.02,3.54,7.30,6.02,8.95,0.00,14.89,0.00,31.69,25.73,3.51,4.04,39.49,72,72,95.82,300,300,163.69,99.04,3.28,3.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.65,4.65,0.01,0.38,0.00,0.00
6,Python 3.7.16,fibonacci.py 100000,0.310276,1435,1686822165.776406,-,-,532,19.19,2772,1896,1.73,702,0,4,198,203,178,382,0,320,2,111,0.00,1.20,2.35,2.20,7.97,0.00,24.62,0.73,41.69,20.64,3.92,6.94,49.31,69,69,97.98,300,300,131.21,99.25,2.06,2.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.62,3.65,0.01,0.32,0.00,0.00
7,Python 3.7.16,fibonacci.py 100000,0.294448,7109,1686822166.109146,-,-,504,13.64,3693,1898,1.88,577,0,0,13,38,69,227,0,322,2,107,0.00,0.65,0.21,1.02,5.03,0.00,33.83,0.54,45.04,16.89,3.10,5.60,60.77,65,69,96.45,300,300,109.28,99.02,3.52,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,3.68,0.01,0.30,0.00,0.00
8,Python 3.7.16,fibonacci.py 100000,0.299285,1412,1686822166.448855,-,-,754,21.07,3576,1896,1.40,1067,0,15,3265,1447,133,128,0,200,4,101,0.01,5.68,4.00,0.87,2.41,0.00,22.89,0.88,42.21,22.43,0.50,2.35,53.65,68,68,98.23,300,300,143.80,99.24,2.02,1.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.40,4.47,0.01,0.36,0.00,0.00
9,Python 3.7.16,fibonacci.py 100000,0.289783,5420,1686822166.776843,-,-,530,14.37,3731,1873,1.83,592,0,14,46,84,83,214,0,308,1,132,0.01,0.94,1.97,1.33,5.13,0.00,30.12,0.77,44.27,19.72,3.36,6.46,56.08,65,65,95.93,300,300,111.58,99.00,2.52,2.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.71,3.77,0.01,0.30,0.00,0.00
10,Python 3.7.16,fibonacci.py 100000,0.288867,1530,1686822167.102108,-,-,494,13.34,3702,1895,1.88,565,0,0,20,31,75,214,0,289,1,78,0.00,0.58,0.21,0.94,5.23,0.00,36.52,0.26,42.79,16.22,1.62,6.62,62.20,70,71,95.55,300,300,106.44,99.08,4.11,4.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.39,3.55,0.01,0.29,0.00,0.00
