version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
Python 2.5.6,fibonacci_oldVersions.py 507000,7.90478,1350,1690393327.498309,0.00,0.00,549.50,13.85,3965.50,1896.00,2.22,118539.60,0.00,2400.20,6505.80,1936.60,1348.80,14166.20,16.80,14926.20,0.00,0.00,0.02,0.37,0.27,0.45,9.98,0.02,74.84,0.00,0.00,15.73,0.39,7.60,62.43,86.00,87.30,98.84,300.00,300.00,107.70,98.04,1.02,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,138.88,120.46,0.06,4.75,0.00,0.00
Python 2.7.18,fibonacci_oldVersions.py 507000,5.05133,1205,1690393754.858783,0.00,0.00,562.40,14.27,3940.10,1896.00,1.62,161393.90,0.00,40.10,3492.00,1420.80,637.00,8941.70,1.90,9148.60,0.00,0.00,0.00,0.41,0.26,0.34,9.87,0.01,74.60,0.00,0.00,15.84,0.32,7.61,61.96,83.50,85.80,98.72,300.00,300.00,110.34,98.13,1.18,1.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,88.55,76.38,0.05,3.88,0.00,0.00
Python 3.0.1,fibonacci_oldVersions.py 507000,6.76411,1259.6,1690394194.144858,0.00,0.00,540.70,13.63,3968.90,1896.00,2.11,29761.50,0.00,49.00,3451.40,1570.80,846.90,12282.30,2.90,12512.30,0.00,0.00,0.00,0.32,0.23,0.33,10.00,0.01,75.24,0.00,0.00,15.43,0.32,7.80,62.83,84.80,87.10,98.84,300.00,300.00,105.95,98.09,1.04,1.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,118.93,103.22,0.06,4.24,0.00,0.00
Python 3.4.10,fibonacci_oldVersions.py 507000,5.02981,1181.1,1690394618.893540,0.00,0.00,545.90,13.81,3951.30,1896.10,1.67,21357.00,0.00,43.40,2844.50,1589.20,699.70,9164.00,1.40,8802.70,0.00,0.00,0.00,0.35,0.34,0.35,10.15,0.01,74.75,0.00,0.00,15.48,0.32,7.64,62.74,83.80,84.20,98.75,300.00,300.00,106.75,98.17,1.18,1.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86.76,74.81,0.05,3.70,0.00,0.00
Python 3.5.10,fibonacci_oldVersions.py 507000,5.02904,1277.4,1690395040.883861,0.00,0.00,547.00,13.88,3941.50,1896.00,1.67,22442.40,0.00,1243.30,3817.30,1504.00,586.00,9149.40,4.00,9027.90,0.00,0.00,0.01,0.42,0.30,0.31,10.04,0.01,74.80,0.00,0.00,15.41,0.26,7.95,62.50,86.70,89.10,98.73,300.00,300.00,106.94,98.14,1.16,1.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.42,75.40,0.05,3.70,0.00,0.00
Python 3.6.15,fibonacci_oldVersions.py 507000,5.05427,1299.5,1690395463.093991,0.00,0.00,545.70,13.80,3955.80,1896.00,1.67,21598.00,0.00,255.70,3788.80,1408.30,487.70,9085.70,2.10,8940.40,0.00,0.00,0.00,0.44,0.25,0.27,10.12,0.01,74.88,0.00,0.00,15.40,0.26,7.94,62.60,83.40,86.10,98.73,300.00,300.00,106.66,98.16,1.18,1.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86.69,74.71,0.05,3.71,0.00,0.00
Python 3.7.16,fibonacci_oldVersions.py 507000,5.01385,1333.9,1690395884.906194,0.00,0.00,546.90,13.83,3955.50,1896.00,1.67,21531.00,0.00,100.90,3104.60,1592.40,697.80,9098.40,0.90,8856.70,0.00,0.00,0.00,0.38,0.33,0.35,10.05,0.00,74.81,0.00,0.00,15.55,0.31,7.83,62.47,85.40,87.10,98.71,300.00,300.00,107.09,98.16,1.18,1.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.14,75.25,0.05,3.69,0.00,0.00
Python 3.8.16,fibonacci_oldVersions.py 507000,5.03528,1260.6,1690396306.902211,0.00,0.00,547.20,13.83,3956.70,1896.00,1.67,41854.60,0.00,49.70,3671.90,1382.80,447.80,9008.60,1.90,8892.10,0.00,0.00,0.00,0.43,0.24,0.24,9.92,0.00,75.09,0.00,0.00,15.37,0.23,7.83,62.74,83.80,86.30,98.71,300.00,300.00,106.95,98.19,1.19,1.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86.71,74.73,0.05,3.71,0.00,0.00
Python 3.9.16,fibonacci_oldVersions.py 507000,5.0245,1295.6,1690396728.801492,0.00,0.00,552.00,13.95,3957.50,1896.00,1.66,50675.10,0.00,463.00,3195.60,1649.00,837.30,9172.10,1.70,8937.20,0.00,0.00,0.00,0.38,0.38,0.43,9.96,0.01,74.64,0.00,0.00,15.75,0.38,7.67,62.25,83.80,86.10,98.70,300.00,300.00,107.86,98.12,1.19,1.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.03,75.05,0.05,3.73,0.00,0.00
Python 3.10.11,fibonacci_oldVersions.py 507000,5.02183,1185.4,1690397150.683199,0.00,0.00,551.90,13.95,3957.50,1896.00,1.66,51931.90,0.00,274.80,3225.80,1660.70,864.10,9060.90,2.10,8980.10,0.00,0.00,0.00,0.39,0.34,0.44,10.04,0.00,74.60,0.00,0.00,15.65,0.38,7.86,62.17,84.10,87.10,98.72,300.00,300.00,107.80,98.13,1.17,1.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86.94,74.95,0.05,3.71,0.00,0.00
