,time_elapsed_sec
dTLB_loads,0.9908515730543855
L1_dcache_loads,0.9907865092480832
branches,0.9878344472036844
instructions,0.9836016650800194
mem_stores,0.9486521521318345
cycles,0.9197292652845922
cpu_cycles,0.9196711744328707
branch_misses,0.9091585889846092
cache_references,0.8883066127069634
L1_dcache_load_misses,0.8766716211184535
cache_misses,0.8574353375073707
bus_cycles,0.832257369313092
ref_cycles,0.8321082391066436
cpu_clock_msec,0.8257150592770648
task_clock_msec,0.8255534833191825
