test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.8.16,fibonacci_oldVersions.py 100000,0.288777,1499,1686826420.754962,-,-,585,16.52,3544,1895,1.67,754,0,10,361,325,198,277,0,295,2,92,0.01,2.67,1.77,1.93,5.69,0.00,34.37,0.00,36.89,20.31,2.77,5.66,54.74,74,74,93.50,300,300,122.28,98.93,6.08,6.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.74,3.81,0.02,0.33,0.00,0.00
2,Python 3.8.16,fibonacci_oldVersions.py 100000,0.288602,1573,1686826421.083361,-,-,600,16.45,3651,1895,1.67,765,0,1,39,69,89,320,0,557,2,151,0.00,0.80,0.66,1.23,7.56,0.00,46.75,0.02,26.07,21.04,2.77,9.86,49.88,71,72,77.96,300,300,128.69,97.94,21.30,20.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.96,4.03,0.08,0.37,0.00,0.00
3,Python 3.8.16,fibonacci_oldVersions.py 100000,0.282524,1364,1686826421.406492,-,-,502,13.90,3614,1896,1.87,554,0,1,30,41,67,209,0,278,2,72,0.00,0.41,0.25,0.88,5.28,0.00,31.08,0.82,47.34,16.23,2.73,6.75,60.38,74,74,96.98,300,300,110.54,99.23,2.67,2.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.27,3.46,0.01,0.29,0.00,0.00
4,Python 3.8.16,fibonacci_oldVersions.py 100000,0.290968,1369,1686826421.739722,-,-,753,21.50,3500,1896,1.40,1034,0,12,3309,1423,160,111,0,202,0,115,0.01,6.50,3.18,1.31,2.99,0.00,23.12,0.00,41.41,22.15,0.29,2.80,53.26,71,73,93.82,300,300,145.75,99.16,5.52,5.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.17,4.31,0.02,0.36,0.00,0.00
5,Python 3.8.16,fibonacci_oldVersions.py 100000,0.273237,1417,1686826422.055761,-,-,518,13.70,3782,1896,1.91,542,0,1,23,55,82,208,0,266,1,63,0.00,0.65,0.50,1.29,4.82,0.00,36.28,0.31,42.33,16.39,3.68,5.90,60.34,71,73,95.89,300,300,109.69,99.00,4.00,3.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.44,3.66,0.01,0.29,0.00,0.00
6,Python 3.8.16,fibonacci_oldVersions.py 100000,0.280131,1582,1686826422.375337,-,-,509,13.69,3718,1895,1.86,504,0,0,10,27,78,210,0,219,1,76,0.00,0.37,0.25,1.15,4.93,0.00,25.81,0.24,53.45,14.96,3.14,5.37,62.84,72,72,93.88,300,300,105.42,99.16,5.68,5.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,3.54,0.02,0.30,0.00,0.00
7,Python 3.8.16,fibonacci_oldVersions.py 100000,0.288342,1345,1686826422.702399,-,-,764,21.14,3604,1902,1.39,1073,0,8,3636,1259,80,75,0,264,0,89,0.00,7.97,3.20,0.32,1.43,0.00,34.43,0.00,31.77,22.10,0.11,0.57,56.08,73,75,98.15,300,300,141.64,99.57,2.42,2.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.29,4.43,0.01,0.35,0.00,0.00
8,Python 3.8.16,fibonacci_oldVersions.py 100000,0.282612,1394,1686826423.030131,-,-,613,17.04,3601,1896,1.64,810,0,5,1041,395,161,175,0,311,0,57,0.00,5.24,1.80,1.66,3.61,0.00,41.37,0.00,29.21,20.63,1.78,2.77,57.78,72,72,96.95,300,300,122.81,99.13,2.70,2.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.66,3.85,0.01,0.31,0.00,0.00
9,Python 3.8.16,fibonacci_oldVersions.py 100000,0.273952,1746,1686826423.342896,-,-,504,13.40,3764,1894,1.91,470,0,0,10,27,81,206,0,187,2,75,0.00,0.22,0.21,1.01,5.12,0.00,21.92,0.57,57.40,15.25,3.81,6.04,61.50,72,72,93.45,300,300,106.57,99.14,5.84,5.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,3.54,0.02,0.29,0.00,0.00
10,Python 3.8.16,fibonacci_oldVersions.py 100000,0.284895,6226,1686826423.664752,-,-,597,16.42,3670,1878,1.66,765,0,15,1417,427,98,207,0,307,3,102,0.01,3.35,3.05,1.12,5.29,0.00,28.36,1.02,40.55,21.92,1.77,5.39,54.50,69,73,94.07,300,300,119.74,98.40,4.00,3.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.79,3.91,0.01,0.31,0.00,0.00
