test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.4.10,fibonacci_oldVersions.py 100000,0.280352,5036,1686826407.131904,-,-,517,14.05,3714,1880,1.86,608,0,2,15,41,101,199,0,293,0,76,0.00,0.29,0.27,1.30,4.87,0.00,39.40,0.00,39.02,16.16,2.73,5.45,61.62,60,67,90.24,300,300,110.71,98.61,7.86,7.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.31,3.53,0.02,0.31,0.00,0.00
2,Python 3.4.10,fibonacci_oldVersions.py 100000,0.320987,1581,1686826407.496693,-,-,821,28.30,2903,1895,1.32,1608,0,24,1684,1726,987,802,0,448,0,118,0.01,4.34,7.26,6.28,9.55,0.00,31.86,0.00,12.13,30.49,4.10,5.44,31.67,63,63,87.54,300,300,178.34,98.06,12.09,11.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.85,4.84,0.05,0.43,0.00,0.00
3,Python 3.4.10,fibonacci_oldVersions.py 100000,0.276069,1332,1686826407.819129,-,-,549,14.72,3726,1897,1.80,596,0,0,48,102,91,278,0,256,0,124,0.00,1.78,1.57,1.15,6.47,0.00,25.23,0.00,49.03,20.01,2.86,7.12,55.29,67,69,93.45,300,300,115.29,99.10,6.29,6.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.51,3.70,0.02,0.30,0.00,0.00
4,Python 3.4.10,fibonacci_oldVersions.py 100000,0.276241,1363,1686826408.134709,-,-,521,13.75,3790,1896,1.87,545,0,6,33,57,61,220,1,264,4,82,0.01,0.61,0.49,0.84,5.32,0.00,31.67,1.16,46.06,16.11,3.37,5.44,61.33,67,67,97.02,300,300,107.06,99.07,2.68,2.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.43,3.56,0.01,0.28,0.00,0.00
5,Python 3.4.10,fibonacci_oldVersions.py 100000,0.289157,1330,1686826408.468643,-,-,762,21.84,3489,1896,1.41,1010,0,6,3355,1524,118,62,0,146,0,77,0.00,6.33,3.42,0.57,1.07,0.00,18.70,0.00,48.13,21.57,0.43,0.87,55.29,69,69,95.45,300,300,147.90,99.33,4.32,4.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.07,4.23,0.01,0.36,0.00,0.00
6,Python 3.4.10,fibonacci_oldVersions.py 100000,0.275917,1344,1686826408.786782,-,-,529,14.17,3730,1896,1.86,573,0,1,37,87,107,251,0,290,2,127,0.00,1.68,1.01,1.38,6.14,0.00,30.21,0.38,44.95,18.90,3.48,6.92,56.53,67,67,97.13,300,300,112.26,99.08,2.75,2.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.38,3.58,0.01,0.29,0.00,0.00
7,Python 3.4.10,fibonacci_oldVersions.py 100000,0.323318,1370,1686826409.168131,-,-,428,13.66,3124,1899,1.91,599,0,0,17,20,23,210,0,383,0,67,0.00,0.47,0.16,0.33,5.66,0.00,33.82,0.00,46.03,16.12,0.70,8.19,61.33,67,68,97.43,300,300,109.64,99.48,2.60,2.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.07,3.18,0.01,0.31,0.00,0.00
8,Python 3.4.10,fibonacci_oldVersions.py 100000,0.298828,1881,1686826409.510766,-,-,761,21.69,3514,1893,1.37,1264,0,25,3488,1412,172,71,0,275,0,74,0.02,9.20,3.11,0.54,1.25,0.00,34.18,0.00,29.91,24.39,0.31,1.28,52.33,69,70,94.37,300,300,146.88,99.14,4.90,4.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.27,4.40,0.01,0.37,0.00,0.00
9,Python 3.4.10,fibonacci_oldVersions.py 100000,0.280557,1333,1686826409.834225,-,-,541,14.53,3721,1896,1.81,586,0,1,56,107,65,237,0,357,2,141,0.00,1.59,1.58,1.08,5.09,0.00,36.33,0.29,39.36,20.24,3.00,7.13,55.10,67,67,97.31,300,300,113.28,98.84,2.61,2.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.54,3.66,0.01,0.30,0.00,0.00
10,Python 3.4.10,fibonacci_oldVersions.py 100000,0.269461,1447,1686826410.144055,-,-,516,13.44,3835,1896,1.90,540,0,0,15,48,56,164,4,320,5,93,0.00,0.28,0.36,0.69,3.91,0.12,36.58,0.56,43.94,15.90,3.07,4.18,63.40,71,71,95.00,300,300,107.19,98.95,4.64,4.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.42,3.59,0.01,0.28,0.00,0.00
