test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.11.3,fibonacci_oldVersions.py 100000,0.278671,1334,1686826430.791324,-,-,725,20.71,3498,1896,1.44,883,0,3,1541,994,290,225,0,296,1,69,0.00,5.73,4.35,1.70,3.38,0.00,31.06,0.30,32.72,24.05,1.18,2.49,51.56,77,79,95.09,300,300,143.51,99.10,4.48,4.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.87,4.09,0.01,0.35,0.00,0.00
2,Python 3.11.3,fibonacci_oldVersions.py 100000,0.271991,2110,1686826431.103577,-,-,580,15.68,3707,1892,1.75,631,0,1,21,43,62,248,0,375,0,124,0.00,1.16,0.26,0.78,6.40,0.00,39.35,0.00,36.05,19.63,2.20,7.54,54.96,75,75,91.55,300,300,123.73,98.80,7.79,7.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.68,3.79,0.02,0.31,0.00,0.00
3,Python 3.11.3,fibonacci_oldVersions.py 100000,0.263665,1752,1686826431.402434,-,-,505,13.42,3766,1894,1.91,504,0,1,16,45,59,184,0,254,0,79,0.00,0.15,0.34,0.85,4.45,0.00,30.22,0.00,50.38,15.74,3.66,5.64,61.54,75,75,95.20,300,300,107.19,99.01,4.24,4.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.20,3.44,0.01,0.28,0.00,0.00
4,Python 3.11.3,fibonacci_oldVersions.py 100000,0.284260,1310,1686826431.723941,-,-,791,22.42,3527,1896,1.38,1014,0,12,3307,1292,138,98,0,172,0,104,0.01,8.38,2.95,0.45,2.11,0.00,19.62,0.00,44.09,24.14,0.19,1.60,51.66,74,76,94.63,300,300,149.94,99.27,4.85,4.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,4.42,0.01,0.36,0.00,0.00
5,Python 3.11.3,fibonacci_oldVersions.py 100000,0.268426,1321,1686826432.036433,-,-,616,17.01,3609,1903,1.65,773,0,3,1100,550,188,134,1,231,0,68,0.00,3.84,2.47,1.38,3.79,0.19,33.50,0.00,38.06,19.93,2.18,3.23,57.64,77,78,99.47,300,300,127.33,99.83,1.36,1.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.74,3.84,0.00,0.31,0.00,0.00
6,Python 3.11.3,fibonacci_oldVersions.py 100000,0.286766,6109,1686826432.366889,-,-,471,13.62,3487,1882,1.89,538,0,1,18,32,44,197,0,314,0,69,0.00,0.38,0.21,0.53,5.08,0.00,33.25,0.00,46.21,15.98,1.75,7.46,61.19,70,77,94.85,300,300,107.35,98.42,3.32,3.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.05,3.24,0.01,0.28,0.00,0.00
7,Python 3.11.3,fibonacci_oldVersions.py 100000,0.273770,1436,1686826432.674965,-,-,587,16.14,3639,1896,1.68,657,0,0,223,192,145,341,0,281,6,134,0.00,1.80,4.56,1.37,6.56,0.00,30.56,0.30,38.58,21.71,2.68,6.20,53.27,75,76,97.16,300,300,123.29,98.93,2.77,2.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.42,3.60,0.01,0.30,0.00,0.00
8,Python 3.11.3,fibonacci_oldVersions.py 100000,0.284299,1338,1686826433.006575,-,-,741,21.73,3409,1897,1.40,1107,0,8,2242,1587,300,174,0,288,1,84,0.01,6.55,5.27,1.46,3.76,0.00,36.07,0.21,24.96,25.20,0.97,2.91,49.19,77,78,95.32,300,300,148.47,98.97,4.12,4.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.98,4.10,0.01,0.36,0.00,0.00
9,Python 3.11.3,fibonacci_oldVersions.py 100000,0.272491,4258,1686826433.323199,-,-,516,14.25,3643,1883,1.86,576,0,2,130,60,68,250,0,230,0,70,0.00,0.67,0.71,1.00,6.05,0.00,30.41,0.00,46.30,16.37,1.52,6.89,60.96,72,77,93.95,300,300,109.99,98.95,4.59,4.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.22,3.43,0.01,0.29,0.00,0.00
10,Python 3.11.3,fibonacci_oldVersions.py 100000,0.270066,1471,1686826433.629004,-,-,527,14.21,3715,1895,1.81,619,0,2,44,47,51,168,0,321,2,160,0.00,1.28,0.76,0.68,4.29,0.00,39.45,0.55,38.60,18.12,1.98,5.63,60.07,75,75,95.16,300,300,110.58,98.95,4.74,4.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.26,3.48,0.01,0.28,0.00,0.00
