test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.0.1,fibonacci_oldVersions.py 100000,0.338153,1435,1686826403.134880,-,-,612,15.91,3834,1903,2.11,896,0,12,265,1027,402,260,2,234,3,85,0.01,0.77,3.57,2.99,3.19,0.00,23.77,0.29,49.74,19.37,1.73,1.57,61.42,63,65,97.88,300,300,127.97,100.80,3.67,3.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.17,5.16,0.01,0.36,0.00,0.00
2,Python 3.0.1,fibonacci_oldVersions.py 100000,0.362168,1385,1686826403.536193,-,-,627,16.53,3791,1896,1.98,1066,0,1,53,121,117,464,0,682,0,159,0.00,1.47,0.91,1.12,8.94,0.00,46.44,0.00,24.11,20.95,2.74,9.22,50.56,63,66,79.52,300,300,124.26,97.78,19.78,19.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.43,5.30,0.09,0.44,0.00,0.00
3,Python 3.0.1,fibonacci_oldVersions.py 100000,0.354646,1364,1686826403.935267,-,-,724,20.26,3576,1896,1.80,1056,0,16,3141,1601,143,91,0,205,0,128,0.01,5.29,4.36,0.46,1.36,0.00,21.80,0.00,46.47,21.85,0.09,1.26,56.54,66,67,97.56,300,300,140.07,99.22,2.17,2.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,5.28,0.01,0.40,0.00,0.00
4,Python 3.0.1,fibonacci_oldVersions.py 100000,0.341892,1369,1686826404.320031,-,-,508,13.34,3808,1896,2.37,561,0,0,21,50,70,206,0,273,0,115,0.00,0.24,0.65,0.86,4.66,0.00,26.55,0.00,53.59,16.28,2.07,5.19,63.12,65,66,96.23,300,300,106.59,99.10,3.40,3.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.45,4.47,0.01,0.33,0.00,0.00
5,Python 3.0.1,fibonacci_oldVersions.py 100000,0.372462,5626,1686826404.732575,-,-,491,15.98,3093,1885,2.29,763,0,1,135,75,83,222,0,354,1,143,0.00,2.31,0.87,0.72,3.90,0.00,29.99,0.00,45.66,18.14,1.70,4.42,59.77,64,66,94.51,300,300,115.26,98.67,4.08,4.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.39,4.29,0.02,0.35,0.00,0.00
6,Python 3.0.1,fibonacci_oldVersions.py 100000,0.346358,1373,1686826405.115785,-,-,592,15.68,3777,1896,2.10,728,0,6,331,862,537,358,0,183,1,104,0.00,1.53,3.24,3.37,3.34,0.00,19.70,0.40,52.67,19.62,1.82,2.02,60.87,66,67,97.59,300,300,118.08,99.19,2.18,2.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.94,4.96,0.01,0.35,0.00,0.00
7,Python 3.0.1,fibonacci_oldVersions.py 100000,0.412247,1409,1686826405.566203,-,-,702,30.17,2326,1896,1.72,1843,0,49,1440,729,516,611,0,408,0,161,0.01,2.16,3.82,3.28,7.22,0.00,25.25,0.00,27.92,22.51,4.61,5.70,37.01,64,65,97.03,300,300,173.29,98.69,2.66,2.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.71,5.50,0.01,0.42,0.00,0.00
8,Python 3.0.1,fibonacci_oldVersions.py 100000,0.347609,1364,1686826405.951555,-,-,519,13.98,3710,1896,2.32,675,0,0,47,141,101,271,2,345,2,142,0.00,0.49,1.92,0.87,4.52,0.07,29.67,0.33,48.06,18.74,1.25,5.30,60.73,68,68,96.66,300,300,110.87,99.03,3.20,3.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.52,4.48,0.01,0.34,0.00,0.00
9,Python 3.0.1,fibonacci_oldVersions.py 100000,0.355835,1348,1686826406.353134,-,-,705,19.92,3541,1896,1.81,1018,0,15,3361,1550,81,64,0,202,0,69,0.01,5.44,3.23,0.31,1.55,0.00,19.51,0.00,50.06,20.64,0.19,1.14,58.10,66,67,97.52,300,300,137.55,99.35,2.26,2.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.16,5.16,0.01,0.39,0.00,0.00
10,Python 3.0.1,fibonacci_oldVersions.py 100000,0.341775,1390,1686826406.737532,-,-,514,13.48,3813,1896,2.34,581,0,0,15,52,67,196,0,298,1,140,0.00,1.13,0.90,0.90,4.13,0.00,28.04,0.37,50.95,17.09,2.35,4.83,62.26,64,66,95.97,300,300,107.18,99.05,3.65,3.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.47,4.51,0.01,0.33,0.00,0.00
