version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
v0.8.28,nbody_6_original.js 50000000,0.0273805,1420.6,1692178247.705065,0.00,0.00,676.20,17.03,4003.80,1885.00,1.19,238.60,0.00,2.90,17.60,24.80,25.50,72.20,0.10,45.50,0.00,0.00,0.01,3.21,2.87,4.69,23.35,0.01,47.78,0.00,0.00,27.96,5.83,26.20,22.98,60.70,61.30,72.86,400.00,330.00,129.41,96.68,25.34,24.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.55,0.44,0.01,0.03,0.00,0.00
v0.10.48,nbody_6_original.js 50000000,0.0270796,1145.7,1692178611.785797,0.00,0.00,681.50,17.05,3976.40,1905.80,1.14,244.70,0.00,3.60,43.30,44.30,31.70,75.20,0.70,53.90,0.00,0.00,0.03,6.47,4.68,4.32,24.32,0.32,42.74,0.00,0.00,31.56,4.14,24.57,22.68,60.50,61.00,76.85,398.30,308.30,126.93,97.71,23.16,22.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.44,0.01,0.03,0.00,0.00
v0.12.18,nbody_6_original.js 50000000,0.0499271,1057.2,1692178976.173397,0.00,0.00,565.80,13.89,4047.30,1909.70,1.18,275.90,0.00,0.80,17.30,13.40,10.40,41.20,0.00,104.80,0.00,2.20,0.01,2.01,0.72,1.10,8.58,0.00,72.63,0.00,1.41,18.23,1.33,8.68,57.87,59.80,60.20,82.74,300.00,300.00,109.31,98.52,16.79,16.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.72,0.01,0.05,0.00,0.00
v1.8.4,nbody_6_original.js 50000000,0.0503442,1085.1,1692179340.837775,0.00,0.00,573.70,14.18,4034.50,1901.00,1.15,271.50,0.00,0.50,46.30,36.60,17.00,46.60,0.00,102.80,0.00,3.40,0.00,3.75,1.31,1.34,9.11,0.00,68.38,0.00,1.87,20.88,1.16,8.03,55.75,60.10,60.60,82.84,300.00,300.00,109.93,98.36,16.32,15.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.72,0.01,0.05,0.00,0.00
v2.5.0,nbody_6_original.js 50000000,0.0476163,1079.6,1692179705.572330,0.00,0.00,603.50,15.01,4018.20,1897.30,1.13,269.00,0.00,1.50,55.80,27.70,24.20,45.10,0.00,96.80,0.00,1.90,0.01,4.94,1.67,1.75,9.98,0.00,65.16,0.00,1.26,22.20,1.54,9.91,51.34,59.80,59.80,82.01,300.00,300.00,113.78,98.25,17.27,16.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.87,0.70,0.01,0.05,0.00,0.00
v3.3.1,nbody_6_original.js 50000000,0.0494426,1085,1692180070.220572,0.00,0.00,727.70,18.27,4007.20,1899.20,1.10,345.10,0.00,11.10,113.10,65.30,43.60,57.20,0.00,89.80,0.00,1.70,0.02,2.83,2.33,2.39,10.73,0.00,62.48,0.00,0.78,21.29,2.02,10.63,47.79,59.00,59.40,82.78,300.00,300.00,128.08,98.19,16.91,16.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.80,0.01,0.05,0.00,0.00
v4.9.1,nbody_6_original.js 50000000,0.0566636,1067.2,1692180435.014195,0.00,0.00,586.80,14.59,4018.30,1897.20,1.14,289.80,0.00,0.60,53.70,38.50,22.50,35.80,0.00,111.30,0.00,5.00,0.00,5.58,2.23,1.14,6.72,0.00,66.89,0.00,2.68,23.88,0.82,4.42,56.28,60.20,60.40,84.10,300.00,300.00,111.08,98.55,15.15,14.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.03,0.82,0.01,0.06,0.00,0.00
v5.12.0,nbody_6_original.js 50000000,0.0309622,1091.5,1692180799.522163,0.00,0.00,616.30,15.48,3975.50,1898.60,1.03,231.70,0.00,0.40,61.40,49.00,15.60,38.50,0.00,70.50,0.00,0.00,0.00,8.60,4.67,1.71,12.86,0.00,56.48,0.00,0.00,30.71,1.28,11.67,40.85,59.00,60.00,77.20,300.00,300.00,115.90,98.10,21.41,21.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.58,0.46,0.01,0.03,0.00,0.00
v6.17.1,nbody_6_original.js 50000000,16.9634,1198.1,1692181333.258890,0.00,0.00,445.10,12.64,3521.20,1896.00,3.10,8654.80,0.00,136.00,220.40,143.20,97.10,276.80,0.40,1555.30,28.50,3259.70,0.00,0.07,0.03,0.02,0.13,0.00,3.25,0.10,83.72,13.03,0.02,0.18,74.13,74.30,74.40,98.90,300.00,300.00,101.08,99.76,0.74,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,218.22,176.26,0.09,9.10,0.00,0.00
v7.10.1,nbody_6_original.js 50000000,146.230998,1279,1692181869.795328,-,-,437,12.66,3457,1896,2.51,67869,0,46,1709,960,577,1740,4,9441,193,25383,0.00,0.05,0.02,0.01,0.10,0.00,2.27,0.07,84.79,13.04,0.02,0.17,74.12,69,69,99.44,300,300,101.34,99.76,0.26,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1918.43,1533.66,0.24,141.70,0.00,0.00
